recording_id,speaker_id,word,annotation_word,accent,source_l1_language,phone_index,canonical_phone,model_phone,start_seconds,end_seconds,duration_seconds,is_silence,mean_target_posterior,mean_posterior_argmax_lh39,shorter_than_hubert_stride,low_target_posterior
AN19-rec-ad3b4d36121fe64f5d46,AN19.ENG.ef1,long,long,ENG,English,2,ao,ao,0.15125636756420135,0.16134013235569,0.010083764791488647,False,0.9738060832023621,ao,True,False
AN19-rec-ad3b4d36121fe64f5d46,AN19.ENG.ef1,long,long,ENG,English,3,ng,ng,0.16134013235569,0.8167843818664551,0.6554442495107651,False,3.266474595875479e-05,ay,False,True
AN19-rec-ad3b4d36121fe64f5d46,AN19.ENG.ef1,long,long,ENG,English,4,sil,sil,0.8167843818664551,0.8910657596371883,0.07428137777073318,True,0.1474590003490448,iy,False,True
AN19-rec-858bdf99be07439d3783,AN19.ENG.ef1,both,both,ENG,English,0,sil,sil,0.0,0.02016751654446125,0.02016751654446125,True,1.0001908634649226e-07,ay,False,True
AN19-rec-858bdf99be07439d3783,AN19.ENG.ef1,both,both,ENG,English,1,b,b,0.02016751654446125,0.32268026471138,0.30251274816691875,False,2.0116234011879897e-08,ay,False,True
AN19-rec-858bdf99be07439d3783,AN19.ENG.ef1,both,both,ENG,English,2,ow,ow,0.32268026471138,0.3428477644920349,0.020167499780654907,False,0.749762237071991,ow,False,False
AN19-rec-858bdf99be07439d3783,AN19.ENG.ef1,both,both,ENG,English,3,th,th,0.3428477644920349,0.5041878819465637,0.1613401174545288,False,0.6660927534103394,th,False,False
AN19-rec-858bdf99be07439d3783,AN19.ENG.ef1,both,both,ENG,English,4,sil,sil,0.5041878819465637,0.6008163265306122,0.09662844458404851,True,0.40530577301979065,th,False,False
AN19-rec-9d9464a4870d17e5ba67,AN19.ENG.ef1,thought,thought,ENG,English,0,sil,sil,0.0,0.32268026471138,0.32268026471138,True,0.15008379518985748,ao,False,True
AN19-rec-9d9464a4870d17e5ba67,AN19.ENG.ef1,thought,thought,ENG,English,1,th,th,0.32268026471138,0.3428477644920349,0.020167499780654907,False,2.0058063757567683e-14,ao,False,True
AN19-rec-9d9464a4870d17e5ba67,AN19.ENG.ef1,thought,thought,ENG,English,2,ao,ao,0.3428477644920349,0.35293152928352356,0.010083764791488647,False,0.9944317936897278,ao,True,False
AN19-rec-9d9464a4870d17e5ba67,AN19.ENG.ef1,thought,thought,ENG,English,3,t,t,0.35293152928352356,0.5546066761016846,0.201675146818161,False,0.0029678139835596085,en,False,True
AN19-rec-9d9464a4870d17e5ba67,AN19.ENG.ef1,thought,thought,ENG,English,4,sil,sil,0.5546066761016846,0.7546485260770975,0.20004184997541297,True,0.34857210516929626,s,False,False
AN19-rec-1d4933604c330432deb3,AN19.ENG.ef1,does,does,ENG,English,0,sil,sil,0.0,0.39326655864715576,0.39326655864715576,True,6.803670657973271e-06,ay,False,True
AN19-rec-1d4933604c330432deb3,AN19.ENG.ef1,does,does,ENG,English,1,d,d,0.39326655864715576,0.4235178530216217,0.030251294374465942,False,2.4613386329086495e-10,ey,False,True
AN19-rec-1d4933604c330432deb3,AN19.ENG.ef1,does,does,ENG,English,2,ah,ah,0.4235178530216217,0.49410414695739746,0.07058629393577576,False,2.5685199744884812e-08,ey,False,True
AN19-rec-1d4933604c330432deb3,AN19.ENG.ef1,does,does,ENG,English,3,z,z,0.49410414695739746,0.5041878819465637,0.01008373498916626,False,0.8873759508132935,z,True,False
AN19-rec-1d4933604c330432deb3,AN19.ENG.ef1,does,does,ENG,English,4,sil,sil,0.5041878819465637,0.7343310657596371,0.23014318381307342,True,0.015117746777832508,s,False,True
AN19-rec-d9e0eacdf2ba4e5c24e7,AN19.ENG.ef1,put,put,ENG,English,0,sil,sil,0.0,0.02016751654446125,0.02016751654446125,True,0.0004124256083741784,f,False,True
AN19-rec-d9e0eacdf2ba4e5c24e7,AN19.ENG.ef1,put,put,ENG,English,1,p,p,0.02016751654446125,0.0302512738853693,0.01008375734090805,False,0.03459886834025383,f,True,True
AN19-rec-d9e0eacdf2ba4e5c24e7,AN19.ENG.ef1,put,put,ENG,English,2,uh,uh,0.0302512738853693,0.27226147055625916,0.24201019667088985,False,0.005612217355519533,ey,False,True
AN19-rec-d9e0eacdf2ba4e5c24e7,AN19.ENG.ef1,put,put,ENG,English,3,t,t,0.27226147055625916,0.2823452353477478,0.010083764791488647,False,0.028107179328799248,ey,True,True
AN19-rec-d9e0eacdf2ba4e5c24e7,AN19.ENG.ef1,put,put,ENG,English,4,sil,sil,0.2823452353477478,0.5979138321995465,0.3155685968517987,True,0.347686231136322,s,False,False
AN19-rec-0e3887b559ae567640a9,AN19.ENG.ef1,give,give,ENG,English,0,sil,sil,0.0,0.0302512738853693,0.0302512738853693,True,1.31537891689959e-09,iy,False,True
AN19-rec-0e3887b559ae567640a9,AN19.ENG.ef1,give,give,ENG,English,1,g,g,0.0302512738853693,0.15125636756420135,0.12100509367883205,False,5.8930705648663206e-08,iy,False,True
AN19-rec-0e3887b559ae567640a9,AN19.ENG.ef1,give,give,ENG,English,2,ih,ih,0.15125636756420135,0.16134013235569,0.010083764791488647,False,0.8966194987297058,ih,True,False
AN19-rec-0e3887b559ae567640a9,AN19.ENG.ef1,give,give,ENG,English,3,v,v,0.16134013235569,0.37309905886650085,0.21175892651081085,False,2.692836460482795e-06,ae,False,True
AN19-rec-0e3887b559ae567640a9,AN19.ENG.ef1,give,give,ENG,English,4,sil,sil,0.37309905886650085,0.6356462585034014,0.26254719963690054,True,2.369056119277957e-06,ey,False,True
AN19-rec-904fa318974f184cf3cf,AN19.ENG.ef1,young,young,ENG,English,0,sil,sil,0.0,0.3831827938556671,0.3831827938556671,True,0.02494882605969906,ao,False,True
AN19-rec-904fa318974f184cf3cf,AN19.ENG.ef1,young,young,ENG,English,1,y,y,0.3831827938556671,0.39326655864715576,0.010083764791488647,False,0.0004753349639941007,ao,True,True
AN19-rec-904fa318974f184cf3cf,AN19.ENG.ef1,young,young,ENG,English,2,ah,ah,0.39326655864715576,0.403350293636322,0.01008373498916626,False,0.035430360585451126,ao,True,True
AN19-rec-904fa318974f184cf3cf,AN19.ENG.ef1,young,young,ENG,English,3,ng,ng,0.403350293636322,0.6151092052459717,0.21175891160964966,False,5.8027948398375884e-05,en,False,True
AN19-rec-904fa318974f184cf3cf,AN19.ENG.ef1,young,young,ENG,English,4,sil,sil,0.6151092052459717,0.737233560090703,0.12212435484473128,True,0.007831070572137833,iy,False,True
AN19-rec-a7223c84fe3c978bddd0,AN19.ENG.ef1,thing,thing,ENG,English,0,sil,sil,0.0,0.05041878670454025,0.05041878670454025,True,0.0041513280011713505,sh,False,True
AN19-rec-a7223c84fe3c978bddd0,AN19.ENG.ef1,thing,thing,ENG,English,1,th,th,0.05041878670454025,0.19159139692783356,0.1411726102232933,False,9.212553497839338e-10,sh,False,True
AN19-rec-a7223c84fe3c978bddd0,AN19.ENG.ef1,thing,thing,ENG,English,2,ih,ih,0.19159139692783356,0.21175892651081085,0.020167529582977295,False,5.880628577870084e-06,sh,False,True
AN19-rec-a7223c84fe3c978bddd0,AN19.ENG.ef1,thing,thing,ENG,English,3,ng,ng,0.21175892651081085,0.6957792639732361,0.48402033746242523,False,6.804531494708499e-06,ey,False,True
AN19-rec-a7223c84fe3c978bddd0,AN19.ENG.ef1,thing,thing,ENG,English,4,sil,sil,0.6957792639732361,0.7633560090702948,0.06757674509705869,True,0.32433798909187317,sil,False,False
AN19-rec-dfa3f971b717a69fd24d,AN19.ENG.ef1,peace,peace,ENG,English,0,sil,sil,0.0,0.010083758272230625,0.010083758272230625,True,0.40866154432296753,t,True,False
AN19-rec-dfa3f971b717a69fd24d,AN19.ENG.ef1,peace,peace,ENG,English,1,p,p,0.010083758272230625,0.19159139692783356,0.18150763865560293,False,0.00021360543905757368,iy,False,True
AN19-rec-dfa3f971b717a69fd24d,AN19.ENG.ef1,peace,peace,ENG,English,2,iy,iy,0.19159139692783356,0.29242897033691406,0.1008375734090805,False,0.98883056640625,iy,False,False
AN19-rec-dfa3f971b717a69fd24d,AN19.ENG.ef1,peace,peace,ENG,English,3,s,s,0.29242897033691406,0.51427161693573,0.22184264659881592,False,0.33510327339172363,z,False,False
AN19-rec-dfa3f971b717a69fd24d,AN19.ENG.ef1,peace,peace,ENG,English,4,sil,sil,0.51427161693573,0.6588662131519274,0.1445945962161974,True,0.0016152580501511693,sh,False,True
AN19-rec-e9e31e4d2f92d83141bb,AN19.ENG.ef1,god,god,ENG,English,0,sil,sil,0.0,0.13108885288238525,0.13108885288238525,True,1.4508037793348194e-06,ay,False,True
AN19-rec-e9e31e4d2f92d83141bb,AN19.ENG.ef1,god,god,ENG,English,1,g,g,0.13108885288238525,0.15125636756420135,0.0201675146818161,False,1.9391270951159625e-14,ay,False,True
AN19-rec-e9e31e4d2f92d83141bb,AN19.ENG.ef1,god,god,ENG,English,2,aa,ao,0.15125636756420135,0.49410414695739746,0.3428477793931961,False,1.2443301784514915e-05,ay,False,True
AN19-rec-e9e31e4d2f92d83141bb,AN19.ENG.ef1,god,god,ENG,English,3,d,d,0.49410414695739746,0.5041878819465637,0.01008373498916626,False,0.39512747526168823,y,True,False
AN19-rec-e9e31e4d2f92d83141bb,AN19.ENG.ef1,god,god,ENG,English,4,sil,sil,0.5041878819465637,0.6124263038548753,0.10823842190831157,True,0.005347962956875563,ih,False,True
AN19-rec-0f9a1947cd564d38a76d,AN19.ENG.ef1,five,five,ENG,English,0,sil,sil,0.0,0.16134013235569,0.16134013235569,True,3.604215407904121e-06,sh,False,True
AN19-rec-0f9a1947cd564d38a76d,AN19.ENG.ef1,five,five,ENG,English,1,f,f,0.16134013235569,0.1815076321363449,0.020167499780654907,False,1.65932306117611e-07,ay,False,True
AN19-rec-0f9a1947cd564d38a76d,AN19.ENG.ef1,five,five,ENG,English,2,ay,ay,0.1815076321363449,0.45376908779144287,0.27226145565509796,False,0.999518632888794,ay,False,False
AN19-rec-0f9a1947cd564d38a76d,AN19.ENG.ef1,five,five,ENG,English,3,v,v,0.45376908779144287,0.6251929402351379,0.17142385244369507,False,0.0006497728172689676,ey,False,True
AN19-rec-0f9a1947cd564d38a76d,AN19.ENG.ef1,five,five,ENG,English,4,sil,sil,0.6251929402351379,0.8126984126984127,0.18750547246327476,True,2.3034743207972497e-05,sh,False,True
AN19-rec-1e4ae66a2ae8b6319884,AN19.ENG.ef1,gave,gave,ENG,English,0,sil,sil,0.0,0.02016751654446125,0.02016751654446125,True,2.0597261027432978e-05,ey,False,True
AN19-rec-1e4ae66a2ae8b6319884,AN19.ENG.ef1,gave,gave,ENG,English,1,g,g,0.02016751654446125,0.2218426764011383,0.20167515985667706,False,2.8690360850958108e-11,ae,False,True
AN19-rec-1e4ae66a2ae8b6319884,AN19.ENG.ef1,gave,gave,ENG,English,2,ey,ey,0.2218426764011383,0.23192642629146576,0.010083749890327454,False,0.9847016930580139,ey,True,False
AN19-rec-1e4ae66a2ae8b6319884,AN19.ENG.ef1,gave,gave,ENG,English,3,v,v,0.23192642629146576,0.6151092052459717,0.3831827789545059,False,6.351432148221647e-06,en,False,True
AN19-rec-1e4ae66a2ae8b6319884,AN19.ENG.ef1,gave,gave,ENG,English,4,sil,sil,0.6151092052459717,0.7111111111111111,0.09600190586513946,True,0.03245949000120163,ao,False,True
AN19-rec-f40889de21d14c6e22f1,AN19.ENG.ef1,death,death,ENG,English,0,sil,sil,0.0,0.0302512738853693,0.0302512738853693,True,1.5141431219944934e-08,ae,False,True
AN19-rec-f40889de21d14c6e22f1,AN19.ENG.ef1,death,death,ENG,English,1,d,d,0.0302512738853693,0.21175892651081085,0.18150765262544155,False,5.772690471798035e-15,ae,False,True
AN19-rec-f40889de21d14c6e22f1,AN19.ENG.ef1,death,death,ENG,English,2,eh,eh,0.21175892651081085,0.2218426764011383,0.010083749890327454,False,0.008772778324782848,ae,True,True
AN19-rec-f40889de21d14c6e22f1,AN19.ENG.ef1,death,death,ENG,English,3,th,th,0.2218426764011383,0.25209394097328186,0.030251264572143555,False,1.3138289567393713e-08,ae,False,True
AN19-rec-f40889de21d14c6e22f1,AN19.ENG.ef1,death,death,ENG,English,4,sil,sil,0.25209394097328186,0.5834013605442177,0.3313074195709358,True,0.0014539244584739208,f,False,True
AN19-rec-8ae6aba7d9893aa6607f,AN19.ENG.ef1,shall,shall,ENG,English,0,sil,sil,0.0,0.0403350330889225,0.0403350330889225,True,2.819604327797265e-09,sh,False,True
AN19-rec-8ae6aba7d9893aa6607f,AN19.ENG.ef1,shall,shall,ENG,English,1,sh,sh,0.0403350330889225,0.23192642629146576,0.19159139320254326,False,0.9999635815620422,sh,False,False
AN19-rec-8ae6aba7d9893aa6607f,AN19.ENG.ef1,shall,shall,ENG,English,2,ae,ae,0.23192642629146576,0.64536052942276,0.41343410313129425,False,0.0018280170625075698,ay,False,True
AN19-rec-8ae6aba7d9893aa6607f,AN19.ENG.ef1,shall,shall,ENG,English,3,l,el,0.64536052942276,0.806700587272644,0.16134005784988403,False,0.3664664030075073,el,False,False
AN19-rec-8ae6aba7d9893aa6607f,AN19.ENG.ef1,shall,shall,ENG,English,4,sil,sil,0.806700587272644,0.8533333333333334,0.046632746060689345,True,0.9988763332366943,sil,False,False
AN19-rec-83d327edb6a2f648a9c6,AN19.ENG.ef1,real,real,ENG,English,0,sil,sil,0.0,0.05041878670454025,0.05041878670454025,True,0.03570760414004326,uw,False,True
AN19-rec-83d327edb6a2f648a9c6,AN19.ENG.ef1,real,real,ENG,English,1,r,r,0.05041878670454025,0.19159139692783356,0.1411726102232933,False,0.00023702543694525957,iy,False,True
AN19-rec-83d327edb6a2f648a9c6,AN19.ENG.ef1,real,real,ENG,English,2,iy,iy,0.19159139692783356,0.29242897033691406,0.1008375734090805,False,0.9995824098587036,iy,False,False
AN19-rec-83d327edb6a2f648a9c6,AN19.ENG.ef1,real,real,ENG,English,3,l,el,0.29242897033691406,0.5344391465187073,0.2420101761817932,False,0.007641419302672148,ao,False,True
AN19-rec-83d327edb6a2f648a9c6,AN19.ENG.ef1,real,real,ENG,English,4,sil,sil,0.5344391465187073,0.5834013605442177,0.048962214025510375,True,0.045458219945430756,z,False,True
AN19-rec-0ad43e2737660fcb4f81,AN19.ENG.ef1,south,south,ENG,English,0,sil,sil,0.0,0.7260305285453796,0.7260305285453796,True,0.025997495278716087,ao,False,True
AN19-rec-0ad43e2737660fcb4f81,AN19.ENG.ef1,south,south,ENG,English,1,s,s,0.7260305285453796,0.7361143827438354,0.01008385419845581,False,0.9996069073677063,s,True,False
AN19-rec-0ad43e2737660fcb4f81,AN19.ENG.ef1,south,south,ENG,English,2,aw,aw,0.7361143827438354,0.7461981177330017,0.01008373498916626,False,7.6455682063159e-11,s,True,True
AN19-rec-0ad43e2737660fcb4f81,AN19.ENG.ef1,south,south,ENG,English,3,th,th,0.7461981177330017,0.756281852722168,0.01008373498916626,False,1.0540774383116513e-05,s,True,True
AN19-rec-0ad43e2737660fcb4f81,AN19.ENG.ef1,south,south,ENG,English,4,sil,sil,0.756281852722168,0.8068934240362812,0.0506115713141132,True,1.8764117726277618e-07,s,False,True
AN19-rec-a6ec9da84442879dabba,AN19.ENG.ef1,job,job,ENG,English,0,sil,sil,0.0,0.3025127351284027,0.3025127351284027,True,1.2473377637434169e-06,ao,False,True
AN19-rec-a6ec9da84442879dabba,AN19.ENG.ef1,job,job,ENG,English,1,jh,jh,0.3025127351284027,0.32268026471138,0.020167529582977295,False,8.558382891266092e-10,ao,False,True
AN19-rec-a6ec9da84442879dabba,AN19.ENG.ef1,job,job,ENG,English,2,aa,ao,0.32268026471138,0.49410414695739746,0.17142388224601746,False,0.9995487332344055,ao,False,False
AN19-rec-a6ec9da84442879dabba,AN19.ENG.ef1,job,job,ENG,English,3,b,b,0.49410414695739746,0.5848579406738281,0.09075379371643066,False,1.6837151406434714e-07,en,False,True
AN19-rec-a6ec9da84442879dabba,AN19.ENG.ef1,job,job,ENG,English,4,sil,sil,0.5848579406738281,0.6327437641723356,0.04788582349850745,True,0.017388567328453064,en,False,True
AN19-rec-6427015f1d0b31a6061a,AN19.ENG.ef1,love,love,ENG,English,0,sil,sil,0.0,0.09075381606817245,0.09075381606817245,True,9.849276466411538e-06,el,False,True
AN19-rec-6427015f1d0b31a6061a,AN19.ENG.ef1,love,love,ENG,English,1,l,el,0.09075381606817245,0.1008375734090805,0.01008375734090805,False,0.9971293807029724,el,True,False
AN19-rec-6427015f1d0b31a6061a,AN19.ENG.ef1,love,love,ENG,English,2,ah,ah,0.1008375734090805,0.2420101910829544,0.1411726176738739,False,1.4186229009283124e-06,ay,False,True
AN19-rec-6427015f1d0b31a6061a,AN19.ENG.ef1,love,love,ENG,English,3,v,v,0.2420101910829544,0.2621777057647705,0.0201675146818161,False,3.2972992392021894e-11,ay,False,True
AN19-rec-6427015f1d0b31a6061a,AN19.ENG.ef1,love,love,ENG,English,4,sil,sil,0.2621777057647705,0.6530612244897959,0.39088351872502536,True,3.0515764137817314e-08,ay,False,True
AN19-rec-fa882a645c843457a098,AN19.ENG.ef1,full,full,ENG,English,0,sil,sil,0.0,0.11092133820056915,0.11092133820056915,True,0.010062109678983688,s,False,True
AN19-rec-fa882a645c843457a098,AN19.ENG.ef1,full,full,ENG,English,1,f,f,0.11092133820056915,0.19159139692783356,0.0806700587272644,False,0.9467961192131042,f,False,False
AN19-rec-fa882a645c843457a098,AN19.ENG.ef1,full,full,ENG,English,2,uh,uh,0.19159139692783356,0.2420101910829544,0.05041879415512085,False,0.5492668151855469,uh,False,False
AN19-rec-fa882a645c843457a098,AN19.ENG.ef1,full,full,ENG,English,3,l,el,0.2420101910829544,0.7361143827438354,0.49410419166088104,False,0.00042177672730758786,er,False,True
AN19-rec-fa882a645c843457a098,AN19.ENG.ef1,full,full,ENG,English,4,sil,sil,0.7361143827438354,0.7894784580498866,0.05336407530605114,True,0.9475433230400085,sil,False,False
AN19-rec-a2dc7acdf2e03130abcc,AN19.ENG.ef1,wife,wife,ENG,English,0,sil,sil,0.0,0.010083758272230625,0.010083758272230625,True,0.5108428597450256,sil,True,False
AN19-rec-a2dc7acdf2e03130abcc,AN19.ENG.ef1,wife,wife,ENG,English,1,w,w,0.010083758272230625,0.02016751654446125,0.010083758272230625,False,0.501358687877655,w,True,False
AN19-rec-a2dc7acdf2e03130abcc,AN19.ENG.ef1,wife,wife,ENG,English,2,ay,ay,0.02016751654446125,0.4436853528022766,0.42351783625781536,False,0.6913095116615295,ay,False,False
AN19-rec-a2dc7acdf2e03130abcc,AN19.ENG.ef1,wife,wife,ENG,English,3,f,f,0.4436853528022766,0.524355411529541,0.0806700587272644,False,0.0037280702963471413,ih,False,True
AN19-rec-a2dc7acdf2e03130abcc,AN19.ENG.ef1,wife,wife,ENG,English,4,sil,sil,0.524355411529541,0.748843537414966,0.224488125885425,True,1.1004981388396118e-06,sh,False,True
AN19-rec-92eea74a8d7d89da9b25,AN19.ENG.ef1,voice,voice,ENG,English,0,sil,sil,0.0,0.13108885288238525,0.13108885288238525,True,0.016153795644640923,el,False,True
AN19-rec-92eea74a8d7d89da9b25,AN19.ENG.ef1,voice,voice,ENG,English,1,v,v,0.13108885288238525,0.15125636756420135,0.0201675146818161,False,0.00015364642604254186,el,False,True
AN19-rec-92eea74a8d7d89da9b25,AN19.ENG.ef1,voice,voice,ENG,English,2,oy,oy,0.15125636756420135,0.6554442644119263,0.5041878968477249,False,0.0002960057172458619,s,False,True
AN19-rec-92eea74a8d7d89da9b25,AN19.ENG.ef1,voice,voice,ENG,English,3,s,s,0.6554442644119263,0.756281852722168,0.1008375883102417,False,0.9999467730522156,s,False,False
AN19-rec-92eea74a8d7d89da9b25,AN19.ENG.ef1,voice,voice,ENG,English,4,sil,sil,0.756281852722168,0.8388208616780045,0.08253900895583655,True,0.000901600462384522,s,False,True
AN19-rec-e85808917c1a7b2313b4,AN19.ENG.ef1,girl,girl,ENG,English,0,sil,sil,0.0,0.02016751654446125,0.02016751654446125,True,0.005190178286284208,dx,False,True
AN19-rec-e85808917c1a7b2313b4,AN19.ENG.ef1,girl,girl,ENG,English,1,g,g,0.02016751654446125,0.16134013235569,0.14117261581122875,False,6.40309394839278e-07,ao,False,True
AN19-rec-e85808917c1a7b2313b4,AN19.ENG.ef1,girl,girl,ENG,English,2,er,er,0.16134013235569,0.1815076321363449,0.020167499780654907,False,0.9881012439727783,er,False,False
AN19-rec-e85808917c1a7b2313b4,AN19.ENG.ef1,girl,girl,ENG,English,3,l,el,0.1815076321363449,0.64536052942276,0.4638528972864151,False,0.10851974785327911,ay,False,True
AN19-rec-e85808917c1a7b2313b4,AN19.ENG.ef1,girl,girl,ENG,English,4,sil,sil,0.64536052942276,0.7053061224489796,0.0599455930262196,True,0.8645341396331787,sil,False,False
AN19-rec-761f706b238fdffb56e5,AN19.ENG.ef1,live,live,ENG,English,0,sil,sil,0.0,0.07058630883693695,0.07058630883693695,True,0.00023932162730488926,el,False,True
AN19-rec-761f706b238fdffb56e5,AN19.ENG.ef1,live,live,ENG,English,1,l,el,0.07058630883693695,0.13108885288238525,0.0605025440454483,False,0.9997566342353821,el,False,False
AN19-rec-761f706b238fdffb56e5,AN19.ENG.ef1,live,live,ENG,English,2,ay,ay,0.13108885288238525,0.15125636756420135,0.0201675146818161,False,0.00021117590949870646,el,False,True
AN19-rec-761f706b238fdffb56e5,AN19.ENG.ef1,live,live,ENG,English,3,v,v,0.15125636756420135,0.7260305285453796,0.5747741609811783,False,9.410425263922662e-06,ey,False,True
AN19-rec-761f706b238fdffb56e5,AN19.ENG.ef1,live,live,ENG,English,4,sil,sil,0.7260305285453796,0.8039909297052155,0.07796040115983582,True,0.35709789395332336,ao,False,False
AN19-rec-268bbb56eaabb15fa767,AN19.ENG.ef1,move,move,ENG,English,0,sil,sil,0.0,0.02016751654446125,0.02016751654446125,True,0.023348061367869377,w,False,True
AN19-rec-268bbb56eaabb15fa767,AN19.ENG.ef1,move,move,ENG,English,1,m,m,0.02016751654446125,0.49410414695739746,0.4739366304129362,False,7.900512719061226e-05,uw,False,True
AN19-rec-268bbb56eaabb15fa767,AN19.ENG.ef1,move,move,ENG,English,2,uw,uw,0.49410414695739746,0.5747742056846619,0.0806700587272644,False,0.9999899864196777,uw,False,False
AN19-rec-268bbb56eaabb15fa767,AN19.ENG.ef1,move,move,ENG,English,3,v,v,0.5747742056846619,0.6856955289840698,0.11092132329940796,False,1.307418955320827e-07,uw,False,True
AN19-rec-268bbb56eaabb15fa767,AN19.ENG.ef1,move,move,ENG,English,4,sil,sil,0.6856955289840698,0.7981859410430839,0.11249041205901411,True,0.0006833138759247959,sh,False,True
AN19-rec-78f5f3dd941558687ef0,AN19.ENG.ef1,food,food,ENG,English,0,sil,sil,0.0,0.25209394097328186,0.25209394097328186,True,1.262015558722851e-07,sh,False,True
AN19-rec-78f5f3dd941558687ef0,AN19.ENG.ef1,food,food,ENG,English,1,f,f,0.25209394097328186,0.39326655864715576,0.1411726176738739,False,1.5649831652808643e-07,ey,False,True
AN19-rec-78f5f3dd941558687ef0,AN19.ENG.ef1,food,food,ENG,English,2,uw,uw,0.39326655864715576,0.403350293636322,0.01008373498916626,False,0.5452286601066589,uw,True,False
AN19-rec-78f5f3dd941558687ef0,AN19.ENG.ef1,food,food,ENG,English,3,d,d,0.403350293636322,0.8369519114494324,0.43360161781311035,False,9.128175548767103e-08,iy,False,True
AN19-rec-78f5f3dd941558687ef0,AN19.ENG.ef1,food,food,ENG,English,4,sil,sil,0.8369519114494324,0.8881632653061224,0.05121135385669007,True,0.02652287296950817,ao,False,True
AN19-rec-eca7f534d637910b5110,AN19.ENG.ef1,size,size,ENG,English,0,sil,sil,0.0,0.080670066177845,0.080670066177845,True,0.03657711669802666,s,False,True
AN19-rec-eca7f534d637910b5110,AN19.ENG.ef1,size,size,ENG,English,1,s,s,0.080670066177845,0.19159139692783356,0.11092133074998856,False,0.9997850656509399,s,False,False
AN19-rec-eca7f534d637910b5110,AN19.ENG.ef1,size,size,ENG,English,2,ay,ay,0.19159139692783356,0.7966168522834778,0.6050254553556442,False,0.7394563555717468,ay,False,False
AN19-rec-eca7f534d637910b5110,AN19.ENG.ef1,size,size,ENG,English,3,z,z,0.7966168522834778,0.806700587272644,0.01008373498916626,False,0.9033769965171814,z,True,False
