recording_id,speaker_id,word,annotation_word,accent,source_l1_language,phone_index,canonical_phone,model_phone,start_seconds,end_seconds,duration_seconds,is_silence,mean_target_posterior,mean_posterior_argmax_lh39,shorter_than_hubert_stride,low_target_posterior,original_word,comparison_word,source_filename,lexical_identity_unresolved,audio_sha256,canonical_sequence,canonical_position,interval_id,n_feature_frames,first_feature_frame,last_feature_frame,feature_frame_indices,no_feature_center
AN19-rec-00301de6d7ad00a41cc5,AN19.MIX.if4,move,move,MIX,German,2,uw,uw,0.1210050955414772,0.1310888528823852,0.010083757340908,False,0.2232542186975479,ow,True,False,move,move,IF4ew27 move.wav,False,821086586e5ed942e0d7aec53c5d0389bb97807e008ff4a4119e7106adce90a0,m uw v,1,AN19-rec-00301de6d7ad00a41cc5:phone:2,0,,,,True
AN19-rec-00301de6d7ad00a41cc5,AN19.MIX.if4,move,move,MIX,German,3,v,v,0.1310888528823852,0.2823452353477478,0.1512563824653625,False,1.4329449413708062e-06,ow,False,True,move,move,IF4ew27 move.wav,False,821086586e5ed942e0d7aec53c5d0389bb97807e008ff4a4119e7106adce90a0,m uw v,2,AN19-rec-00301de6d7ad00a41cc5:phone:3,8,6.0,13.0,6 7 8 9 10 11 12 13,False
AN19-rec-003f828cad6d1e4a7c19,AN19.MIX.if1,fade,fade,MIX,Albanian,1,f,f,0.1512563675642013,0.2319264262914657,0.0806700587272644,False,8.548831864629847e-09,ey,False,True,fade,fade,If1hw12 fade.wav,False,276ff13226b9d231abe3210dd1486440b314af846f77a6617284a80b6ff01f3f,f ey d,0,AN19-rec-003f828cad6d1e4a7c19:phone:1,4,7.0,10.0,7 8 9 10,False
AN19-rec-003f828cad6d1e4a7c19,AN19.MIX.if1,fade,fade,MIX,Albanian,2,ey,ey,0.2319264262914657,0.2621777057647705,0.0302512794733047,False,0.999856412410736,ey,False,False,fade,fade,If1hw12 fade.wav,False,276ff13226b9d231abe3210dd1486440b314af846f77a6617284a80b6ff01f3f,f ey d,1,AN19-rec-003f828cad6d1e4a7c19:phone:2,2,11.0,12.0,11 12,False
AN19-rec-003f828cad6d1e4a7c19,AN19.MIX.if1,fade,fade,MIX,Albanian,3,d,d,0.2621777057647705,0.6050254702568054,0.3428477644920349,False,1.969554796232842e-05,ey,False,True,fade,fade,If1hw12 fade.wav,False,276ff13226b9d231abe3210dd1486440b314af846f77a6617284a80b6ff01f3f,f ey d,2,AN19-rec-003f828cad6d1e4a7c19:phone:3,17,13.0,29.0,13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29,False
AN19-rec-003feaef879364a2d71d,AN19.ENG.em3,mace,mace,ENG,English,1,m,m,0.0403350330889225,0.0504187867045402,0.0100837536156177,False,0.0079554766416549,y,True,True,mace,mace,em3hw63 mace.WAV,False,1fe94706f2e1c2642648ef6669ff29fc943001ae9ba2559f7cb4cb1de72990b8,m ey s,0,AN19-rec-003feaef879364a2d71d:phone:1,0,,,,True
AN19-rec-003feaef879364a2d71d,AN19.ENG.em3,mace,mace,ENG,English,2,ey,ey,0.0504187867045402,0.3630152642726898,0.3125964775681495,False,2.632126097523724e-06,uw,False,True,mace,mace,em3hw63 mace.WAV,False,1fe94706f2e1c2642648ef6669ff29fc943001ae9ba2559f7cb4cb1de72990b8,m ey s,1,AN19-rec-003feaef879364a2d71d:phone:2,16,2.0,17.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17,False
AN19-rec-003feaef879364a2d71d,AN19.ENG.em3,mace,mace,ENG,English,3,s,s,0.3630152642726898,0.4739366173744201,0.1109213531017303,False,0.9996467232704164,s,False,False,mace,mace,em3hw63 mace.WAV,False,1fe94706f2e1c2642648ef6669ff29fc943001ae9ba2559f7cb4cb1de72990b8,m ey s,2,AN19-rec-003feaef879364a2d71d:phone:3,6,18.0,23.0,18 19 20 21 22 23,False
AN19-rec-0050eb4714232f054ed9,AN19.KOR.km7,shall,shall,KOR,Korean,1,sh,sh,0.0705863088369369,0.1512563675642013,0.0806700587272644,False,0.9999992847442628,sh,False,False,shall,shall,km7ew17 shall.wav,False,e73521d1380431a939b1b2fb1d25d709c1890032e074bda91a100876b26688b4,sh ae l,0,AN19-rec-0050eb4714232f054ed9:phone:1,4,3.0,6.0,3 4 5 6,False
AN19-rec-0050eb4714232f054ed9,AN19.KOR.km7,shall,shall,KOR,Korean,2,ae,ae,0.1512563675642013,0.4537690877914428,0.3025127202272415,False,3.595683608637046e-07,eh,False,True,shall,shall,km7ew17 shall.wav,False,e73521d1380431a939b1b2fb1d25d709c1890032e074bda91a100876b26688b4,sh ae l,1,AN19-rec-0050eb4714232f054ed9:phone:2,16,7.0,22.0,7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,False
AN19-rec-0050eb4714232f054ed9,AN19.KOR.km7,shall,shall,KOR,Korean,3,l,el,0.4537690877914428,0.51427161693573,0.0605025291442871,False,0.0276096574962139,ow,False,True,shall,shall,km7ew17 shall.wav,False,e73521d1380431a939b1b2fb1d25d709c1890032e074bda91a100876b26688b4,sh ae l,2,AN19-rec-0050eb4714232f054ed9:phone:3,3,23.0,25.0,23 24 25,False
AN19-rec-0052e4853db5ca8b5209,AN19.MIX.im5,gut,gut,MIX,Turkish,1,g,g,0.0100837582722306,0.0201675165444612,0.0100837582722306,False,1.6657571988432094e-09,ae,True,True,gut,gut,im5hw53 gut.wav,False,2ecf5af4b1bb58a6d211cce324cfdb18d9f000f0baefe6a96241821c4e58785c,g ah t,0,AN19-rec-0052e4853db5ca8b5209:phone:1,1,0.0,0.0,0,False
AN19-rec-0052e4853db5ca8b5209,AN19.MIX.im5,gut,gut,MIX,Turkish,2,ah,ah,0.0201675165444612,0.0302512738853693,0.010083757340908,False,0.003448920790106,ae,True,True,gut,gut,im5hw53 gut.wav,False,2ecf5af4b1bb58a6d211cce324cfdb18d9f000f0baefe6a96241821c4e58785c,g ah t,1,AN19-rec-0052e4853db5ca8b5209:phone:2,0,,,,True
AN19-rec-0052e4853db5ca8b5209,AN19.MIX.im5,gut,gut,MIX,Turkish,3,t,t,0.0302512738853693,0.16134013235569,0.1310888584703207,False,1.2493932111112828e-08,ae,False,True,gut,gut,im5hw53 gut.wav,False,2ecf5af4b1bb58a6d211cce324cfdb18d9f000f0baefe6a96241821c4e58785c,g ah t,2,AN19-rec-0052e4853db5ca8b5209:phone:3,7,1.0,7.0,1 2 3 4 5 6 7,False
AN19-rec-00533be9d2b36bb1365a,AN19.MIX.im1,lad,lad,MIX,Romanian,1,l,el,0.0100837582722306,0.0605025477707386,0.0504187894985079,False,0.9927066564559937,el,False,False,lad,lad,im1hw16 lad.wav,False,c7b8144a88dbd0ba16f542482477c97a2493c12477fa4ab039c9f6f5677ab4f5,l ae d,0,AN19-rec-00533be9d2b36bb1365a:phone:1,3,0.0,2.0,0 1 2,False
AN19-rec-00533be9d2b36bb1365a,AN19.MIX.im1,lad,lad,MIX,Romanian,2,ae,ae,0.0605025477707386,0.3025127351284027,0.2420101873576641,False,0.9174705147743224,ae,False,False,lad,lad,im1hw16 lad.wav,False,c7b8144a88dbd0ba16f542482477c97a2493c12477fa4ab039c9f6f5677ab4f5,l ae d,1,AN19-rec-00533be9d2b36bb1365a:phone:2,12,3.0,14.0,3 4 5 6 7 8 9 10 11 12 13 14,False
AN19-rec-00533be9d2b36bb1365a,AN19.MIX.im1,lad,lad,MIX,Romanian,3,d,d,0.3025127351284027,0.4537690877914428,0.1512563526630401,False,1.4608602327825793e-08,en,False,True,lad,lad,im1hw16 lad.wav,False,c7b8144a88dbd0ba16f542482477c97a2493c12477fa4ab039c9f6f5677ab4f5,l ae d,2,AN19-rec-00533be9d2b36bb1365a:phone:3,8,15.0,22.0,15 16 17 18 19 20 21 22,False
AN19-rec-0057a369afb30665da7f,AN19.SPA.sf6,white,white,SPA,Spanish,1,w,w,0.0504187867045402,0.1310888528823852,0.080670066177845,False,4.015585091110552e-06,el,False,True,white,white,sf6hw32 white.wav,False,0b4aa8c324f618902e2646658bd33c4786b25cebef602b279b6fb3cf767f20d3,w ay t,0,AN19-rec-0057a369afb30665da7f:phone:1,4,2.0,5.0,2 3 4 5,False
AN19-rec-0057a369afb30665da7f,AN19.SPA.sf6,white,white,SPA,Spanish,2,ay,ay,0.1310888528823852,0.292428970336914,0.1613401174545288,False,0.9999848008155824,ay,False,False,white,white,sf6hw32 white.wav,False,0b4aa8c324f618902e2646658bd33c4786b25cebef602b279b6fb3cf767f20d3,w ay t,1,AN19-rec-0057a369afb30665da7f:phone:2,8,6.0,13.0,6 7 8 9 10 11 12 13,False
AN19-rec-0057a369afb30665da7f,AN19.SPA.sf6,white,white,SPA,Spanish,3,t,t,0.292428970336914,0.3125964701175689,0.0201674997806549,False,5.867555774585753e-09,ay,False,True,white,white,sf6hw32 white.wav,False,0b4aa8c324f618902e2646658bd33c4786b25cebef602b279b6fb3cf767f20d3,w ay t,2,AN19-rec-0057a369afb30665da7f:phone:3,2,14.0,15.0,14 15,False
AN19-rec-005c402abe966a8ae478,AN19.KOR.kf1,firm,firm,KOR,Korean,1,f,f,0.0504187867045402,0.1411726176738739,0.0907538309693336,False,1.2020747064411808e-08,ay,False,True,firm,firm,kf1ew36 firm.wav,False,a6c3a22afa05a48e5094b023d1c2141fe9f8172add669d412bd88e6a21fcc801,f er m,0,AN19-rec-005c402abe966a8ae478:phone:1,5,2.0,6.0,2 3 4 5 6,False
AN19-rec-005c402abe966a8ae478,AN19.KOR.kf1,firm,firm,KOR,Korean,2,er,er,0.1411726176738739,0.1512563675642013,0.0100837498903274,False,0.0171083025634288,ay,True,True,firm,firm,kf1ew36 firm.wav,False,a6c3a22afa05a48e5094b023d1c2141fe9f8172add669d412bd88e6a21fcc801,f er m,1,AN19-rec-005c402abe966a8ae478:phone:2,0,,,,True
AN19-rec-005c402abe966a8ae478,AN19.KOR.kf1,firm,firm,KOR,Korean,3,m,m,0.1512563675642013,0.5546066761016846,0.4033503085374832,False,0.0868858695030212,uw,False,True,firm,firm,kf1ew36 firm.wav,False,a6c3a22afa05a48e5094b023d1c2141fe9f8172add669d412bd88e6a21fcc801,f er m,2,AN19-rec-005c402abe966a8ae478:phone:3,21,7.0,27.0,7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27,False
AN19-rec-005d12e59da331f71df1,AN19.ENG.em3,shop,shop,ENG,English,1,sh,sh,0.080670066177845,0.1008375734090805,0.0201675072312355,False,0.0869199782609939,dx,False,True,shop,shop,em3ew58 shop.WAV,False,576abd994141a637f0df42ea2d96b0290415cd3995dad33e989ee5ef1b1c2c98,sh aa p,0,AN19-rec-005d12e59da331f71df1:phone:1,1,4.0,4.0,4,False
AN19-rec-005d12e59da331f71df1,AN19.ENG.em3,shop,shop,ENG,English,2,aa,ao,0.1008375734090805,0.1210050955414772,0.0201675221323966,False,1.9456047084531747e-06,ey,False,True,shop,shop,em3ew58 shop.WAV,False,576abd994141a637f0df42ea2d96b0290415cd3995dad33e989ee5ef1b1c2c98,sh aa p,1,AN19-rec-005d12e59da331f71df1:phone:2,1,5.0,5.0,5,False
AN19-rec-005d12e59da331f71df1,AN19.ENG.em3,shop,shop,ENG,English,3,p,p,0.1210050955414772,0.2722614705562591,0.1512563750147819,False,3.8690056713974736e-10,en,False,True,shop,shop,em3ew58 shop.WAV,False,576abd994141a637f0df42ea2d96b0290415cd3995dad33e989ee5ef1b1c2c98,sh aa p,2,AN19-rec-005d12e59da331f71df1:phone:3,7,6.0,12.0,6 7 8 9 10 11 12,False
AN19-rec-00604aaa516d6a227c48,AN19.KOR.km6,mouth,mouth,KOR,Korean,1,m,m,0.0100837582722306,0.201675146818161,0.1915913885459303,False,0.0016290423227474,el,False,True,mouth,mouth,km6ew39 mouth.wav,False,e8cf07cef865aae6e322001f3cad4dfc90378d577e5558f0c36143816da0d4c0,m aw th,0,AN19-rec-00604aaa516d6a227c48:phone:1,10,0.0,9.0,0 1 2 3 4 5 6 7 8 9,False
AN19-rec-00604aaa516d6a227c48,AN19.KOR.km6,mouth,mouth,KOR,Korean,2,aw,aw,0.201675146818161,0.2117589265108108,0.0100837796926498,False,0.7851113080978394,aw,True,False,mouth,mouth,km6ew39 mouth.wav,False,e8cf07cef865aae6e322001f3cad4dfc90378d577e5558f0c36143816da0d4c0,m aw th,1,AN19-rec-00604aaa516d6a227c48:phone:2,0,,,,True
AN19-rec-00604aaa516d6a227c48,AN19.KOR.km6,mouth,mouth,KOR,Korean,3,th,th,0.2117589265108108,0.4134340584278106,0.2016751319169998,False,0.1249804347753524,ow,False,True,mouth,mouth,km6ew39 mouth.wav,False,e8cf07cef865aae6e322001f3cad4dfc90378d577e5558f0c36143816da0d4c0,m aw th,2,AN19-rec-00604aaa516d6a227c48:phone:3,11,10.0,20.0,10 11 12 13 14 15 16 17 18 19 20,False
AN19-rec-0068f6ee36e900b806f0,AN19.ENG.em2,lace,lace,ENG,English,1,l,el,0.0302512738853693,0.080670066177845,0.0504187922924757,False,1.0,el,False,False,lace,lace,em2hw43 lace.WAV,False,b790e3cb4b4697fb4285b2580499fb4a3d6d5284f1c9819a8cc83fbf826b7b1e,l ey s,0,AN19-rec-0068f6ee36e900b806f0:phone:1,3,1.0,3.0,1 2 3,False
AN19-rec-0068f6ee36e900b806f0,AN19.ENG.em2,lace,lace,ENG,English,2,ey,ey,0.080670066177845,0.4739366173744201,0.3932665511965751,False,0.001031962223351,iy,False,True,lace,lace,em2hw43 lace.WAV,False,b790e3cb4b4697fb4285b2580499fb4a3d6d5284f1c9819a8cc83fbf826b7b1e,l ey s,1,AN19-rec-0068f6ee36e900b806f0:phone:2,20,4.0,23.0,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,False
AN19-rec-0068f6ee36e900b806f0,AN19.ENG.em2,lace,lace,ENG,English,3,s,s,0.4739366173744201,0.51427161693573,0.0403349995613098,False,0.9999606013298036,s,False,False,lace,lace,em2hw43 lace.WAV,False,b790e3cb4b4697fb4285b2580499fb4a3d6d5284f1c9819a8cc83fbf826b7b1e,l ey s,2,AN19-rec-0068f6ee36e900b806f0:phone:3,2,24.0,25.0,24 25,False
AN19-rec-006f3c52f6569053dd35,AN19.ENG.em2,god,god,ENG,English,1,g,g,0.1210050955414772,0.16134013235569,0.0403350368142128,False,1.0516449516773108e-10,ao,False,True,god,god,em2ew13 god.WAV,False,07bc8b74375ab95d92e4d5d1a6079146ce9105637db0367c5fb60015509ab589,g aa d,0,AN19-rec-006f3c52f6569053dd35:phone:1,2,6.0,7.0,6 7,False
AN19-rec-006f3c52f6569053dd35,AN19.ENG.em2,god,god,ENG,English,2,aa,ao,0.16134013235569,0.2420101910829544,0.0806700587272644,False,0.999950647354126,ao,False,False,god,god,em2ew13 god.WAV,False,07bc8b74375ab95d92e4d5d1a6079146ce9105637db0367c5fb60015509ab589,g aa d,1,AN19-rec-006f3c52f6569053dd35:phone:2,4,8.0,11.0,8 9 10 11,False
AN19-rec-006f3c52f6569053dd35,AN19.ENG.em2,god,god,ENG,English,3,d,d,0.2420101910829544,0.3327640295028686,0.0907538384199142,False,8.88142392962976e-10,ao,False,True,god,god,em2ew13 god.WAV,False,07bc8b74375ab95d92e4d5d1a6079146ce9105637db0367c5fb60015509ab589,g aa d,2,AN19-rec-006f3c52f6569053dd35:phone:3,5,12.0,16.0,12 13 14 15 16,False
AN19-rec-006f49e04d99bc9819e4,AN19.ENG.ef3,path,path,ENG,English,1,p,p,0.0403350330889225,0.0705863088369369,0.0302512757480144,False,1.1112141068414516e-10,ae,False,True,path,path,ef3ew67 path.WAV,False,fe9ae83f932659c76b3d1e799300c568dc1467b3a0b286b7c5e30c09ffd42394,p ae th,0,AN19-rec-006f49e04d99bc9819e4:phone:1,1,2.0,2.0,2,False
AN19-rec-006f49e04d99bc9819e4,AN19.ENG.ef3,path,path,ENG,English,2,ae,ae,0.0705863088369369,0.0907538160681724,0.0201675072312355,False,0.999748468399048,ae,False,False,path,path,ef3ew67 path.WAV,False,fe9ae83f932659c76b3d1e799300c568dc1467b3a0b286b7c5e30c09ffd42394,p ae th,1,AN19-rec-006f49e04d99bc9819e4:phone:2,1,3.0,3.0,3,False
AN19-rec-006f49e04d99bc9819e4,AN19.ENG.ef3,path,path,ENG,English,3,th,th,0.0907538160681724,0.32268026471138,0.2319264486432075,False,1.1296193841436876e-10,ae,False,True,path,path,ef3ew67 path.WAV,False,fe9ae83f932659c76b3d1e799300c568dc1467b3a0b286b7c5e30c09ffd42394,p ae th,2,AN19-rec-006f49e04d99bc9819e4:phone:3,12,4.0,15.0,4 5 6 7 8 9 10 11 12 13 14 15,False
AN19-rec-0077e944c0dd433b5c0c,AN19.KOR.kf5,wad,wad,KOR,Korean,1,w,w,0.0403350330889225,0.0504187867045402,0.0100837536156177,False,0.0004344301414676,el,True,True,wad,wad,kf5hw40 wad.wav,False,72cbafdbb6ad80581de946b09da1ce1f38295b6d73c09bba68e6cf589e271c97,w aa d,0,AN19-rec-0077e944c0dd433b5c0c:phone:1,0,,,,True
AN19-rec-0077e944c0dd433b5c0c,AN19.KOR.kf5,wad,wad,KOR,Korean,2,aa,ao,0.0504187867045402,0.0605025477707386,0.0100837610661983,False,0.0012485025217756,el,True,True,wad,wad,kf5hw40 wad.wav,False,72cbafdbb6ad80581de946b09da1ce1f38295b6d73c09bba68e6cf589e271c97,w aa d,1,AN19-rec-0077e944c0dd433b5c0c:phone:2,1,2.0,2.0,2,False
AN19-rec-0077e944c0dd433b5c0c,AN19.KOR.kf5,wad,wad,KOR,Korean,3,d,d,0.0605025477707386,0.4739366173744201,0.4134340696036815,False,3.511285984192369e-10,ay,False,True,wad,wad,kf5hw40 wad.wav,False,72cbafdbb6ad80581de946b09da1ce1f38295b6d73c09bba68e6cf589e271c97,w aa d,2,AN19-rec-0077e944c0dd433b5c0c:phone:3,21,3.0,23.0,3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,False
AN19-rec-0077edc765ec16e640f6,AN19.KOR.kf4,lame,lame,KOR,Korean,1,l,el,0.0100837582722306,0.0302512738853693,0.0201675156131386,False,0.9967736601829528,el,False,False,lame,lame,kf4hw44 lame.wav,False,c3e7796de8084f2dedc38b969d8695da8a3d75255e601845f50cee648e9a5525,l ey m,0,AN19-rec-0077edc765ec16e640f6:phone:1,1,0.0,0.0,0,False
AN19-rec-0077edc765ec16e640f6,AN19.KOR.kf4,lame,lame,KOR,Korean,2,ey,ey,0.0302512738853693,0.3327640295028686,0.3025127556174993,False,0.806633710861206,ey,False,False,lame,lame,kf4hw44 lame.wav,False,c3e7796de8084f2dedc38b969d8695da8a3d75255e601845f50cee648e9a5525,l ey m,1,AN19-rec-0077edc765ec16e640f6:phone:2,16,1.0,16.0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,False
AN19-rec-0077edc765ec16e640f6,AN19.KOR.kf4,lame,lame,KOR,Korean,3,m,m,0.3327640295028686,0.3428477644920349,0.0100837349891662,False,0.2649638056755066,en,True,False,lame,lame,kf4hw44 lame.wav,False,c3e7796de8084f2dedc38b969d8695da8a3d75255e601845f50cee648e9a5525,l ey m,2,AN19-rec-0077edc765ec16e640f6:phone:3,0,,,,True
AN19-rec-008ce5ae86ba1aead5d2,AN19.MIX.im2,hoot,hoot,MIX,Bengali,1,hh,hh,0.0907538160681724,0.16134013235569,0.0705863162875175,False,2.3775461599484515e-08,el,False,True,hoot,hoot,im2hw62 hoot.wav,False,350c9cb7aecf5298e7bc578d73586407ff7bbcd0444d54d0fdfe402416206b11,hh uw t,0,AN19-rec-008ce5ae86ba1aead5d2:phone:1,4,4.0,7.0,4 5 6 7,False
AN19-rec-008ce5ae86ba1aead5d2,AN19.MIX.im2,hoot,hoot,MIX,Bengali,2,uw,uw,0.16134013235569,0.1714238822460174,0.0100837498903274,False,0.997532606124878,uw,True,False,hoot,hoot,im2hw62 hoot.wav,False,350c9cb7aecf5298e7bc578d73586407ff7bbcd0444d54d0fdfe402416206b11,hh uw t,1,AN19-rec-008ce5ae86ba1aead5d2:phone:2,0,,,,True
AN19-rec-008ce5ae86ba1aead5d2,AN19.MIX.im2,hoot,hoot,MIX,Bengali,3,t,t,0.1714238822460174,0.2520939409732818,0.0806700587272644,False,2.880323108911398e-07,ih,False,True,hoot,hoot,im2hw62 hoot.wav,False,350c9cb7aecf5298e7bc578d73586407ff7bbcd0444d54d0fdfe402416206b11,hh uw t,2,AN19-rec-008ce5ae86ba1aead5d2:phone:3,4,8.0,11.0,8 9 10 11,False
AN19-rec-00a872dff0e7356cc07d,AN19.SPA.sf6,knob,knob,SPA,Spanish,1,n,en,0.292428970336914,0.4840203821659088,0.1915914118289947,False,0.0003879501309711,d,False,True,knob,knob,sf6hw15 knob.wav,False,d149ee5dfd4d72f3c2a315f2bcd543c3ef4f7b012c50ddc4febc7a3e2f16445b,n aa b,0,AN19-rec-00a872dff0e7356cc07d:phone:1,10,14.0,23.0,14 15 16 17 18 19 20 21 22 23,False
AN19-rec-00a872dff0e7356cc07d,AN19.SPA.sf6,knob,knob,SPA,Spanish,2,aa,ao,0.4840203821659088,0.4941041469573974,0.0100837647914886,False,0.7956420183181763,ao,True,False,knob,knob,sf6hw15 knob.wav,False,d149ee5dfd4d72f3c2a315f2bcd543c3ef4f7b012c50ddc4febc7a3e2f16445b,n aa b,1,AN19-rec-00a872dff0e7356cc07d:phone:2,1,24.0,24.0,24,False
AN19-rec-00a872dff0e7356cc07d,AN19.SPA.sf6,knob,knob,SPA,Spanish,3,b,b,0.4941041469573974,0.5041878819465637,0.0100837349891662,False,1.4042365137356685e-06,ao,True,True,knob,knob,sf6hw15 knob.wav,False,d149ee5dfd4d72f3c2a315f2bcd543c3ef4f7b012c50ddc4febc7a3e2f16445b,n aa b,2,AN19-rec-00a872dff0e7356cc07d:phone:3,0,,,,True
AN19-rec-00a892a1108fba85bce7,AN19.SPA.sf2,rim,rim,SPA,Spanish,1,r,r,0.080670066177845,0.1310888528823852,0.0504187867045402,False,1.2323036813199906e-08,el,False,True,rim,rim,sf2hw67 rim.wav,False,a6e7c956c59d055dc76a82d8fc5dfc73769a305cc04a8080022141b70ea43daa,r ih m,0,AN19-rec-00a892a1108fba85bce7:phone:1,2,4.0,5.0,4 5,False
AN19-rec-00a892a1108fba85bce7,AN19.SPA.sf2,rim,rim,SPA,Spanish,2,ih,ih,0.1310888528823852,0.1411726176738739,0.0100837647914886,False,0.2097648829221725,el,True,False,rim,rim,sf2hw67 rim.wav,False,a6e7c956c59d055dc76a82d8fc5dfc73769a305cc04a8080022141b70ea43daa,r ih m,1,AN19-rec-00a892a1108fba85bce7:phone:2,1,6.0,6.0,6,False
AN19-rec-00a892a1108fba85bce7,AN19.SPA.sf2,rim,rim,SPA,Spanish,3,m,m,0.1411726176738739,0.4336015880107879,0.292428970336914,False,4.550924859358929e-05,uw,False,True,rim,rim,sf2hw67 rim.wav,False,a6e7c956c59d055dc76a82d8fc5dfc73769a305cc04a8080022141b70ea43daa,r ih m,2,AN19-rec-00a892a1108fba85bce7:phone:3,15,7.0,21.0,7 8 9 10 11 12 13 14 15 16 17 18 19 20 21,False
