recording_id,speaker_id,accent,word,source_filename,status,processed_transcript,predicted_transcript,n_ipa_tokens,mean_token_max_posterior,duration_seconds,audio_sha256,error
AN19-rec-7f38f0b7be9f1cec35e6,AN19.ENG.ef1,ENG,shape,ef1ew45 shape.WAV,ok,ʃeɪp,ʃ/e/ɪ/p,4,0.9620195031166077,0.8126984126984127,2acde3abe476cd84f6d892343b3ba335aaaa98a94bf1e5fe8fe0bd6e110c84f5,
AN19-rec-44a73c54bf04517f43f7,AN19.ENG.ef1,ENG,learn,ef1ew46 learn.WAV,ok,lɜ˞n,l/ɜ˞/n,3,0.9441907008488973,0.8214058956916099,bfa34b8deaaa2590fc7c5ab5ce0ca369f3ca6ce4204ac56e2b278ba590af48f5,
AN19-rec-aa01366537a845280feb,AN19.ENG.ef1,ENG,ship,ef1ew47 ship.WAV,ok,ʃɪp,ʃ/ɪ/p,3,0.9466990033785502,0.6820861678004535,7fafc33c51d47e0ecd7e92b9c53743079d04b26c0605aedf4cda84f493488102,
AN19-rec-cf45b2511eaac2a31ab4,AN19.ENG.ef1,ENG,neck,ef1ew48 neck.WAV,ok,nɛk,n/ɛ/k,3,0.9199735323588053,0.6211337868480725,a46fc069e45f4a9f385da8feb07686696419a4f6c20b3974182cea26e81d3b22,
AN19-rec-c6a8650dc0fed842258f,AN19.ENG.ef1,ENG,watch,ef1ew49 watch.WAV,ok,wɑtʃ,w/ɑ/t/ʃ,4,0.825461283326149,0.8736507936507937,1a453175bf87553bf93dc2c2868db9f488bdf127ea87e76161bd8f41dfa28b09,
AN19-rec-b2a51e909818a9bb6b67,AN19.ENG.ef1,ENG,judge,ef1ew50 judge.WAV,ok,tʌdʒ,t/ʌ/d/ʒ,4,0.9305391907691956,0.7720634920634921,10f589834dbab60c7f73b849b4602bcf829457c670d3004feb06936ffb9ae5ac,
AN19-rec-660c064e8006d6cc24dc,AN19.ENG.ef1,ENG,dog,ef1ew51 dog.WAV,ok,tɔɡ,t/ɔ/ɡ,3,0.8522767821947733,0.7111111111111111,427167eebc2a8e784236960a5f675dc2662bb100222abccf92e6f00c7bc13d7f,
AN19-rec-c90a2f90c862036b5b14,AN19.ENG.ef1,ENG,vote,ef1ew52 vote.WAV,ok,voʊt,v/o/ʊ/t,4,0.9585534781217575,0.6588662131519274,9f7c4965d1321de1aa25ccec00076d5c38ceaa98d1798f2b19114c6b6b63e328,
AN19-rec-96af9aae79bf7e2383fa,AN19.ENG.ef1,ENG,league,ef1ew53 league.WAV,ok,liɡ,l/i/ɡ,3,0.9766852060953776,0.6965986394557823,845594655a1a26036515fec54c8101a50ee2c0e8641323a7ef36293f7d840a01,
AN19-rec-4d7baed1f6475f81d679,AN19.ENG.ef1,ENG,thick,ef1ew54 thick.WAV,ok,sɪk,s/ɪ/k,3,0.9718516071637472,0.6617687074829932,c2b1adccfd73c66a414dc9de782c2a84a7132aaa83d8a83ccfb67ebd799d8b73,
AN19-rec-39d58c4b858481d8f7e0,AN19.ENG.ef1,ENG,page,ef1ew55 page.WAV,ok,pʰɪdʒ,pʰ/ɪ/d/ʒ,4,0.8975348621606827,0.8010884353741496,85ba4286d51290904aa578bb0f73e8b78a52ad967d32b827f1fcf8cea060e549,
AN19-rec-9d5bfef81a490180f7db,AN19.ENG.ef1,ENG,hung,ef1ew56 hung.WAV,ok,hɤŋ,h/ɤ/ŋ,3,0.7256095210711161,0.7053061224489796,24b5e5a4ffc1860516a2e97608c95e0165b4b453a7b7205485ddd6ef37c5b5b7,
AN19-rec-cbcbaec1eab1437cc946,AN19.ENG.ef1,ENG,join,ef1ew57 join.WAV,ok,tʃɔɪ̃n,t/ʃ/ɔ/ɪ̃/n,5,0.9078579783439636,0.737233560090703,f4f2db9434587e20df59f34beed32a31924cbaebdca4d7b0eac7f937390e9379,
AN19-rec-a0c5199e6590a449e9f2,AN19.ENG.ef1,ENG,shop,ef1ew58 shop.WAV,ok,ʃɑp,ʃ/ɑ/p,3,0.9866435726483663,0.748843537414966,7af85e55e964fa65140db3e79bc7e430084118f5f4ee657f62af491a610b3073,
AN19-rec-c8fbae6b079a3ba88354,AN19.ENG.ef1,ENG,roof,ef1ew59 roof.WAV,ok,ɹuf,ɹ/u/f,3,0.8788634737332662,0.6327437641723356,7b38c579f8f5d8602e6eac46820082538e44e152f412fd47905121c937645d0b,
AN19-rec-c6f3bbb4bd78e18dd64f,AN19.ENG.ef1,ENG,leg,ef1ew60 leg.WAV,ok,lɡ,l/ɡ,2,0.9477750658988953,0.6298412698412699,6b6ecd3e35daf364aef5755c271a1c432e176b3bab90ab125436c272de811997,
AN19-rec-e90c26f21870ed3e8995,AN19.ENG.ef1,ENG,lose,ef1ew61 lose.WAV,ok,luz,l/u/z,3,0.9911457498868307,0.8243083900226758,b43a5f6e841575b8442a0a545bed01d078993ebea19ea74993477fa883abba95,
AN19-rec-e349a8c47d90b338bee8,AN19.ENG.ef1,ENG,theme,ef1ew62 theme.WAV,ok,θĩm,θ/ĩ/m,3,0.8963791728019714,0.844625850340136,63d7a88731526725787988d515db868ae7a4fdb06b0e0c1d62cb457822770c44,
AN19-rec-c9485adc3ff74009183e,AN19.ENG.ef1,ENG,soil,ef1ew63 soil.WAV,ok,sɔɪl,s/ɔ/ɪ/l,4,0.7549313008785248,0.8562358276643991,807df9661a3cbc14c90999a949502f9aed7578a46868d622a0cd9eee9de81d4c,
AN19-rec-4bb293667ada582f6652,AN19.ENG.ef1,ENG,pull,ef1ew64 pull.WAV,ok,pʰo,pʰ/o,2,0.6525838077068329,0.7227210884353742,afca0bbede54195682398e836e72f0d8b96bcee825ba9a8ccf5757393ffe82b5,
AN19-rec-f9d4991455e8ee2e52f2,AN19.ENG.ef1,ENG,chain,ef1ew65 chain.WAV,ok,tʰʃeɪ̃n,tʰ/ʃ/e/ɪ̃/n,5,0.9635616064071655,0.7952834467120181,38196646e8f5da2bbc40d2130847f1931281ac746394809552d782b3c8b810da,
AN19-rec-0290283a62b7c221e526,AN19.ENG.ef1,ENG,curve,ef1ew66 curve.WAV,ok,kʰə˞v,kʰ/ə˞/v,3,0.806697150071462,0.8039909297052155,e159ee4547aaf91ae4aab4672394aadfc9d2807fbf222228a12b9c7fec882177,
AN19-rec-f0fb58e63c21a7da8747,AN19.ENG.ef1,ENG,path,ef1ew67 path.WAV,ok,pʰæθ,pʰ/æ/θ,3,0.9842128753662109,0.7343310657596371,afc2e775786a89f28417cd02b70a263b8baf3c98feaf07b86e89c9a7d7fa9d11,
AN19-rec-e5b8d3c36a880b47fb91,AN19.ENG.ef1,ENG,dirt,ef1ew68 dirt.WAV,ok,tɜ˞t,t/ɜ˞/t,3,0.7504052321116129,0.5688888888888889,128ab453da61f1ed4ae114445d055d580388d480e5dd5412780d8fdbddb5ba82,
AN19-rec-b748af9b01ed851a6fed,AN19.ENG.ef1,ENG,vice,ef1ew69 vice.WAV,ok,vaɪs,v/a/ɪ/s,4,0.9875904023647308,0.8010884353741496,420d43bfdfd8187d05680f1b0df08f5929c589e8870c3af3da8e6f7f6c43af62,
AN19-rec-7aef19d5811ad2a79266,AN19.ENG.ef1,ENG,rough,ef1ew70 rough.WAV,ok,ɹʌθ,ɹ/ʌ/θ,3,0.800215353568395,0.6414512471655329,b83d4adf3ed325a323402f99e4d28bb902aff35575c0f4b43769ab3110ca782b,
AN19-rec-a7927846c09c625bd094,AN19.ENG.ef1,ENG,fool,ef1ew71 fool.WAV,ok,fuɔ,f/u/ɔ,3,0.83771284421285,0.7720634920634921,5febfe0d5732119cf18f33b186147624f6f2dd083f124eea7646109872fb4958,
AN19-rec-c40b809516c369c8b486,AN19.ENG.ef1,ENG,noise,ef1ew72 noise.WAV,ok,nɔɪz,n/ɔ/ɪ/z,4,0.9576997309923172,0.8039909297052155,3e3ffe0340f60c1b0a54242e966ad088e855bafafe2eb93839645a97af57bec0,
AN19-rec-b892b5345183d3db63ec,AN19.ENG.ef1,ENG,wash,ef1ew73 wash.WAV,ok,wɑʃ,w/ɑ/ʃ,3,0.9035176038742065,0.7459410430839002,046d7598c2a317e2155046add2079bc3ddba0b8d8b2bc539cf31246ae512e13f,
AN19-rec-4b2c5e24818b676396db,AN19.ENG.ef1,ENG,balm,ef1ew74 balm.WAV,ok,pɑm,p/ɑ/m,3,0.7075896163781484,0.626938775510204,3905044542b98792925ab0bce84088f8b18626bca2391118d5432dc00c9541ee,
AN19-rec-e0439b163416157c754c,AN19.ENG.ef1,ENG,fig,ef1ew75 fig.WAV,ok,fɪɡ,f/ɪ/ɡ,3,0.847607433795929,0.7473922902494331,ab25940623b6c56672ebf9e0c9c6ed0d7d70af62616401de178e2c0b37f27f75,
AN19-rec-6e3ad7be7bdee9f7c4ab,AN19.ENG.ef1,ENG,ban,ef1hw01 ban.WAV,ok,æ̃n,æ̃/n,2,0.8977093398571014,0.6907936507936508,66b2c3fda9e0d88f66f1b9c836c6d6728fb5924dcf300d40aa7a1e0df28bc452,
AN19-rec-acbc245d790761793522,AN19.ENG.ef1,ENG,bead,ef1hw02 bead.WAV,ok,pid,p/i/d,3,0.8765912453333536,0.6704761904761904,f0c3dfe0a3b15c3c084b2f05f5f49fc6e5b73c0abe6f2645b7d678e2d431998f,
AN19-rec-919201b7dd3e7bdbbb90,AN19.ENG.ef1,ENG,bean,ef1hw03 bean.WAV,ok,pin,p/i/n,3,0.8027980724970499,0.6327437641723356,b45adffbde8ebe79a6c5c5a3fed57317d54102abc26b3621e51166cfcfc786ca,
AN19-rec-818c2e1c7a912aabfc1b,AN19.ENG.ef1,ENG,bug,ef1hw04 bug.WAV,ok,paɡ,p/a/ɡ,3,0.8362576365470886,0.5775963718820861,3a8bd49c994cd0685e0844789b6fea83ef0fac47ba741e1ad94335da20167f91,
AN19-rec-b6c61639b6bc9222f359,AN19.ENG.ef1,ENG,bum,ef1hw05 bum.WAV,ok,pam,p/a/m,3,0.5822183092435201,0.5572789115646258,10547cb40d693e76c249cad03f4b183f4c54953980dcae9d47eb4258f791c90d,
AN19-rec-f6ab37fd586543cb1a5c,AN19.ENG.ef1,ENG,chat,ef1hw06 chat.WAV,ok,tʰʃæt,tʰ/ʃ/æ/t,4,0.8859028667211533,0.6559637188208617,5e54c74be4af00b4f5d0fc5b4374245acd1e50be7f67681e77a390526a3d4bf8,
AN19-rec-235ab0af1e18f7a85a02,AN19.ENG.ef1,ENG,cheer,ef1hw07 cheer.WAV,ok,tʰʃɪɹ,tʰ/ʃ/ɪ/ɹ,4,0.725271075963974,0.7024036281179138,3e0fef1b2df443f3cb4ad0eca6dbd0aab434fa937c93f3c5bc7187490fa5be2d,
AN19-rec-efc250119e3bf684896b,AN19.ENG.ef1,ENG,comb,ef1hw08 comb.WAV,ok,kʰom,kʰ/o/m,3,0.8942574659983317,0.6936961451247166,027e486a23acd831da09d6032df8cb36e8400c93f19e994f9ae68ec630fa267c,
AN19-rec-67a248aeed018431de0e,AN19.ENG.ef1,ENG,caught,ef1hw09 caught.WAV,ok,kʰt,kʰ/t,2,0.9438441097736359,0.6559637188208617,50ff9d3c2849b4d3192dd6f2fd97806532db54122f93c0fe6535e2863ebb2b6a,
AN19-rec-f4ecc7dc8c08a2d5eaa4,AN19.ENG.ef1,ENG,den,ef1hw10 den.WAV,ok,tɛn,t/ɛ/n,3,0.6013562828302383,0.6066213151927438,984269fdb514ae06f7f998e174631e7373a01db365b37eba1e854f38219da0cb,
AN19-rec-3c706af894797cbfcf53,AN19.ENG.ef1,ENG,dune,ef1hw11 dune.WAV,ok,tũn,t/ũ/n,3,0.874346653620402,0.6704761904761904,55f1378c67ff427606e3912bb8313b92dce0c9605c15bbc285d228c941df1695,
AN19-rec-60878c5dbf97be053ffb,AN19.ENG.ef1,ENG,fade,ef1hw12 fade.WAV,ok,feɪd,f/e/ɪ/d,4,0.7308798730373383,0.8707482993197279,27667000105e516c7beedcb65e53e4ce1b477c32552e86abb1d5e88124a41e5f,
AN19-rec-f4f48f1e0a5813197bb8,AN19.ENG.ef1,ENG,fin,ef1hw13 fin.WAV,ok,fɪ̃n,f/ɪ̃/n,3,0.7665048241615295,0.8373696145124716,07a1a8aeaca2f50942142a979c5e5d0ba07b43c70b724153c49ddca2b521f75d,
AN19-rec-50bcfc653cdc70e9805c,AN19.ENG.ef1,ENG,goat,ef1hw14 goat.WAV,ok,kt,k/t,2,0.6101597845554352,0.5630839002267574,99fbdcad2056e63783d439705e3c4e60d24440b64891654feb53e201106d5b29,
AN19-rec-6d14c89937ba669a23a8,AN19.ENG.ef1,ENG,knob,ef1hw15 knob.WAV,ok,nɑb,n/ɑ/b,3,0.9360791643460592,0.737233560090703,5560a6d7dadfd7cfa7b975e64b3e67e964e2e5b9014c4a04ead485dd391ffacf,
AN19-rec-bad6bcd89d56bf89fc37,AN19.ENG.ef1,ENG,lad,ef1hw16 lad.WAV,ok,læd,l/æ/d,3,0.995043675104777,0.7430385487528345,482deda222b93f3a2e19f155c208facdd265230a7ebc9f09bc8731c6981c342a,
AN19-rec-6d1805adc43f8e6b32a7,AN19.ENG.ef1,ENG,mall,ef1hw17 mall.WAV,ok,mɔ,m/ɔ,2,0.8969077467918396,0.737233560090703,7674f4c411976bc34bcd1a460e38463df4120bb4b91adb28f507f6cc959a1d0c,
AN19-rec-4bd0ae3ad200db9373e7,AN19.ENG.ef1,ENG,mat,ef1hw18 mat.WAV,ok,mæt,m/æ/t,3,0.9274653395016988,0.737233560090703,e5c672c13018d5f5e7014df1059ecccfbba5f03dca814de9fee924d436b6f434,
AN19-rec-6f0c761c859f0bfbbf5e,AN19.ENG.ef1,ENG,mitt,ef1hw19 mitt.WAV,ok,mɪt,m/ɪ/t,3,0.8452834288279215,0.6675736961451247,dbf4c7d8bc76677a8459aaa16c714379dc57b69415b0115158480e072e2db72d,
AN19-rec-0742a2131f0ce44c5ce4,AN19.ENG.ef1,ENG,mole,ef1hw20 mole.WAV,ok,mo,m/o,2,0.5672514885663986,0.7604535147392291,cfc0265010e0d2813cf14e5f1d334d1e0f261d2de0cfe7f0144c7ae9bb4ebbc7,
AN19-rec-aba5a2ad948722f998ab,AN19.ENG.ef1,ENG,pat,ef1hw21 pat.WAV,ok,pʰæt,pʰ/æ/t,3,0.9649815559387207,0.6356462585034014,dc63c81a497b14ec78bebcc1a0d83026c99f3fed69f0e6db92d9bc551b605f3d,
AN19-rec-0c57c4364e2d86c72f71,AN19.ENG.ef1,ENG,pet,ef1hw22 pet.WAV,ok,ɛt,ɛ/t,2,0.7049277424812317,0.5630839002267574,40b2d0e2bd5acdef005f0705af12f8d04fa1e64ba6d2abb7714f03cf9acbee61,
AN19-rec-f475fa386e68127f7584,AN19.ENG.ef1,ENG,pup,ef1hw23 pup.WAV,ok,pʰʌp,pʰ/ʌ/p,3,0.7924636602401733,0.5398639455782313,b80c93347e16e5da2178ae9738c2273b4462e87c32fe330815d69a38e7127fb9,
AN19-rec-ac0c1a3d517183815c28,AN19.ENG.ef1,ENG,rat,ef1hw24 rat.WAV,ok,ɹæt,ɹ/æ/t,3,0.960600753625234,0.6820861678004535,32cb287a6b56c3d9062816fc11bc379e465d4a1e4ac1587a3084bfc15024a552,
AN19-rec-566014d560ecb36f71e2,AN19.ENG.ef1,ENG,rhyme,ef1hw25 rhyme.WAV,ok,ɹaɪ̃m,ɹ/a/ɪ̃/m,4,0.9711068272590637,0.8649433106575963,cda9ab6bcb695402a048a5f663ac218123d7f513d3815c0136d8a9c2a0f24ac6,
