analysis_row_id,condition,dataset_id,distance,item_id,item_talker,layer,model_variant,participant_id,representation,response_correct,response_incorrect,condition_class,model_similarity,similarity_k,listener_accuracy
B23:B23.2003:007,b_BRP,B23,3.8927714906892494,B23.TUR.TUR.S9445,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,7,0,Single talker,0.2880844507363052,0.3196955210660409,1
B23:B23.2003:007,b_BRP,B23,3.8927714906892494,B23.TUR.TUR.S9445,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,7,0,Single talker,0.2880844507363052,0.3196955210660409,1
B23:B23.2003:007,b_BRP,B23,3.8927714906892494,B23.TUR.TUR.S9445,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,7,0,Single talker,0.2880844507363052,0.3196955210660409,1
B23:B23.2003:007,b_BRP,B23,3.8927714906892494,B23.TUR.TUR.S9445,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,7,0,Single talker,0.2880844507363052,0.3196955210660409,1
B23:B23.2003:007,b_BRP,B23,3.8927714906892494,B23.TUR.TUR.S9445,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,7,0,Single talker,0.2880844507363052,0.3196955210660409,1
B23:B23.2003:008,b_BRP,B23,4.43242560471042,B23.FAR.FAR.S9215,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.24243379570393497,0.3196955210660409,1
B23:B23.2003:008,b_BRP,B23,4.43242560471042,B23.FAR.FAR.S9215,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.24243379570393497,0.3196955210660409,1
B23:B23.2003:008,b_BRP,B23,4.43242560471042,B23.FAR.FAR.S9215,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.24243379570393497,0.3196955210660409,1
B23:B23.2003:008,b_BRP,B23,4.43242560471042,B23.FAR.FAR.S9215,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.24243379570393497,0.3196955210660409,1
B23:B23.2003:008,b_BRP,B23,4.43242560471042,B23.FAR.FAR.S9215,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.24243379570393497,0.3196955210660409,1
B23:B23.2003:008,b_BRP,B23,4.43242560471042,B23.FAR.FAR.S9215,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.24243379570393497,0.3196955210660409,1
B23:B23.2003:009,b_BRP,B23,7.154981333741223,B23.SPA.SPA.S7540,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,1,4,Single talker,0.10152852497889557,0.3196955210660409,1
B23:B23.2003:010,b_BRP,B23,10.614722757190837,B23.FAR.FAR.S1895,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.033591597327334875,0.3196955210660409,1
B23:B23.2003:010,b_BRP,B23,10.614722757190837,B23.FAR.FAR.S1895,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.033591597327334875,0.3196955210660409,1
B23:B23.2003:012,b_BRP,B23,5.7104318963908005,B23.FAR.FAR.S9530,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.1611210230158509,0.3196955210660409,1
B23:B23.2003:012,b_BRP,B23,5.7104318963908005,B23.FAR.FAR.S9530,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.1611210230158509,0.3196955210660409,1
B23:B23.2003:013,b_BRP,B23,9.689182304528746,B23.FAR.FAR.S0015,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,3,3,Single talker,0.04515798383844334,0.3196955210660409,1
B23:B23.2003:013,b_BRP,B23,9.689182304528746,B23.FAR.FAR.S0015,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,3,3,Single talker,0.04515798383844334,0.3196955210660409,1
B23:B23.2003:013,b_BRP,B23,9.689182304528746,B23.FAR.FAR.S0015,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,3,3,Single talker,0.04515798383844334,0.3196955210660409,1
B23:B23.2003:014,b_BRP,B23,11.578090085708904,B23.TUR.TUR.S3199,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.024687368994166844,0.3196955210660409,1
B23:B23.2003:014,b_BRP,B23,11.578090085708904,B23.TUR.TUR.S3199,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.024687368994166844,0.3196955210660409,1
B23:B23.2003:014,b_BRP,B23,11.578090085708904,B23.TUR.TUR.S3199,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.024687368994166844,0.3196955210660409,1
B23:B23.2003:014,b_BRP,B23,11.578090085708904,B23.TUR.TUR.S3199,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.024687368994166844,0.3196955210660409,1
B23:B23.2003:015,b_BRP,B23,6.619883781630908,B23.SPA.SPA.S0195,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,3,3,Single talker,0.1204708824144486,0.3196955210660409,1
B23:B23.2003:015,b_BRP,B23,6.619883781630908,B23.SPA.SPA.S0195,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,3,3,Single talker,0.1204708824144486,0.3196955210660409,1
B23:B23.2003:015,b_BRP,B23,6.619883781630908,B23.SPA.SPA.S0195,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,3,3,Single talker,0.1204708824144486,0.3196955210660409,1
B23:B23.2003:016,b_BRP,B23,0.0,B23.BRP.BRP.S5237,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:016,b_BRP,B23,0.0,B23.BRP.BRP.S5237,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:016,b_BRP,B23,0.0,B23.BRP.BRP.S5237,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:016,b_BRP,B23,0.0,B23.BRP.BRP.S5237,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:016,b_BRP,B23,0.0,B23.BRP.BRP.S5237,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:017,b_BRP,B23,0.0,B23.BRP.BRP.S7518,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:017,b_BRP,B23,0.0,B23.BRP.BRP.S7518,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:017,b_BRP,B23,0.0,B23.BRP.BRP.S7518,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:017,b_BRP,B23,0.0,B23.BRP.BRP.S7518,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:017,b_BRP,B23,0.0,B23.BRP.BRP.S7518,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:018,b_BRP,B23,5.896333559687255,B23.SPA.SPA.S9461,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.15182428755604177,0.3196955210660409,1
B23:B23.2003:018,b_BRP,B23,5.896333559687255,B23.SPA.SPA.S9461,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.15182428755604177,0.3196955210660409,1
B23:B23.2003:019,b_BRP,B23,5.792841041489873,B23.SPA.SPA.S2227,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,2,Single talker,0.15693158464314622,0.3196955210660409,1
B23:B23.2003:019,b_BRP,B23,5.792841041489873,B23.SPA.SPA.S2227,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,2,Single talker,0.15693158464314622,0.3196955210660409,1
B23:B23.2003:019,b_BRP,B23,5.792841041489873,B23.SPA.SPA.S2227,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,2,Single talker,0.15693158464314622,0.3196955210660409,1
B23:B23.2003:019,b_BRP,B23,5.792841041489873,B23.SPA.SPA.S2227,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,2,Single talker,0.15693158464314622,0.3196955210660409,1
B23:B23.2003:020,b_BRP,B23,0.0,B23.BRP.BRP.S0363,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:020,b_BRP,B23,0.0,B23.BRP.BRP.S0363,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:020,b_BRP,B23,0.0,B23.BRP.BRP.S0363,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:020,b_BRP,B23,0.0,B23.BRP.BRP.S0363,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:020,b_BRP,B23,0.0,B23.BRP.BRP.S0363,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:021,b_BRP,B23,0.0,B23.BRP.BRP.S5422,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:021,b_BRP,B23,0.0,B23.BRP.BRP.S5422,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:021,b_BRP,B23,0.0,B23.BRP.BRP.S5422,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:021,b_BRP,B23,0.0,B23.BRP.BRP.S5422,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:021,b_BRP,B23,0.0,B23.BRP.BRP.S5422,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:022,b_BRP,B23,4.946598917328699,B23.FAR.FAR.S6062,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.2056857997732679,0.3196955210660409,1
B23:B23.2003:022,b_BRP,B23,4.946598917328699,B23.FAR.FAR.S6062,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.2056857997732679,0.3196955210660409,1
B23:B23.2003:022,b_BRP,B23,4.946598917328699,B23.FAR.FAR.S6062,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.2056857997732679,0.3196955210660409,1
B23:B23.2003:022,b_BRP,B23,4.946598917328699,B23.FAR.FAR.S6062,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.2056857997732679,0.3196955210660409,1
B23:B23.2003:022,b_BRP,B23,4.946598917328699,B23.FAR.FAR.S6062,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.2056857997732679,0.3196955210660409,1
B23:B23.2003:023,b_BRP,B23,14.011010553442972,B23.TUR.TUR.S1573,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,3,1,Single talker,0.011341833385492054,0.3196955210660409,1
B23:B23.2003:023,b_BRP,B23,14.011010553442972,B23.TUR.TUR.S1573,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,3,1,Single talker,0.011341833385492054,0.3196955210660409,1
B23:B23.2003:023,b_BRP,B23,14.011010553442972,B23.TUR.TUR.S1573,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,3,1,Single talker,0.011341833385492054,0.3196955210660409,1
B23:B23.2003:024,b_BRP,B23,4.465648713616512,B23.TUR.TUR.S5714,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,4,0,Single talker,0.23987246507598145,0.3196955210660409,1
B23:B23.2003:024,b_BRP,B23,4.465648713616512,B23.TUR.TUR.S5714,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,4,0,Single talker,0.23987246507598145,0.3196955210660409,1
B23:B23.2003:024,b_BRP,B23,4.465648713616512,B23.TUR.TUR.S5714,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,4,0,Single talker,0.23987246507598145,0.3196955210660409,1
B23:B23.2003:024,b_BRP,B23,4.465648713616512,B23.TUR.TUR.S5714,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,4,0,Single talker,0.23987246507598145,0.3196955210660409,1
B23:B23.2003:025,b_BRP,B23,7.749829087959857,B23.FAR.FAR.S7421,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.08394565544895424,0.3196955210660409,1
B23:B23.2003:025,b_BRP,B23,7.749829087959857,B23.FAR.FAR.S7421,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.08394565544895424,0.3196955210660409,1
B23:B23.2003:025,b_BRP,B23,7.749829087959857,B23.FAR.FAR.S7421,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.08394565544895424,0.3196955210660409,1
B23:B23.2003:025,b_BRP,B23,7.749829087959857,B23.FAR.FAR.S7421,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.08394565544895424,0.3196955210660409,1
B23:B23.2003:025,b_BRP,B23,7.749829087959857,B23.FAR.FAR.S7421,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,5,1,Single talker,0.08394565544895424,0.3196955210660409,1
B23:B23.2003:026,b_BRP,B23,11.356255448069676,B23.TUR.TUR.S9029,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.02650176345241908,0.3196955210660409,1
B23:B23.2003:026,b_BRP,B23,11.356255448069676,B23.TUR.TUR.S9029,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.02650176345241908,0.3196955210660409,1
B23:B23.2003:027,b_BRP,B23,0.0,B23.BRP.BRP.S7239,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,4,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:027,b_BRP,B23,0.0,B23.BRP.BRP.S7239,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,4,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:027,b_BRP,B23,0.0,B23.BRP.BRP.S7239,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,4,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:027,b_BRP,B23,0.0,B23.BRP.BRP.S7239,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,4,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:028,b_BRP,B23,0.0,B23.BRP.BRP.S5787,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,3,2,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:028,b_BRP,B23,0.0,B23.BRP.BRP.S5787,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,3,2,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:028,b_BRP,B23,0.0,B23.BRP.BRP.S5787,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,3,2,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:029,b_BRP,B23,4.79717705517823,B23.SPA.SPA.S1886,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.21574976930238948,0.3196955210660409,1
B23:B23.2003:029,b_BRP,B23,4.79717705517823,B23.SPA.SPA.S1886,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.21574976930238948,0.3196955210660409,1
B23:B23.2003:029,b_BRP,B23,4.79717705517823,B23.SPA.SPA.S1886,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.21574976930238948,0.3196955210660409,1
B23:B23.2003:029,b_BRP,B23,4.79717705517823,B23.SPA.SPA.S1886,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.21574976930238948,0.3196955210660409,1
B23:B23.2003:030,b_BRP,B23,6.724314798433398,B23.FAR.FAR.S1186,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.11651522552695293,0.3196955210660409,1
B23:B23.2003:030,b_BRP,B23,6.724314798433398,B23.FAR.FAR.S1186,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.11651522552695293,0.3196955210660409,1
B23:B23.2003:030,b_BRP,B23,6.724314798433398,B23.FAR.FAR.S1186,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.11651522552695293,0.3196955210660409,1
B23:B23.2003:030,b_BRP,B23,6.724314798433398,B23.FAR.FAR.S1186,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.11651522552695293,0.3196955210660409,1
B23:B23.2003:031,b_BRP,B23,6.986928652399662,B23.SPA.SPA.S2588,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.10713240322362716,0.3196955210660409,1
B23:B23.2003:031,b_BRP,B23,6.986928652399662,B23.SPA.SPA.S2588,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.10713240322362716,0.3196955210660409,1
B23:B23.2003:031,b_BRP,B23,6.986928652399662,B23.SPA.SPA.S2588,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.10713240322362716,0.3196955210660409,1
B23:B23.2003:031,b_BRP,B23,6.986928652399662,B23.SPA.SPA.S2588,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,4,1,Single talker,0.10713240322362716,0.3196955210660409,1
B23:B23.2003:032,b_BRP,B23,0.0,B23.BRP.BRP.S0223,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:032,b_BRP,B23,0.0,B23.BRP.BRP.S0223,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:032,b_BRP,B23,0.0,B23.BRP.BRP.S0223,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:032,b_BRP,B23,0.0,B23.BRP.BRP.S0223,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:032,b_BRP,B23,0.0,B23.BRP.BRP.S0223,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:033,b_BRP,B23,0.0,B23.BRP.BRP.S2348,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:033,b_BRP,B23,0.0,B23.BRP.BRP.S2348,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:033,b_BRP,B23,0.0,B23.BRP.BRP.S2348,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:033,b_BRP,B23,0.0,B23.BRP.BRP.S2348,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:033,b_BRP,B23,0.0,B23.BRP.BRP.S2348,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:034,b_BRP,B23,5.685026309670455,B23.TUR.TUR.S8247,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.16243498520045635,0.3196955210660409,1
B23:B23.2003:034,b_BRP,B23,5.685026309670455,B23.TUR.TUR.S8247,B23.TUR.TUR,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.16243498520045635,0.3196955210660409,1
B23:B23.2003:035,b_BRP,B23,0.0,B23.BRP.BRP.S9666,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:035,b_BRP,B23,0.0,B23.BRP.BRP.S9666,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:035,b_BRP,B23,0.0,B23.BRP.BRP.S9666,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:035,b_BRP,B23,0.0,B23.BRP.BRP.S9666,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:035,b_BRP,B23,0.0,B23.BRP.BRP.S9666,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:036,b_BRP,B23,5.65571182500232,B23.SPA.SPA.S9275,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.16396443426839521,0.3196955210660409,1
B23:B23.2003:036,b_BRP,B23,5.65571182500232,B23.SPA.SPA.S9275,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,2,3,Single talker,0.16396443426839521,0.3196955210660409,1
B23:B23.2003:037,b_BRP,B23,0.0,B23.BRP.BRP.S3383,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:037,b_BRP,B23,0.0,B23.BRP.BRP.S3383,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:037,b_BRP,B23,0.0,B23.BRP.BRP.S3383,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:037,b_BRP,B23,0.0,B23.BRP.BRP.S3383,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:037,b_BRP,B23,0.0,B23.BRP.BRP.S3383,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:037,b_BRP,B23,0.0,B23.BRP.BRP.S3383,B23.BRP.BRP,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,1.0,0.3196955210660409,1
B23:B23.2003:038,b_BRP,B23,10.976613908515317,B23.FAR.FAR.S5541,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.02992161042307935,0.3196955210660409,1
B23:B23.2003:038,b_BRP,B23,10.976613908515317,B23.FAR.FAR.S5541,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.02992161042307935,0.3196955210660409,1
B23:B23.2003:038,b_BRP,B23,10.976613908515317,B23.FAR.FAR.S5541,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.02992161042307935,0.3196955210660409,1
B23:B23.2003:038,b_BRP,B23,10.976613908515317,B23.FAR.FAR.S5541,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.02992161042307935,0.3196955210660409,1
B23:B23.2003:038,b_BRP,B23,10.976613908515317,B23.FAR.FAR.S5541,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.02992161042307935,0.3196955210660409,1
B23:B23.2003:038,b_BRP,B23,10.976613908515317,B23.FAR.FAR.S5541,B23.FAR.FAR,tr_24,base,B23.2003,hubert_tsne_3d,6,0,Single talker,0.02992161042307935,0.3196955210660409,1
B23:B23.2003:039,b_BRP,B23,6.4558080924356815,B23.SPA.SPA.S9981,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,0.12695876478047902,0.3196955210660409,1
B23:B23.2003:039,b_BRP,B23,6.4558080924356815,B23.SPA.SPA.S9981,B23.SPA.SPA,tr_24,base,B23.2003,hubert_tsne_3d,5,0,Single talker,0.12695876478047902,0.3196955210660409,1
