query_id,target_key,english_speaker,reference_key,raw_distance
X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::very,19.106205085927634
X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::very,19.492270420591442
X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::very,25.59264711202381
X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::very,20.46831012029737
X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.CMN.CMN_M_032.HT1_S004.Wvery::very,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::very,17.882158658661584
X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::dirty,7.586725126342555
X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::dirty,5.061214177153521
X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::dirty,9.616296886622083
X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::dirty,9.485676591272444
X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_032.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::dirty,5.406869403821266
X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::shoes,3.6120786907507503
X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::shoes,1.9769559911504537
X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::shoes,4.998952765101211
X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::shoes,2.3654638764234717
X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_043.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::shoes,4.003604715033519
X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::were,47.81624068714296
X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::were,5.093349014006413
X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::were,3.2908937678332313
X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::were,4.321312433445049
X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.CMN.CMN_M_043.HT1_S004.Wwere::were,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::were,4.112356938641537
X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::very,5.952808571525399
X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::very,10.793717073391988
X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::very,10.702950087676605
X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::very,10.448276793555046
X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.CMN.CMN_M_043.HT1_S004.Wvery::very,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::very,8.976699452699368
X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::dirty,3.1440558343641265
X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::dirty,4.801681812749958
X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::dirty,6.6541201431457
X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::dirty,6.877325356120458
X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_043.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::dirty,5.290506292860693
X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::shoes,12.976221292395064
X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::shoes,12.63899048855861
X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::shoes,13.89622594159504
X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::shoes,12.783804011331537
X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_035.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::shoes,16.438964468157707
X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::were,44.37367208134995
X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::were,5.922093697329352
X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::were,6.257808182264656
X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::were,7.159175750422582
X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.CMN.CMN_M_035.HT1_S004.Wwere::were,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::were,7.103075198459385
X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::very,12.865616415180554
X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::very,15.756393971826403
X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::very,22.147727487407423
X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::very,16.06113735087268
X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.CMN.CMN_M_035.HT1_S004.Wvery::very,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::very,14.152472583470516
X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::dirty,8.11206846120376
X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::dirty,5.495093915936073
X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::dirty,7.141961797408493
X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::dirty,7.448030468284805
X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_035.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::dirty,5.7083065813922325
X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::shoes,6.024011920175949
X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::shoes,3.3513876306694153
X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::shoes,3.577533165606795
X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::shoes,3.9433005847333775
X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.CMN.CMN_M_037.HT1_S004.Wshoes::shoes,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::shoes,5.097293880623598
X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::were,54.73601565980472
X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::were,20.464446896081668
X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::were,26.607595341692697
X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::were,29.190820250194918
X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.CMN.CMN_M_037.HT1_S004.Wwere::were,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::were,20.99180894180517
X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::very,13.00999630700023
X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::very,4.2016301327961525
X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::very,14.010895883318375
X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::very,9.283124171553336
X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.CMN.CMN_M_037.HT1_S004.Wvery::very,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::very,4.526244315811771
X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S004::dirty,9.482798722541336
X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S004::dirty,4.232946423585435
X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S004::dirty,11.526306233844712
X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S004::dirty,11.94701048647558
X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.CMN.CMN_M_037.HT1_S004.Wdirty::dirty,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S004::dirty,5.231814812632174
X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::wife,12.785425430453387
X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::wife,9.180288475806968
X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::wife,14.257480336045184
X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::wife,7.853274269489969
X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.CMN.CMN_M_035.HT1_S002.Wwife::wife,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::wife,7.026444594722932
X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::helped,17.60107149323276
X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::helped,19.597869909684423
X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::helped,17.615204934383257
X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::helped,15.78741245240128
X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.CMN.CMN_M_035.HT1_S002.Whelped::helped,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::helped,14.815852126158259
X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::husband,16.595457692144016
X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::husband,4.770552632412773
X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::husband,7.096484907142723
X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::husband,6.450628648726339
X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.CMN.CMN_M_035.HT1_S002.Whusband::husband,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::husband,7.679760625370531
X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::wife,8.06566402815007
X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::wife,2.880041691612496
X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::wife,9.732929942077464
X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::wife,3.6221693061543396
X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.CMN.CMN_M_043.HT1_S002.Wwife::wife,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::wife,5.371861185693037
X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::helped,11.127806026732953
X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::helped,9.69635975300386
X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::helped,7.695514701000789
X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::helped,4.392162434969037
X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.CMN.CMN_M_043.HT1_S002.Whelped::helped,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::helped,6.428248195683605
X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::husband,15.67904266841936
X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::husband,4.919257159112432
X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::husband,5.733445332235396
X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::husband,7.065346938535232
X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.CMN.CMN_M_043.HT1_S002.Whusband::husband,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::husband,7.985243217132025
X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::wife,10.498467930326296
X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::wife,5.710766007033712
X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::wife,9.338666285395053
X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::wife,4.4875652985392644
X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.CMN.CMN_M_032.HT1_S002.Wwife::wife,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::wife,6.211650218881045
X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::helped,6.153262575920526
X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::helped,5.793913684838605
X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::helped,4.32706509505519
X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::helped,5.176798649399604
X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.CMN.CMN_M_032.HT1_S002.Whelped::helped,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::helped,3.078903492852579
X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::husband,16.74037204080441
X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::husband,5.92989585706922
X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::husband,7.263613330615387
X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.ENG.ENG_M_131,X21.ENG.ENG_M_131.HT1_S002::husband,5.36637240334731
X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.CMN.CMN_M_032.HT1_S002.Whusband::husband,X21.ENG.ENG_M_133,X21.ENG.ENG_M_133.HT1_S002::husband,6.3678605318230845
X21.CMN.CMN_M_037.HT1_S002.Wwife::wife,X21.CMN.CMN_M_037.HT1_S002.Wwife::wife,X21.ENG.ENG_M_055,X21.ENG.ENG_M_055.HT1_S002::wife,8.797939553706712
X21.CMN.CMN_M_037.HT1_S002.Wwife::wife,X21.CMN.CMN_M_037.HT1_S002.Wwife::wife,X21.ENG.ENG_M_066,X21.ENG.ENG_M_066.HT1_S002::wife,7.9373877601301475
X21.CMN.CMN_M_037.HT1_S002.Wwife::wife,X21.CMN.CMN_M_037.HT1_S002.Wwife::wife,X21.ENG.ENG_M_070,X21.ENG.ENG_M_070.HT1_S002::wife,4.292849785823178
