dataset_id,feature_key,scope,fold,model_id,n_rows,predictor_oof_total_trials,predictor_oof_total_log_loss,M_predictor,layer,measure,variant,selection_stratum,result_source,M_condition,M_joint,predictor_beyond_condition_oof_gain,condition_beyond_predictor_oof_gain
AN19,cnn_4::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3976.61508846861,0.690384563970245,cnn_4,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_4::order_word,oof_all,,M_predictor,5760.0,5760,3979.6183897076,0.690905970435347,cnn_4,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_4::overall,oof_all,,M_predictor,5760.0,5760,3974.73205515974,0.690057648465232,cnn_4,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_4::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3978.38917713478,0.690692565474789,cnn_4,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_4::within_token_word,oof_all,,M_predictor,5760.0,5760,3979.13078775233,0.690821317318113,cnn_4,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_4::within_type_word,oof_all,,M_predictor,5760.0,5760,3976.96927789006,0.690446055189246,cnn_4,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_5::between_type_word,oof_all,,M_predictor,5760.0,5760,3978.09455132148,0.690641415159979,cnn_5,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_5::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3976.0430528184,0.690285252225416,cnn_5,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_5::order_word,oof_all,,M_predictor,5760.0,5760,3975.78746517196,0.690240879370131,cnn_5,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_5::overall,oof_all,,M_predictor,5760.0,5760,3976.8564687176,0.690426470263472,cnn_5,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_5::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3975.40305669365,0.690174141787092,cnn_5,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_5::within_token_word,oof_all,,M_predictor,5760.0,5760,3977.79873034766,0.690590057352024,cnn_5,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_5::within_type_word,oof_all,,M_predictor,5760.0,5760,3976.04088735972,0.690284876277729,cnn_5,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_6::between_type_word,oof_all,,M_predictor,5760.0,5760,3978.75992972095,0.69075693224322,cnn_6,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_6::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3974.7691064939,0.690064080988525,cnn_6,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_6::order_word,oof_all,,M_predictor,5760.0,5760,3979.1643437079,0.690827143004843,cnn_6,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_6::overall,oof_all,,M_predictor,5760.0,5760,3975.1676462335,0.690133271915539,cnn_6,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_6::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3978.92901212983,0.690786286828096,cnn_6,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_6::within_token_word,oof_all,,M_predictor,5760.0,5760,3978.69121579885,0.690745002742857,cnn_6,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_6::within_type_word,oof_all,,M_predictor,5760.0,5760,3974.83904030287,0.690076222274803,cnn_6,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_0::between_type_word,oof_all,,M_predictor,5760.0,5760,3979.0049881108,0.69079947710257,tr_0,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_0::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3975.70754418516,0.690227004198812,tr_0,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_0::order_word,oof_all,,M_predictor,5760.0,5760,3979.84372792018,0.690945091652808,tr_0,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_0::overall,oof_all,,M_predictor,5760.0,5760,3978.62972143425,0.69073432663789,tr_0,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_0::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3977.87793586189,0.690603808309356,tr_0,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_0::within_token_word,oof_all,,M_predictor,5760.0,5760,3978.15355790779,0.690651659358991,tr_0,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_0::within_type_word,oof_all,,M_predictor,5760.0,5760,3977.21680601159,0.690489028821457,tr_0,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_10::between_type_word,oof_all,,M_predictor,5760.0,5760,3976.11397425477,0.690297564974787,tr_10,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_10::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3974.86893429511,0.690081412204013,tr_10,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_10::order_word,oof_all,,M_predictor,5760.0,5760,3975.15073200764,0.690130335417993,tr_10,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_10::overall,oof_all,,M_predictor,5760.0,5760,3978.58563604358,0.690726672924232,tr_10,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_10::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3975.45321553813,0.690182849919815,tr_10,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_10::within_token_word,oof_all,,M_predictor,5760.0,5760,3979.2839521579,0.690847908360747,tr_10,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_10::within_type_word,oof_all,,M_predictor,5760.0,5760,3980.79621955613,0.69111045478405,tr_10,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_12::between_type_word,oof_all,,M_predictor,5760.0,5760,3977.29260880341,0.69050218902837,tr_12,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_12::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3976.08577220518,0.690292668785622,tr_12,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_12::order_word,oof_all,,M_predictor,5760.0,5760,3974.66187686966,0.690045464734317,tr_12,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_12::overall,oof_all,,M_predictor,5760.0,5760,3977.97699759857,0.690621006527529,tr_12,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_12::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3975.36447007974,0.690167442722177,tr_12,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_12::within_token_word,oof_all,,M_predictor,5760.0,5760,3975.65627158452,0.690218102705646,tr_12,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_12::within_type_word,oof_all,,M_predictor,5760.0,5760,3978.27377593781,0.690672530544758,tr_12,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_14::between_type_word,oof_all,,M_predictor,5760.0,5760,3978.26697931272,0.690671350575125,tr_14,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_14::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3976.70081968191,0.690399447861443,tr_14,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_14::order_word,oof_all,,M_predictor,5760.0,5760,3973.83245952717,0.689901468667911,tr_14,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_14::overall,oof_all,,M_predictor,5760.0,5760,3975.12768876423,0.690126334854901,tr_14,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_14::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3973.8300401529,0.689901048637656,tr_14,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_14::within_token_word,oof_all,,M_predictor,5760.0,5760,3975.29700448218,0.690155729944824,tr_14,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_14::within_type_word,oof_all,,M_predictor,5760.0,5760,3977.97659234948,0.690620936171785,tr_14,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_16::between_type_word,oof_all,,M_predictor,5760.0,5760,3976.22928935852,0.690317584958076,tr_16,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_16::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3976.78574567992,0.69041419195832,tr_16,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_16::order_word,oof_all,,M_predictor,5760.0,5760,3974.28690659185,0.689980365727752,tr_16,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_16::overall,oof_all,,M_predictor,5760.0,5760,3975.91420112671,0.690262882140054,tr_16,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_16::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3974.2608734772,0.689975846089791,tr_16,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_16::within_token_word,oof_all,,M_predictor,5760.0,5760,3975.56864798411,0.69020289027502,tr_16,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_16::within_type_word,oof_all,,M_predictor,5760.0,5760,3977.85014468732,0.690598983452659,tr_16,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_18::between_type_word,oof_all,,M_predictor,5760.0,5760,3976.94624430768,0.690442056303417,tr_18,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_18::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3978.42189421976,0.690698245524264,tr_18,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_18::order_word,oof_all,,M_predictor,5760.0,5760,3973.77018919034,0.689890657845545,tr_18,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_18::overall,oof_all,,M_predictor,5760.0,5760,3975.50875958694,0.690192492983844,tr_18,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_18::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3973.86422022069,0.689906982677203,tr_18,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_18::within_token_word,oof_all,,M_predictor,5760.0,5760,3975.39261314146,0.690172328670393,tr_18,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_18::within_type_word,oof_all,,M_predictor,5760.0,5760,3976.85665409945,0.690426502447822,tr_18,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_20::between_type_word,oof_all,,M_predictor,5760.0,5760,3976.78289164481,0.690413696466112,tr_20,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_20::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3979.26558935817,0.690844720374682,tr_20,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_20::order_word,oof_all,,M_predictor,5760.0,5760,3974.87834794275,0.690083046517838,tr_20,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_20::overall,oof_all,,M_predictor,5760.0,5760,3975.11841881793,0.690124725489224,tr_20,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_20::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3975.83497958366,0.690249128399941,tr_20,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_20::within_token_word,oof_all,,M_predictor,5760.0,5760,3975.2851685799,0.690153675100678,tr_20,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_20::within_type_word,oof_all,,M_predictor,5760.0,5760,3977.89115286211,0.690606102927451,tr_20,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_22::between_type_word,oof_all,,M_predictor,5760.0,5760,3977.52472160798,0.690542486390273,tr_22,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_22::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3977.06386631419,0.690462476790658,tr_22,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_22::order_word,oof_all,,M_predictor,5760.0,5760,3975.05128611644,0.690113070506326,tr_22,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_22::overall,oof_all,,M_predictor,5760.0,5760,3976.08701321116,0.690292884238049,tr_22,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_22::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3974.99267874788,0.690102895615951,tr_22,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_22::within_token_word,oof_all,,M_predictor,5760.0,5760,3975.93230441985,0.690266025072891,tr_22,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_22::within_type_word,oof_all,,M_predictor,5760.0,5760,3977.78067581673,0.69058692288485,tr_22,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_24::between_type_word,oof_all,,M_predictor,5760.0,5760,3976.37132539239,0.690342243991735,tr_24,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_24::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3977.70356075072,0.690573534852555,tr_24,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_24::order_word,oof_all,,M_predictor,5760.0,5760,3977.20335941659,0.690486694343157,tr_24,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_24::overall,oof_all,,M_predictor,5760.0,5760,3976.08720738002,0.69029291794792,tr_24,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_24::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3973.42904011668,0.689831430575812,tr_24,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_24::within_token_word,oof_all,,M_predictor,5760.0,5760,3976.1521232269,0.690304188060225,tr_24,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_24::within_type_word,oof_all,,M_predictor,5760.0,5760,3979.81302107619,0.690939760603506,tr_24,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_2::between_type_word,oof_all,,M_predictor,5760.0,5760,3979.9187454356,0.690958115527014,tr_2,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_2::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3977.5141799154,0.690540656235313,tr_2,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_2::order_word,oof_all,,M_predictor,5760.0,5760,3976.00601273813,0.690278821655925,tr_2,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_2::overall,oof_all,,M_predictor,5760.0,5760,3975.43068186572,0.69017893782391,tr_2,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_2::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3974.30385438328,0.689983308052653,tr_2,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_2::within_token_word,oof_all,,M_predictor,5760.0,5760,3974.92449519829,0.690091058194148,tr_2,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_2::within_type_word,oof_all,,M_predictor,5760.0,5760,3978.45846173758,0.690704594051663,tr_2,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_4::between_type_word,oof_all,,M_predictor,5760.0,5760,3978.75597581109,0.690756245800537,tr_4,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_4::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3976.59699745001,0.690381423168404,tr_4,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_4::order_word,oof_all,,M_predictor,5760.0,5760,3976.21978511465,0.690315934915739,tr_4,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_4::overall,oof_all,,M_predictor,5760.0,5760,3975.47319524959,0.69018631861972,tr_4,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_4::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3974.43113360248,0.69000540513932,tr_4,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_4::within_token_word,oof_all,,M_predictor,5760.0,5760,3974.83969819911,0.690076336492902,tr_4,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_4::within_type_word,oof_all,,M_predictor,5760.0,5760,3978.47089027424,0.690706751783722,tr_4,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_6::between_type_word,oof_all,,M_predictor,5760.0,5760,3976.13349204886,0.690300953480705,tr_6,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_6::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3974.37502548144,0.689995664146083,tr_6,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_6::order_word,oof_all,,M_predictor,5760.0,5760,3975.94320481022,0.690267917501775,tr_6,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_6::overall,oof_all,,M_predictor,5760.0,5760,3978.41365851342,0.690696815714136,tr_6,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_6::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3976.17520137431,0.69030819468304,tr_6,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_6::within_token_word,oof_all,,M_predictor,5760.0,5760,3978.1778284819,0.69065587300033,tr_6,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_6::within_type_word,oof_all,,M_predictor,5760.0,5760,3977.27071489243,0.690498388002158,tr_6,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_8::between_type_word,oof_all,,M_predictor,5760.0,5760,3976.02276994606,0.690281730893413,tr_8,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_8::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3975.536329335,0.690197279398437,tr_8,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_8::order_word,oof_all,,M_predictor,5760.0,5760,3975.32407431643,0.690160429568825,tr_8,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_8::overall,oof_all,,M_predictor,5760.0,5760,3977.91924712327,0.690610980403346,tr_8,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_8::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3975.36967092065,0.690168345645946,tr_8,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_8::within_token_word,oof_all,,M_predictor,5760.0,5760,3978.41486207847,0.6906970246664,tr_8,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,tr_8::within_type_word,oof_all,,M_predictor,5760.0,5760,3979.86469996709,0.690948732633175,tr_8,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_2::between_type_word,oof_all,,M_predictor,5760.0,5760,3976.37672004803,0.690343180563895,cnn_2,between_type_word,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_2::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3974.91893863487,0.690090093512998,cnn_2,mean_dissimilarity_word,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_2::order_word,oof_all,,M_predictor,5760.0,5760,3975.22350950881,0.690142970400835,cnn_2,order_word,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_2::overall,oof_all,,M_predictor,5760.0,5760,3976.14092123593,0.690302243270127,cnn_2,overall,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_2::overall_order_sensitive,oof_all,,M_predictor,5760.0,5760,3974.82729150468,0.690074182552896,cnn_2,overall_order_sensitive,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_2::within_token_word,oof_all,,M_predictor,5760.0,5760,3974.88098087929,0.690083503624876,cnn_2,within_token_word,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_2::within_type_word,oof_all,,M_predictor,5760.0,5760,3978.08168957402,0.690639182217711,cnn_2,within_type_word,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_3::between_type_word,oof_all,,M_predictor,5760.0,5760,3978.51430289806,0.690714288697581,cnn_3,between_type_word,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_3::mean_dissimilarity_word,oof_all,,M_predictor,5760.0,5760,3977.31241033517,0.690505626794301,cnn_3,mean_dissimilarity_word,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_3::order_word,oof_all,,M_predictor,5760.0,5760,3975.88321916729,0.690257503327655,cnn_3,order_word,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
AN19,cnn_3::overall,oof_all,,M_predictor,5760.0,5760,3977.83849161969,0.69059696035064,cnn_3,overall,ft,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
