dataset_id,feature_key,scope,fold,model_id,n_rows,predictor_oof_total_trials,predictor_oof_total_log_loss,M_predictor,layer,measure,variant,selection_stratum
B23,cnn_5::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30787.5420774353,0.569127885193642,cnn_5,mean_dissimilarity_word,base,order_independent_168_participants
B23,cnn_5::order_phoneme,oof_all,,M_predictor,10080,54096,30798.3397139016,0.569327486577595,cnn_5,order_phoneme,base,order_independent_168_participants
B23,cnn_5::order_sentence,oof_all,,M_predictor,10080,54096,30802.6649727654,0.569407441821306,cnn_5,order_sentence,base,order_independent_168_participants
B23,cnn_5::order_word,oof_all,,M_predictor,10080,54096,30778.1626059586,0.568954499518607,cnn_5,order_word,base,order_independent_168_participants
B23,cnn_5::overall,oof_all,,M_predictor,10080,54096,30783.2610746476,0.569048748052493,cnn_5,overall,base,order_independent_168_participants
B23,cnn_5::within_token_phoneme,oof_all,,M_predictor,10080,54096,30803.9341340126,0.569430903098428,cnn_5,within_token_phoneme,base,order_independent_168_participants
B23,cnn_5::within_token_sentence,oof_all,,M_predictor,10080,54096,30812.8047777603,0.569594882759545,cnn_5,within_token_sentence,base,order_independent_168_participants
B23,cnn_5::within_token_word,oof_all,,M_predictor,10080,54096,30801.8556520013,0.569392480996771,cnn_5,within_token_word,base,order_independent_168_participants
B23,cnn_5::within_type_phoneme,oof_all,,M_predictor,10080,54096,30789.001812199,0.569154869347069,cnn_5,within_type_phoneme,base,order_independent_168_participants
B23,cnn_5::within_type_word,oof_all,,M_predictor,10080,54096,30788.1636936195,0.569139376176047,cnn_5,within_type_word,base,order_independent_168_participants
B23,cnn_6::between_type_phoneme,oof_all,,M_predictor,10080,54096,30828.0205143468,0.569876155618655,cnn_6,between_type_phoneme,base,order_independent_168_participants
B23,cnn_6::between_type_sentence,oof_all,,M_predictor,10080,54096,30792.3620629138,0.569216985782939,cnn_6,between_type_sentence,base,order_independent_168_participants
B23,cnn_6::between_type_word,oof_all,,M_predictor,10080,54096,30795.6550501482,0.569277858809305,cnn_6,between_type_word,base,order_independent_168_participants
B23,cnn_6::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30792.5054793476,0.569219636929674,cnn_6,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,cnn_6::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30791.1841606333,0.569195211487602,cnn_6,mean_dissimilarity_word,base,order_independent_168_participants
B23,cnn_6::order_phoneme,oof_all,,M_predictor,10080,54096,30820.6282481216,0.569739504734575,cnn_6,order_phoneme,base,order_independent_168_participants
B23,cnn_6::order_sentence,oof_all,,M_predictor,10080,54096,30814.0162082709,0.569617276846178,cnn_6,order_sentence,base,order_independent_168_participants
B23,cnn_6::order_word,oof_all,,M_predictor,10080,54096,30795.7621627899,0.56927983885666,cnn_6,order_word,base,order_independent_168_participants
B23,cnn_6::overall,oof_all,,M_predictor,10080,54096,30804.3666975352,0.56943889931853,cnn_6,overall,base,order_independent_168_participants
B23,cnn_6::within_token_phoneme,oof_all,,M_predictor,10080,54096,30810.116850396,0.569545194661268,cnn_6,within_token_phoneme,base,order_independent_168_participants
B23,cnn_6::within_token_sentence,oof_all,,M_predictor,10080,54096,30833.7708209336,0.56998245380312,cnn_6,within_token_sentence,base,order_independent_168_participants
B23,cnn_6::within_token_word,oof_all,,M_predictor,10080,54096,30825.4623927563,0.56982886706515,cnn_6,within_token_word,base,order_independent_168_participants
B23,cnn_6::within_type_phoneme,oof_all,,M_predictor,10080,54096,30792.9552691545,0.569227951588924,cnn_6,within_type_phoneme,base,order_independent_168_participants
B23,cnn_6::within_type_word,oof_all,,M_predictor,10080,54096,30791.5130556735,0.569201291327889,cnn_6,within_type_word,base,order_independent_168_participants
B23,tr_0::between_type_phoneme,oof_all,,M_predictor,10080,54096,30806.9204133817,0.569486106428972,tr_0,between_type_phoneme,base,order_independent_168_participants
B23,tr_0::between_type_sentence,oof_all,,M_predictor,10080,54096,30796.7711800326,0.569298491201431,tr_0,between_type_sentence,base,order_independent_168_participants
B23,tr_0::between_type_word,oof_all,,M_predictor,10080,54096,30803.7589018557,0.569427663817208,tr_0,between_type_word,base,order_independent_168_participants
B23,tr_0::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30788.3781616126,0.569143340757404,tr_0,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_0::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30791.2408044107,0.569196258584937,tr_0,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_0::order_phoneme,oof_all,,M_predictor,10080,54096,30794.0424528815,0.569248048892368,tr_0,order_phoneme,base,order_independent_168_participants
B23,tr_0::order_sentence,oof_all,,M_predictor,10080,54096,30801.9798307973,0.569394776523168,tr_0,order_sentence,base,order_independent_168_participants
B23,tr_0::order_word,oof_all,,M_predictor,10080,54096,30800.9830711595,0.569376350768255,tr_0,order_word,base,order_independent_168_participants
B23,tr_0::overall,oof_all,,M_predictor,10080,54096,30794.3242639227,0.569253258354087,tr_0,overall,base,order_independent_168_participants
B23,tr_0::within_token_phoneme,oof_all,,M_predictor,10080,54096,30790.6208683796,0.569184798661261,tr_0,within_token_phoneme,base,order_independent_168_participants
B23,tr_0::within_token_sentence,oof_all,,M_predictor,10080,54096,30800.2803782841,0.569363361030096,tr_0,within_token_sentence,base,order_independent_168_participants
B23,tr_0::within_token_word,oof_all,,M_predictor,10080,54096,30794.8273638468,0.56926255848578,tr_0,within_token_word,base,order_independent_168_participants
B23,tr_0::within_type_phoneme,oof_all,,M_predictor,10080,54096,30792.2615745003,0.569215128188781,tr_0,within_type_phoneme,base,order_independent_168_participants
B23,tr_0::within_type_word,oof_all,,M_predictor,10080,54096,30792.5243870566,0.56921998645106,tr_0,within_type_word,base,order_independent_168_participants
B23,tr_10::between_type_phoneme,oof_all,,M_predictor,10080,54096,30776.8859317853,0.568930899360124,tr_10,between_type_phoneme,base,order_independent_168_participants
B23,tr_10::between_type_sentence,oof_all,,M_predictor,10080,54096,30758.5295097737,0.568591568873369,tr_10,between_type_sentence,base,order_independent_168_participants
B23,tr_10::between_type_word,oof_all,,M_predictor,10080,54096,30784.0616006342,0.569063546299803,tr_10,between_type_word,base,order_independent_168_participants
B23,tr_10::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30797.1682593891,0.569305831473476,tr_10,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_10::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30812.1160477747,0.569582151134552,tr_10,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_10::order_phoneme,oof_all,,M_predictor,10080,54096,30824.8059980711,0.569816733179369,tr_10,order_phoneme,base,order_independent_168_participants
B23,tr_10::order_sentence,oof_all,,M_predictor,10080,54096,30821.1751481904,0.569749614540638,tr_10,order_sentence,base,order_independent_168_participants
B23,tr_10::order_word,oof_all,,M_predictor,10080,54096,30895.4866467969,0.571123311276192,tr_10,order_word,base,order_independent_168_participants
B23,tr_10::overall,oof_all,,M_predictor,10080,54096,30794.5864632164,0.569258105279807,tr_10,overall,base,order_independent_168_participants
B23,tr_10::within_token_phoneme,oof_all,,M_predictor,10080,54096,30849.6348168638,0.570275710160896,tr_10,within_token_phoneme,base,order_independent_168_participants
B23,tr_10::within_token_sentence,oof_all,,M_predictor,10080,54096,30803.4187571372,0.569421376019246,tr_10,within_token_sentence,base,order_independent_168_participants
B23,tr_10::within_token_word,oof_all,,M_predictor,10080,54096,30810.1858313322,0.569546469819066,tr_10,within_token_word,base,order_independent_168_participants
B23,tr_10::within_type_phoneme,oof_all,,M_predictor,10080,54096,30805.8007609026,0.569465408919377,tr_10,within_type_phoneme,base,order_independent_168_participants
B23,tr_10::within_type_word,oof_all,,M_predictor,10080,54096,30809.8146274613,0.569539607872324,tr_10,within_type_word,base,order_independent_168_participants
B23,tr_12::between_type_phoneme,oof_all,,M_predictor,10080,54096,30793.606109366,0.56923998279662,tr_12,between_type_phoneme,base,order_independent_168_participants
B23,tr_12::between_type_sentence,oof_all,,M_predictor,10080,54096,30724.5458862099,0.567963359328044,tr_12,between_type_sentence,base,order_independent_168_participants
B23,tr_12::between_type_word,oof_all,,M_predictor,10080,54096,30808.5714397302,0.569516626732665,tr_12,between_type_word,base,order_independent_168_participants
B23,tr_12::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30791.5753737962,0.569202443319213,tr_12,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_12::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30831.091562594,0.569932925957446,tr_12,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_12::order_phoneme,oof_all,,M_predictor,10080,54096,30823.2216960265,0.569787446318148,tr_12,order_phoneme,base,order_independent_168_participants
B23,tr_12::order_sentence,oof_all,,M_predictor,10080,54096,30859.7731257735,0.570463123443018,tr_12,order_sentence,base,order_independent_168_participants
B23,tr_12::order_word,oof_all,,M_predictor,10080,54096,30838.5012435628,0.57006989876447,tr_12,order_word,base,order_independent_168_participants
B23,tr_12::overall,oof_all,,M_predictor,10080,54096,30802.5489826161,0.569405297667408,tr_12,overall,base,order_independent_168_participants
B23,tr_12::within_token_phoneme,oof_all,,M_predictor,10080,54096,30814.07758877,0.569618411504918,tr_12,within_token_phoneme,base,order_independent_168_participants
B23,tr_12::within_token_sentence,oof_all,,M_predictor,10080,54096,30813.4805117709,0.569607374145425,tr_12,within_token_sentence,base,order_independent_168_participants
B23,tr_12::within_token_word,oof_all,,M_predictor,10080,54096,30817.6762841864,0.569684935747309,tr_12,within_token_word,base,order_independent_168_participants
B23,tr_12::within_type_phoneme,oof_all,,M_predictor,10080,54096,30831.5697891369,0.569941766288393,tr_12,within_type_phoneme,base,order_independent_168_participants
B23,tr_12::within_type_word,oof_all,,M_predictor,10080,54096,30835.0884997981,0.570006811960184,tr_12,within_type_word,base,order_independent_168_participants
B23,tr_14::between_type_phoneme,oof_all,,M_predictor,10080,54096,30796.3746173893,0.569291160481169,tr_14,between_type_phoneme,base,order_independent_168_participants
B23,tr_14::between_type_sentence,oof_all,,M_predictor,10080,54096,30764.9273746596,0.568709837597227,tr_14,between_type_sentence,base,order_independent_168_participants
B23,tr_14::between_type_word,oof_all,,M_predictor,10080,54096,30778.0096478766,0.568951671988254,tr_14,between_type_word,base,order_independent_168_participants
B23,tr_14::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30806.5089635507,0.569478500509293,tr_14,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_14::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30860.5614789888,0.570477696668679,tr_14,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_14::order_phoneme,oof_all,,M_predictor,10080,54096,30838.0313951112,0.57006121330803,tr_14,order_phoneme,base,order_independent_168_participants
B23,tr_14::order_sentence,oof_all,,M_predictor,10080,54096,30866.6051232283,0.570589417391828,tr_14,order_sentence,base,order_independent_168_participants
B23,tr_14::order_word,oof_all,,M_predictor,10080,54096,30843.5944605124,0.570164050216511,tr_14,order_word,base,order_independent_168_participants
B23,tr_14::overall,oof_all,,M_predictor,10080,54096,30780.609518253,0.568999732295419,tr_14,overall,base,order_independent_168_participants
B23,tr_14::within_token_phoneme,oof_all,,M_predictor,10080,54096,30798.7975613534,0.569335950187692,tr_14,within_token_phoneme,base,order_independent_168_participants
B23,tr_14::within_token_sentence,oof_all,,M_predictor,10080,54096,30788.1555225996,0.569139225129392,tr_14,within_token_sentence,base,order_independent_168_participants
B23,tr_14::within_token_word,oof_all,,M_predictor,10080,54096,30804.3867318869,0.569439269666646,tr_14,within_token_word,base,order_independent_168_participants
B23,tr_14::within_type_phoneme,oof_all,,M_predictor,10080,54096,30828.9713533427,0.569893732500419,tr_14,within_type_phoneme,base,order_independent_168_participants
B23,tr_14::within_type_word,oof_all,,M_predictor,10080,54096,30851.0010912158,0.570300966637381,tr_14,within_type_word,base,order_independent_168_participants
B23,tr_16::between_type_phoneme,oof_all,,M_predictor,10080,54096,30775.6144334747,0.568907394880854,tr_16,between_type_phoneme,base,order_independent_168_participants
B23,tr_16::between_type_sentence,oof_all,,M_predictor,10080,54096,30725.5659478296,0.56798221583536,tr_16,between_type_sentence,base,order_independent_168_participants
B23,tr_16::between_type_word,oof_all,,M_predictor,10080,54096,30767.8928166182,0.568764655734587,tr_16,between_type_word,base,order_independent_168_participants
B23,tr_16::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30824.1061108978,0.569803795306451,tr_16,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_16::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30874.704899075,0.570739147054774,tr_16,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_16::order_phoneme,oof_all,,M_predictor,10080,54096,30821.6474993241,0.569758346260798,tr_16,order_phoneme,base,order_independent_168_participants
B23,tr_16::order_sentence,oof_all,,M_predictor,10080,54096,30856.123732613,0.570395662019613,tr_16,order_sentence,base,order_independent_168_participants
B23,tr_16::order_word,oof_all,,M_predictor,10080,54096,30825.7070219449,0.569833389195964,tr_16,order_word,base,order_independent_168_participants
B23,tr_16::overall,oof_all,,M_predictor,10080,54096,30776.4699819187,0.568923210254338,tr_16,overall,base,order_independent_168_participants
B23,tr_16::within_token_phoneme,oof_all,,M_predictor,10080,54096,30800.6394478028,0.569369998665388,tr_16,within_token_phoneme,base,order_independent_168_participants
B23,tr_16::within_token_sentence,oof_all,,M_predictor,10080,54096,30788.0050620828,0.569136443768167,tr_16,within_token_sentence,base,order_independent_168_participants
B23,tr_16::within_token_word,oof_all,,M_predictor,10080,54096,30807.5174019861,0.569497142154432,tr_16,within_token_word,base,order_independent_168_participants
B23,tr_16::within_type_phoneme,oof_all,,M_predictor,10080,54096,30798.5213219263,0.569330843720909,tr_16,within_type_phoneme,base,order_independent_168_participants
B23,tr_16::within_type_word,oof_all,,M_predictor,10080,54096,30872.5250023496,0.570698850235685,tr_16,within_type_word,base,order_independent_168_participants
B23,tr_18::between_type_phoneme,oof_all,,M_predictor,10080,54096,30797.9829690146,0.569320891914644,tr_18,between_type_phoneme,base,order_independent_168_participants
B23,tr_18::between_type_sentence,oof_all,,M_predictor,10080,54096,30748.985841483,0.568415147912655,tr_18,between_type_sentence,base,order_independent_168_participants
B23,tr_18::between_type_word,oof_all,,M_predictor,10080,54096,30770.5325415881,0.568813452780022,tr_18,between_type_word,base,order_independent_168_participants
B23,tr_18::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30853.9471183622,0.570355425879218,tr_18,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_18::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30868.0895476035,0.570616857948896,tr_18,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_18::order_phoneme,oof_all,,M_predictor,10080,54096,30840.5388753841,0.570107565723605,tr_18,order_phoneme,base,order_independent_168_participants
B23,tr_18::order_sentence,oof_all,,M_predictor,10080,54096,30865.7727662609,0.570574030727982,tr_18,order_sentence,base,order_independent_168_participants
B23,tr_18::order_word,oof_all,,M_predictor,10080,54096,30779.3278454833,0.568976039734606,tr_18,order_word,base,order_independent_168_participants
B23,tr_18::overall,oof_all,,M_predictor,10080,54096,30777.523364926,0.568942682729333,tr_18,overall,base,order_independent_168_participants
B23,tr_18::within_token_phoneme,oof_all,,M_predictor,10080,54096,30793.9560303583,0.569246451315408,tr_18,within_token_phoneme,base,order_independent_168_participants
B23,tr_18::within_token_sentence,oof_all,,M_predictor,10080,54096,30791.1331188569,0.569194267946925,tr_18,within_token_sentence,base,order_independent_168_participants
B23,tr_18::within_token_word,oof_all,,M_predictor,10080,54096,30806.3162605463,0.56947493826801,tr_18,within_token_word,base,order_independent_168_participants
B23,tr_18::within_type_phoneme,oof_all,,M_predictor,10080,54096,30797.9893064955,0.56932100906713,tr_18,within_type_phoneme,base,order_independent_168_participants
B23,tr_18::within_type_word,oof_all,,M_predictor,10080,54096,30865.6521264864,0.570571800622715,tr_18,within_type_word,base,order_independent_168_participants
B23,tr_20::between_type_phoneme,oof_all,,M_predictor,10080,54096,30782.6016734537,0.569036558589429,tr_20,between_type_phoneme,base,order_independent_168_participants
B23,tr_20::between_type_sentence,oof_all,,M_predictor,10080,54096,30780.6346358962,0.56900019661151,tr_20,between_type_sentence,base,order_independent_168_participants
B23,tr_20::between_type_word,oof_all,,M_predictor,10080,54096,30790.6203163556,0.569184788456736,tr_20,between_type_word,base,order_independent_168_participants
B23,tr_20::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30821.9443034189,0.569763832878935,tr_20,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_20::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30874.8826428895,0.570742432765629,tr_20,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_20::order_phoneme,oof_all,,M_predictor,10080,54096,30807.1532156778,0.569490409931932,tr_20,order_phoneme,base,order_independent_168_participants
B23,tr_20::order_sentence,oof_all,,M_predictor,10080,54096,30834.9283271839,0.570003851064477,tr_20,order_sentence,base,order_independent_168_participants
B23,tr_20::order_word,oof_all,,M_predictor,10080,54096,30785.4220282058,0.569088694694724,tr_20,order_word,base,order_independent_168_participants
B23,tr_20::overall,oof_all,,M_predictor,10080,54096,30773.4728934612,0.568867807110714,tr_20,overall,base,order_independent_168_participants
B23,tr_20::within_token_phoneme,oof_all,,M_predictor,10080,54096,30794.2914299214,0.569252651396063,tr_20,within_token_phoneme,base,order_independent_168_participants
B23,tr_20::within_token_sentence,oof_all,,M_predictor,10080,54096,30787.830270158,0.569133212624925,tr_20,within_token_sentence,base,order_independent_168_participants
B23,tr_20::within_token_word,oof_all,,M_predictor,10080,54096,30799.0291415208,0.569340231098803,tr_20,within_token_word,base,order_independent_168_participants
B23,tr_20::within_type_phoneme,oof_all,,M_predictor,10080,54096,30799.6560659346,0.56935182020731,tr_20,within_type_phoneme,base,order_independent_168_participants
B23,tr_20::within_type_word,oof_all,,M_predictor,10080,54096,30876.1293401648,0.570765478781515,tr_20,within_type_word,base,order_independent_168_participants
B23,tr_22::between_type_phoneme,oof_all,,M_predictor,10080,54096,30791.3392814532,0.569198078997581,tr_22,between_type_phoneme,base,order_independent_168_participants
B23,tr_22::between_type_sentence,oof_all,,M_predictor,10080,54096,30759.9894143899,0.568618556166627,tr_22,between_type_sentence,base,order_independent_168_participants
B23,tr_22::between_type_word,oof_all,,M_predictor,10080,54096,30776.3058811247,0.568920176743654,tr_22,between_type_word,base,order_independent_168_participants
B23,tr_22::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30796.9931547175,0.569302594548903,tr_22,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_22::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30870.3685831902,0.570658987414784,tr_22,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_22::order_phoneme,oof_all,,M_predictor,10080,54096,30837.8788052413,0.570058392584318,tr_22,order_phoneme,base,order_independent_168_participants
B23,tr_22::order_sentence,oof_all,,M_predictor,10080,54096,30825.1286072269,0.569822696820965,tr_22,order_sentence,base,order_independent_168_participants
B23,tr_22::order_word,oof_all,,M_predictor,10080,54096,30805.5220766958,0.56946025725924,tr_22,order_word,base,order_independent_168_participants
B23,tr_22::overall,oof_all,,M_predictor,10080,54096,30776.4610054787,0.568923044318964,tr_22,overall,base,order_independent_168_participants
B23,tr_22::within_token_phoneme,oof_all,,M_predictor,10080,54096,30809.9906717183,0.569542862165749,tr_22,within_token_phoneme,base,order_independent_168_participants
B23,tr_22::within_token_sentence,oof_all,,M_predictor,10080,54096,30786.9765283206,0.569117430647748,tr_22,within_token_sentence,base,order_independent_168_participants
B23,tr_22::within_token_word,oof_all,,M_predictor,10080,54096,30806.304701567,0.569474724592705,tr_22,within_token_word,base,order_independent_168_participants
B23,tr_22::within_type_phoneme,oof_all,,M_predictor,10080,54096,30789.6853579182,0.5691675051375,tr_22,within_type_phoneme,base,order_independent_168_participants
B23,tr_22::within_type_word,oof_all,,M_predictor,10080,54096,30853.8736867793,0.570354068448301,tr_22,within_type_word,base,order_independent_168_participants
B23,tr_24::between_type_phoneme,oof_all,,M_predictor,10080,54096,30804.3190815883,0.569438019106557,tr_24,between_type_phoneme,base,order_independent_168_participants
B23,tr_24::between_type_sentence,oof_all,,M_predictor,10080,54096,30748.5792829121,0.568407632411123,tr_24,between_type_sentence,base,order_independent_168_participants
