dataset_id,source,layer,scope,family,mean_z,ci_low,ci_high,n_folds,model_variant,measure
B23,base,tr_20,historical_test_fold_refit,SBI,1.8502747442927419,1.33973510498321,2.408804547989621,3,,
B23,base,tr_22,historical_test_fold_refit,SBI,0.9396417826899199,0.589668393118166,1.2751536257409968,3,,
B23,base,tr_24,historical_test_fold_refit,SBI,0.6556911526889498,0.45735408121272464,0.8291796555097991,3,,
B23,base,tr_4,historical_test_fold_refit,SBI,0.23530638325856693,0.15108221393439636,0.307988820909139,3,,
B23,base,tr_6,historical_test_fold_refit,SBI,0.34886345983151945,0.15321921964783244,0.5555478851614066,3,,
B23,base,tr_8,historical_test_fold_refit,SBI,0.35313053483047563,0.13083158912382917,0.5823533667880756,3,,
B23,ft,cnn_2,historical_test_fold_refit,SBI,-0.3705073599021104,-0.9711441020131028,0.19546693551213837,3,,
B23,ft,cnn_3,historical_test_fold_refit,SBI,-0.0758602279638217,-0.6284853565028486,0.3365678682266114,3,,
B23,ft,cnn_4,historical_test_fold_refit,SBI,-0.06450337189378201,-0.5304997239828055,0.3011886040327084,3,,
B23,ft,cnn_5,historical_test_fold_refit,SBI,0.05946139507598891,-0.6520875034877878,0.6784790652539425,3,,
B23,ft,cnn_6,historical_test_fold_refit,SBI,0.23304693291569098,-0.34097513683455405,0.7749268883908828,3,,
B23,ft,tr_0,historical_test_fold_refit,SBI,0.05078050361994437,-0.29150719554218,0.3155119267040516,3,,
B23,ft,tr_10,historical_test_fold_refit,SBI,0.10847983599406048,-0.04926061923398588,0.29709185008197536,3,,
B23,ft,tr_12,historical_test_fold_refit,SBI,0.11649428395792905,-0.1316368560357537,0.3170772577015025,3,,
B23,ft,tr_14,historical_test_fold_refit,SBI,0.12419982240870305,-0.02562443416559256,0.2643752482552697,3,,
B23,ft,tr_16,historical_test_fold_refit,SBI,1.0540042655979953,0.3678859376834316,1.9522863329763223,3,,
B23,ft,tr_18,historical_test_fold_refit,SBI,0.6354132014267222,-0.3186715650166292,1.8596869553556976,3,,
B23,ft,tr_2,historical_test_fold_refit,SBI,0.010245221520136774,-0.2504388591407793,0.2667378226517565,3,,
B23,ft,tr_20,historical_test_fold_refit,SBI,0.9641193266762312,-0.23761752555306342,2.364697459482718,3,,
B23,ft,tr_22,historical_test_fold_refit,SBI,0.9478835762313477,-0.39135277693632003,2.5416142754660536,3,,
B23,ft,tr_24,historical_test_fold_refit,SBI,1.4496299971603996,0.7220378891881549,2.406396974369234,3,,
B23,ft,tr_4,historical_test_fold_refit,SBI,0.2516032312383954,0.15305303527009506,0.33774149655237556,3,,
B23,ft,tr_6,historical_test_fold_refit,SBI,0.23695214974028742,0.0676924023656994,0.3649488159273792,3,,
B23,ft,tr_8,historical_test_fold_refit,SBI,0.42933094540859323,0.3807995863526727,0.4767233425426106,3,,
B23,mfcc39,mfcc39,historical_test_fold_refit,SBI,0.5085495455189404,-0.1183024023930227,1.1538301698317,3,,
B23,strf24_legacy,strf24_legacy,historical_test_fold_refit,SBI,0.2827177847046936,-0.5003376954469709,1.0030822092778418,3,,
X21,base,cnn_2,historical_test_fold_refit,SBI,6.487156423836257,4.925557773941042,7.686340852348376,3,,
X21,base,cnn_3,historical_test_fold_refit,SBI,6.1050659884532905,4.6165963313651925,7.298819284097443,3,,
X21,base,cnn_4,historical_test_fold_refit,SBI,5.8796827060925025,4.34362429565493,7.115172681843049,3,,
X21,base,cnn_5,historical_test_fold_refit,SBI,5.7000395175569265,3.968735742325164,7.016445249714165,3,,
X21,base,cnn_6,historical_test_fold_refit,SBI,5.794552520163175,4.078385385572513,7.19332804399993,3,,
X21,base,tr_0,historical_test_fold_refit,SBI,6.182888154548732,4.394475586128976,7.665158682739197,3,,
X21,base,tr_10,historical_test_fold_refit,SBI,6.894699568716631,5.571552020648227,7.877998835728966,3,,
X21,base,tr_12,historical_test_fold_refit,SBI,7.0257134746604235,5.485812923927417,8.221666074668313,3,,
X21,base,tr_14,historical_test_fold_refit,SBI,7.647713412807948,6.261957616756965,8.689883843470696,3,,
X21,base,tr_16,historical_test_fold_refit,SBI,7.098823718443977,5.263796904893819,8.506335882902599,3,,
X21,base,tr_18,historical_test_fold_refit,SBI,7.26704733988007,5.767625070127922,8.391692949039019,3,,
X21,base,tr_2,historical_test_fold_refit,SBI,6.954196600101386,5.251483221106368,8.38895687567758,3,,
X21,base,tr_20,historical_test_fold_refit,SBI,7.964889997873819,6.824460371638956,8.847886590531246,3,,
X21,base,tr_22,historical_test_fold_refit,SBI,8.074948251805523,6.838218625743454,9.125439088151168,3,,
X21,base,tr_24,historical_test_fold_refit,SBI,7.761770407070263,6.013269084587838,9.34779485258477,3,,
X21,base,tr_4,historical_test_fold_refit,SBI,6.905293799066167,5.269295751512334,8.17542906761936,3,,
X21,base,tr_6,historical_test_fold_refit,SBI,6.78303493029669,5.319796069713315,7.9516867912724045,3,,
X21,base,tr_8,historical_test_fold_refit,SBI,7.505848412145298,6.102036647554099,8.595415205856796,3,,
X21,ft,cnn_2,historical_test_fold_refit,SBI,6.487156423836257,4.925557773941042,7.686340852348376,3,,
X21,ft,cnn_3,historical_test_fold_refit,SBI,6.1050659884532905,4.6165963313651925,7.298819284097443,3,,
X21,ft,cnn_4,historical_test_fold_refit,SBI,5.8796827060925025,4.34362429565493,7.115172681843049,3,,
X21,ft,cnn_5,historical_test_fold_refit,SBI,5.7000395175569265,3.968735742325164,7.016445249714165,3,,
X21,ft,cnn_6,historical_test_fold_refit,SBI,5.794552520163175,4.078385385572513,7.19332804399993,3,,
X21,ft,tr_0,historical_test_fold_refit,SBI,6.2802431312953155,4.3204833665108255,7.871217107467547,3,,
X21,ft,tr_10,historical_test_fold_refit,SBI,6.7821893826506425,5.300613231820302,7.894091561440741,3,,
X21,ft,tr_12,historical_test_fold_refit,SBI,6.344000794083296,4.639963651784119,7.60826292267389,3,,
X21,ft,tr_14,historical_test_fold_refit,SBI,6.897651761705402,5.332345339805115,8.10095844575009,3,,
X21,ft,tr_16,historical_test_fold_refit,SBI,6.443370822881356,4.653260499738868,7.889326294601477,3,,
X21,ft,tr_18,historical_test_fold_refit,SBI,6.664100284601588,5.1831187040200195,7.8304531925727,3,,
X21,ft,tr_2,historical_test_fold_refit,SBI,6.6713227729365165,5.008269387895005,8.053432977772204,3,,
X21,ft,tr_20,historical_test_fold_refit,SBI,6.443194924957635,4.724614753690246,7.74691360800688,3,,
X21,ft,tr_22,historical_test_fold_refit,SBI,7.970867183975346,6.7276684224644585,8.994375438524335,3,,
X21,ft,tr_24,historical_test_fold_refit,SBI,7.679415543630327,6.837599827792774,8.42812182231784,3,,
X21,ft,tr_4,historical_test_fold_refit,SBI,6.653674196937058,5.157553611026417,7.8646222092251925,3,,
X21,ft,tr_6,historical_test_fold_refit,SBI,6.866621128091982,5.215811088752227,8.109879188347925,3,,
X21,ft,tr_8,historical_test_fold_refit,SBI,6.385882112004881,4.860348031844712,7.602508616595418,3,,
X21,mfcc39,mfcc39,historical_test_fold_refit,SBI,5.736440298207252,4.158159596126336,7.037424632309984,3,,
X21,strf24_legacy,strf24_legacy,historical_test_fold_refit,SBI,5.723491037583842,3.8891487615125158,7.245232385689131,3,,
AN19,,cnn_2,historical_test_fold_refit,HVE,0.31788915322289774,-0.15247380502722993,0.8635564801731529,3,base,between_type_word
AN19,,cnn_3,historical_test_fold_refit,HVE,0.44154982610571364,-0.16047135085772474,1.039497045119676,3,base,between_type_word
AN19,,cnn_4,historical_test_fold_refit,HVE,0.6212335193309593,-0.0026540516302062667,1.2695593638088292,3,base,between_type_word
AN19,,cnn_5,historical_test_fold_refit,HVE,0.62912928005731,-0.24478760421059717,1.6414233563757397,3,base,between_type_word
AN19,,cnn_6,historical_test_fold_refit,HVE,0.20746163893926392,-0.4171039074262073,0.930205267312847,3,base,between_type_word
AN19,,tr_0,historical_test_fold_refit,HVE,0.3272351839891131,-0.34449701098240504,1.079902065601038,3,base,between_type_word
AN19,,tr_10,historical_test_fold_refit,HVE,0.17349262530823398,-0.6067182353191245,1.1872205616950655,3,base,between_type_word
AN19,,tr_12,historical_test_fold_refit,HVE,0.3877120407810309,-0.4466919799170798,1.4390276378259397,3,base,between_type_word
AN19,,tr_14,historical_test_fold_refit,HVE,0.49025174568120566,-0.35986055267833705,1.4710212848600597,3,base,between_type_word
AN19,,tr_16,historical_test_fold_refit,HVE,0.685040574433995,-0.21495316984432708,1.7644233363399693,3,base,between_type_word
AN19,,tr_18,historical_test_fold_refit,HVE,0.598454435004572,-0.3050709828821576,1.6778256521722494,3,base,between_type_word
AN19,,tr_2,historical_test_fold_refit,HVE,0.28169205438964834,-0.2901438205083607,0.844617675283386,3,base,between_type_word
AN19,,tr_20,historical_test_fold_refit,HVE,0.46336843016224893,-0.42228593825716815,1.5764511941557169,3,base,between_type_word
AN19,,tr_22,historical_test_fold_refit,HVE,0.5181082898687697,-0.1420661855555043,1.192564912558652,3,base,between_type_word
AN19,,tr_24,historical_test_fold_refit,HVE,0.7915493048575569,-0.06585552835273016,1.7513640949794982,3,base,between_type_word
AN19,,tr_4,historical_test_fold_refit,HVE,0.3733263448443204,-0.31024047600832216,1.1387138926726397,3,base,between_type_word
AN19,,tr_6,historical_test_fold_refit,HVE,0.01572169896977162,-0.5068267553389716,0.7097518312660209,3,base,between_type_word
AN19,,tr_8,historical_test_fold_refit,HVE,0.16866316834876463,-0.5849412350703324,1.1489299331798042,3,base,between_type_word
AN19,,cnn_2,historical_test_fold_refit,HVE,-0.6948685657189273,-1.1922751539462366,-0.1762383856512916,3,base,mean_dissimilarity_word
AN19,,cnn_3,historical_test_fold_refit,HVE,-0.7256494341070431,-1.1324565794392782,-0.2062363009976389,3,base,mean_dissimilarity_word
AN19,,cnn_4,historical_test_fold_refit,HVE,-0.5155530898040769,-1.2095514269712537,0.1423128305494184,3,base,mean_dissimilarity_word
AN19,,cnn_5,historical_test_fold_refit,HVE,-0.46673329816105236,-0.955868856047783,0.039165761921206584,3,base,mean_dissimilarity_word
AN19,,cnn_6,historical_test_fold_refit,HVE,-0.6385269707592377,-1.419267129003792,0.025891391073480752,3,base,mean_dissimilarity_word
AN19,,tr_0,historical_test_fold_refit,HVE,-0.46290384170775783,-0.8848261651475323,-0.09373840217609386,3,base,mean_dissimilarity_word
AN19,,tr_10,historical_test_fold_refit,HVE,-0.7509709841791743,-1.492593521806818,-0.08432301007229479,3,base,mean_dissimilarity_word
AN19,,tr_12,historical_test_fold_refit,HVE,-0.7204589476515357,-1.6554613343944684,0.09343228702139104,3,base,mean_dissimilarity_word
AN19,,tr_14,historical_test_fold_refit,HVE,-0.7424441631283943,-1.6782819079456932,0.061600731566188706,3,base,mean_dissimilarity_word
AN19,,tr_16,historical_test_fold_refit,HVE,-0.7047141076005218,-1.7180592318425598,0.1346028332738406,3,base,mean_dissimilarity_word
AN19,,tr_18,historical_test_fold_refit,HVE,-0.5901154474996583,-1.5430214472499355,0.23179933187286555,3,base,mean_dissimilarity_word
AN19,,tr_2,historical_test_fold_refit,HVE,-0.5050404356656423,-0.9189946998971065,-0.08704269709262014,3,base,mean_dissimilarity_word
AN19,,tr_20,historical_test_fold_refit,HVE,-0.621827364212073,-1.4628568821363361,0.13083769594546324,3,base,mean_dissimilarity_word
AN19,,tr_22,historical_test_fold_refit,HVE,-0.7306796465530124,-1.653525696715882,0.06605630300582638,3,base,mean_dissimilarity_word
AN19,,tr_24,historical_test_fold_refit,HVE,-0.683505455584683,-1.659500772460085,0.14996103552823112,3,base,mean_dissimilarity_word
AN19,,tr_4,historical_test_fold_refit,HVE,-0.5213621821148607,-0.9426102298987041,-0.13092270205695344,3,base,mean_dissimilarity_word
AN19,,tr_6,historical_test_fold_refit,HVE,-0.7344544165867224,-1.2998231852205941,-0.18880504726773711,3,base,mean_dissimilarity_word
AN19,,tr_8,historical_test_fold_refit,HVE,-0.7131790625376989,-1.4965351746153612,-0.0003769043112573367,3,base,mean_dissimilarity_word
AN19,,cnn_2,historical_test_fold_refit,HVE,0.06400923967705334,-0.15951101929113295,0.24625445378210334,3,base,order_word
AN19,,cnn_3,historical_test_fold_refit,HVE,0.19391252949095036,-0.18658145623838637,0.5072622301845974,3,base,order_word
AN19,,cnn_4,historical_test_fold_refit,HVE,0.3903608888235721,-0.03328572320267946,0.9384674401508161,3,base,order_word
AN19,,cnn_5,historical_test_fold_refit,HVE,0.4315160165548882,0.002510183715041865,0.9290929707255519,3,base,order_word
AN19,,cnn_6,historical_test_fold_refit,HVE,0.4083054012375725,-0.027974391799088345,0.9371513423428633,3,base,order_word
AN19,,tr_0,historical_test_fold_refit,HVE,0.5382565577005917,-0.01868817770309067,1.0214307516970513,3,base,order_word
AN19,,tr_10,historical_test_fold_refit,HVE,0.6784331076715775,0.031991432801140876,1.3764667144268,3,base,order_word
AN19,,tr_12,historical_test_fold_refit,HVE,0.39110822583624366,-0.04193866775869015,0.8818311637310368,3,base,order_word
AN19,,tr_14,historical_test_fold_refit,HVE,0.4963853967332947,0.1418443893059341,0.8815645931839508,3,base,order_word
AN19,,tr_16,historical_test_fold_refit,HVE,0.8110675156898893,0.26478426901301927,1.3569161978312678,3,base,order_word
AN19,,tr_18,historical_test_fold_refit,HVE,0.6715085412889437,0.2675015080343106,1.0803492089420017,3,base,order_word
AN19,,tr_2,historical_test_fold_refit,HVE,0.7441927100957412,-0.013540962941533508,1.658343499002873,3,base,order_word
AN19,,tr_20,historical_test_fold_refit,HVE,0.1873812250065107,-0.15657528036797064,0.6301190213847317,3,base,order_word
AN19,,tr_22,historical_test_fold_refit,HVE,0.3888841838854304,-0.03496983763589306,0.8422023901630058,3,base,order_word
AN19,,tr_24,historical_test_fold_refit,HVE,0.867713408457086,0.3696307676315201,1.3102838412079247,3,base,order_word
AN19,,tr_4,historical_test_fold_refit,HVE,0.777312103089843,-0.06694794597673685,1.7182758323193015,3,base,order_word
AN19,,tr_6,historical_test_fold_refit,HVE,0.7115386916283885,0.1203888544279818,1.2642029384069706,3,base,order_word
AN19,,tr_8,historical_test_fold_refit,HVE,0.7865936093329045,0.057059536307916645,1.5774876438698195,3,base,order_word
AN19,,cnn_2,historical_test_fold_refit,HVE,-0.008431704727402326,-0.3242404445355899,0.3769985214635746,3,base,overall
AN19,,cnn_3,historical_test_fold_refit,HVE,-0.19402508019423434,-0.512972047739306,0.14269052233303153,3,base,overall
AN19,,cnn_4,historical_test_fold_refit,HVE,-0.10729174428194382,-0.18577208926171201,-0.032204881993755215,3,base,overall
AN19,,cnn_5,historical_test_fold_refit,HVE,0.27180233138500415,-0.12674861441350643,0.7796139399264116,3,base,overall
AN19,,cnn_6,historical_test_fold_refit,HVE,-0.23386297679116766,-0.48037462903705297,0.06896864038283053,3,base,overall
AN19,,tr_0,historical_test_fold_refit,HVE,0.09831892657853124,-0.15097298928972322,0.40826623258105865,3,base,overall
AN19,,tr_10,historical_test_fold_refit,HVE,0.04634110880774563,-0.5430129974647305,0.7507124894109568,3,base,overall
AN19,,tr_12,historical_test_fold_refit,HVE,-0.14464685939896835,-0.3931907027525622,0.14249301537571135,3,base,overall
AN19,,tr_14,historical_test_fold_refit,HVE,0.0339878612549979,-0.382663379124658,0.44216780739204437,3,base,overall
AN19,,tr_16,historical_test_fold_refit,HVE,-0.31710219404749374,-1.3968313926994338,0.5195161873931148,3,base,overall
AN19,,tr_18,historical_test_fold_refit,HVE,-0.5403618429743416,-1.5768667097987108,0.2309490668855663,3,base,overall
AN19,,tr_2,historical_test_fold_refit,HVE,-0.4907374237945837,-0.7638897512462312,-0.24364112302722385,3,base,overall
AN19,,tr_20,historical_test_fold_refit,HVE,-0.522411409125818,-1.2411586781788775,0.010090147042967727,3,base,overall
AN19,,tr_22,historical_test_fold_refit,HVE,-0.24908786418219964,-1.206920543894122,0.504022791949419,3,base,overall
AN19,,tr_24,historical_test_fold_refit,HVE,-0.4225270968942063,-1.3535602103419373,0.2733949574344656,3,base,overall
AN19,,tr_4,historical_test_fold_refit,HVE,-0.10974697424403934,-0.665903390540988,0.5746026813810784,3,base,overall
AN19,,tr_6,historical_test_fold_refit,HVE,0.11541102961231335,-0.5237887079009091,0.8860931621571593,3,base,overall
AN19,,tr_8,historical_test_fold_refit,HVE,-0.15489172013626343,-0.4543819076576493,0.10669681482320503,3,base,overall
AN19,,cnn_2,historical_test_fold_refit,HVE,-0.4291640224964657,-0.9519801830827965,-0.02676541331373642,3,base,within_token_word
AN19,,cnn_3,historical_test_fold_refit,HVE,-0.3864114890499612,-1.1514697598446102,0.2525092480003328,3,base,within_token_word
AN19,,cnn_4,historical_test_fold_refit,HVE,0.07323437892073277,-0.19977320799092016,0.38046596066816485,3,base,within_token_word
AN19,,cnn_5,historical_test_fold_refit,HVE,0.3680975839319636,8.845215551728236e-05,0.6412203614263473,3,base,within_token_word
AN19,,cnn_6,historical_test_fold_refit,HVE,0.1440674657604776,-0.5256750823447714,0.9472313488132864,3,base,within_token_word
AN19,,tr_0,historical_test_fold_refit,HVE,0.15251760531690678,-0.23547310933249077,0.6084236005924314,3,base,within_token_word
AN19,,tr_10,historical_test_fold_refit,HVE,0.15140291588080834,-0.1647109487888098,0.5747821106410393,3,base,within_token_word
AN19,,tr_12,historical_test_fold_refit,HVE,-0.21290480368773004,-0.7606869906562621,0.2668490444732069,3,base,within_token_word
AN19,,tr_14,historical_test_fold_refit,HVE,-0.25794363304135,-1.1893062534939525,0.45059228581839633,3,base,within_token_word
AN19,,tr_16,historical_test_fold_refit,HVE,-0.38416948521028965,-1.491274545720123,0.46059950229696894,3,base,within_token_word
AN19,,tr_18,historical_test_fold_refit,HVE,-0.550406055629155,-1.6789657816669221,0.2879852379755587,3,base,within_token_word
AN19,,tr_2,historical_test_fold_refit,HVE,-0.7534836306823823,-1.6741728062113284,0.033938004865991384,3,base,within_token_word
AN19,,tr_20,historical_test_fold_refit,HVE,-0.47348318508390136,-1.472626892023545,0.297316696942765,3,base,within_token_word
AN19,,tr_22,historical_test_fold_refit,HVE,-0.26843914548338565,-1.3213457239698023,0.5628393057024846,3,base,within_token_word
AN19,,tr_24,historical_test_fold_refit,HVE,-0.5439486737342624,-1.6564089707115697,0.28248490617202826,3,base,within_token_word
AN19,,tr_4,historical_test_fold_refit,HVE,-0.8047200921735879,-1.6322266585765788,-0.10416796119592325,3,base,within_token_word
AN19,,tr_6,historical_test_fold_refit,HVE,-0.012460581517855016,-0.3504880794120073,0.3835783834510933,3,base,within_token_word
AN19,,tr_8,historical_test_fold_refit,HVE,0.059513665660726335,-0.2962358265760966,0.4961483587613399,3,base,within_token_word
AN19,,cnn_2,historical_test_fold_refit,HVE,-0.5006696080075398,-0.9839157124129669,-0.04434831852226955,3,base,within_type_word
AN19,,cnn_3,historical_test_fold_refit,HVE,-0.5702507603333024,-1.1484212055076637,-0.0983948588184474,3,base,within_type_word
AN19,,cnn_4,historical_test_fold_refit,HVE,-0.357618858528193,-0.8584040773978713,0.1528976803864908,3,base,within_type_word
AN19,,cnn_5,historical_test_fold_refit,HVE,-0.22992848259677667,-0.4797891877566358,0.03594313126915813,3,base,within_type_word
AN19,,cnn_6,historical_test_fold_refit,HVE,-0.463825462856101,-1.0113226459002318,0.027512367396329448,3,base,within_type_word
AN19,,tr_0,historical_test_fold_refit,HVE,-0.09710633901583267,-0.3683694551649942,0.1847884549266961,3,base,within_type_word
AN19,,tr_10,historical_test_fold_refit,HVE,-0.4182977244417387,-0.8759607427494329,0.08623907014641485,3,base,within_type_word
AN19,,tr_12,historical_test_fold_refit,HVE,0.14473571617898806,-0.044881107031637266,0.38454205027398625,3,base,within_type_word
AN19,,tr_14,historical_test_fold_refit,HVE,0.093924242383684,-0.16669824357730562,0.2914107249432866,3,base,within_type_word
AN19,,tr_16,historical_test_fold_refit,HVE,-0.08682815944990978,-0.3324861636028559,0.13164894460358817,3,base,within_type_word
AN19,,tr_18,historical_test_fold_refit,HVE,0.21122491804031965,-0.11436921028492611,0.5114879273379973,3,base,within_type_word
AN19,,tr_2,historical_test_fold_refit,HVE,-0.3234080696827531,-0.7854830895349266,0.030176072708768247,3,base,within_type_word
AN19,,tr_20,historical_test_fold_refit,HVE,0.04382101783533069,-0.1235999146866313,0.250523111769836,3,base,within_type_word
AN19,,tr_22,historical_test_fold_refit,HVE,-0.10053077117819358,-0.5016736675746102,0.2661240805628988,3,base,within_type_word
AN19,,tr_24,historical_test_fold_refit,HVE,-0.1634727310776247,-0.4728320536573173,0.20137012484435113,3,base,within_type_word
AN19,,tr_4,historical_test_fold_refit,HVE,-0.3067448357708059,-0.7686536401525512,0.06918058395377133,3,base,within_type_word
AN19,,tr_6,historical_test_fold_refit,HVE,-0.1546989303259205,-0.5861691839698087,0.20154164063257465,3,base,within_type_word
AN19,,tr_8,historical_test_fold_refit,HVE,-0.5698813552270673,-1.0685411808471081,0.01358616058604531,3,base,within_type_word
AN19,,cnn_2,historical_test_fold_refit,HVE,0.31788915322289774,-0.15247380502722993,0.8635564801731529,3,ft,between_type_word
AN19,,cnn_3,historical_test_fold_refit,HVE,0.44154982610571364,-0.16047135085772474,1.039497045119676,3,ft,between_type_word
AN19,,cnn_4,historical_test_fold_refit,HVE,0.6212335193309593,-0.0026540516302062667,1.2695593638088292,3,ft,between_type_word
AN19,,cnn_5,historical_test_fold_refit,HVE,0.62912928005731,-0.24478760421059717,1.6414233563757397,3,ft,between_type_word
AN19,,cnn_6,historical_test_fold_refit,HVE,0.20746163893926392,-0.4171039074262073,0.930205267312847,3,ft,between_type_word
AN19,,tr_0,historical_test_fold_refit,HVE,0.18659295418300262,-0.23568759768080141,0.5856642172116406,3,ft,between_type_word
AN19,,tr_10,historical_test_fold_refit,HVE,0.32167490188880904,-0.22542497685750423,1.0001711190798714,3,ft,between_type_word
AN19,,tr_12,historical_test_fold_refit,HVE,0.5729336752976253,-0.1326325083265188,1.3153717169687544,3,ft,between_type_word
AN19,,tr_14,historical_test_fold_refit,HVE,0.5089294377290594,-0.12297591460177178,1.178487664662277,3,ft,between_type_word
