dataset_id,participant_id,presentation_index,segment_id,source_filename,source_condition,source_list,source_trial,order_status
B23,B23.2003,55,B23-BRP-HT2-utt014,ALL_006_M_PBR_ENG_HT2_THE BROOM WAS IN THE CORNER.wav,BRP,BRP,55,available
B23,B23.2003,56,B23-BRP-HT1-utt030,ALL_006_M_PBR_ENG_HT1_HE GREW LOTS OF VEGETABLES.wav,BRP,BRP,56,available
B23,B23.2003,57,B23-BRP-HT2-utt088,ALL_006_M_PBR_ENG_HT2_SUGAR IS VERY SWEET.wav,BRP,BRP,57,available
B23,B23.2003,58,B23-BRP-HT1-utt104,ALL_006_M_PBR_ENG_HT1_A TOWEL IS NEAR THE SINK.wav,BRP,BRP,58,available
B23,B23.2003,59,B23-BRP-HT2-utt104,ALL_006_M_PBR_ENG_HT2_THE TEAPOT IS VERY HOT.wav,BRP,BRP,59,available
B23,B23.2003,60,B23-BRP-HT1-utt060,ALL_006_M_PBR_ENG_HT1_THE ROAD GOES UP A HILL.wav,BRP,BRP,60,available
B23,B23.2005,1,B23-TUR-HT1-utt028,ALL_090_F_TUR_ENG_HT1_THE BANANAS ARE TOO RIPE.wav,TUR,TUR,1,available
B23,B23.2005,2,B23-TUR-HT1-utt048,ALL_090_F_TUR_ENG_HT1_HER COAT IS ON A CHAIR.wav,TUR,TUR,2,available
B23,B23.2005,3,B23-TUR-HT2-utt090,ALL_090_F_TUR_ENG_HT2_THE TWO CHILDREN ARE LAUGHING.wav,TUR,TUR,3,available
B23,B23.2005,4,B23-TUR-HT1-utt036,ALL_090_F_TUR_ENG_HT1_HE HUNG UP HIS RAINCOAT.wav,TUR,TUR,4,available
B23,B23.2005,5,B23-TUR-HT2-utt024,ALL_090_F_TUR_ENG_HT2_THEY TOOK SOME FOOD OUTSIDE.wav,TUR,TUR,5,available
B23,B23.2005,6,B23-TUR-HT2-utt018,ALL_090_F_TUR_ENG_HT2_SHE LOST HER CREDIT CARD.wav,TUR,TUR,6,available
B23,B23.2005,7,B23-TUR-HT1-utt104,ALL_090_F_TUR_ENG_HT1_A TOWEL IS NEAR THE SINK.wav,TUR,TUR,7,available
B23,B23.2005,8,B23-TUR-HT1-utt092,ALL_090_F_TUR_ENG_HT1_THE CHILD DRANK SOME FRESH MILK.wav,TUR,TUR,8,available
B23,B23.2005,9,B23-TUR-HT1-utt088,ALL_090_F_TUR_ENG_HT1_RAIN IS GOOD FOR TREES.wav,TUR,TUR,9,available
B23,B23.2005,10,B23-TUR-HT2-utt106,ALL_090_F_TUR_ENG_HT2_THE APPLE PIE IS GOOD.wav,TUR,TUR,10,available
B23,B23.2005,11,B23-TUR-HT2-utt092,ALL_090_F_TUR_ENG_HT2_THE FIRE TRUCK IS COMING.wav,TUR,TUR,11,available
B23,B23.2005,12,B23-TUR-HT1-utt050,ALL_090_F_TUR_ENG_HT1_THE GIRL IS FIXING HER DRESS.wav,TUR,TUR,12,available
B23,B23.2005,13,B23-TUR-HT2-utt056,ALL_090_F_TUR_ENG_HT2_SOMEONE IS CROSSING THE ROAD.wav,TUR,TUR,13,available
B23,B23.2005,14,B23-TUR-HT1-utt078,ALL_090_F_TUR_ENG_HT1_MILK COMES IN A CARTON.wav,TUR,TUR,14,available
B23,B23.2005,15,B23-TUR-HT1-utt102,ALL_090_F_TUR_ENG_HT1_THE BOY IS RUNNING AWAY.wav,TUR,TUR,15,available
B23,B23.2005,16,B23-TUR-HT2-utt054,ALL_090_F_TUR_ENG_HT2_THEY CARRIED SOME SHOPPING BAGS.wav,TUR,TUR,16,available
B23,B23.2005,17,B23-TUR-HT1-utt108,ALL_090_F_TUR_ENG_HT1_HE'S SKATING WITH HIS FRIEND.wav,TUR,TUR,17,available
B23,B23.2005,18,B23-TUR-HT2-utt120,ALL_090_F_TUR_ENG_HT2_HE CLIMBED UP THE LADDER.wav,TUR,TUR,18,available
B23,B23.2005,19,B23-TUR-HT2-utt026,ALL_090_F_TUR_ENG_HT2_THE YOUNG PEOPLE ARE DANCING.wav,TUR,TUR,19,available
B23,B23.2005,20,B23-TUR-HT1-utt058,ALL_090_F_TUR_ENG_HT1_FATHER FORGOT THE BREAD.wav,TUR,TUR,20,available
B23,B23.2005,21,B23-TUR-HT2-utt116,ALL_090_F_TUR_ENG_HT2_THEY CALLED AN AMBULANCE.wav,TUR,TUR,21,available
B23,B23.2005,22,B23-TUR-HT2-utt108,ALL_090_F_TUR_ENG_HT2_THE JELLY JAR WAS FULL.wav,TUR,TUR,22,available
B23,B23.2005,23,B23-TUR-HT2-utt114,ALL_090_F_TUR_ENG_HT2_THE COW IS MILKED EVERY DAY.wav,TUR,TUR,23,available
B23,B23.2005,24,B23-TUR-HT2-utt086,ALL_090_F_TUR_ENG_HT2_THE BOY RAN AWAY FROM SCHOOL.wav,TUR,TUR,24,available
B23,B23.2005,25,B23-TUR-HT2-utt062,ALL_090_F_TUR_ENG_HT2_THEY'RE RUNNING PAST THE HOUSE.wav,TUR,TUR,25,available
B23,B23.2005,26,B23-TUR-HT2-utt104,ALL_090_F_TUR_ENG_HT2_THE TEAPOT IS VERY HOT.wav,TUR,TUR,26,available
B23,B23.2005,27,B23-TUR-HT2-utt076,ALL_090_F_TUR_ENG_HT2_THEY ARE COMING FOR DINNER.wav,TUR,TUR,27,available
B23,B23.2005,28,B23-TUR-HT1-utt068,ALL_090_F_TUR_ENG_HT1_SHE CUT THE STEAK WITH HER KNIFE.wav,TUR,TUR,28,available
B23,B23.2005,29,B23-TUR-HT1-utt032,ALL_090_F_TUR_ENG_HT1_SHE ARGUES WITH HER SISTER.wav,TUR,TUR,29,available
B23,B23.2005,30,B23-TUR-HT1-utt046,ALL_090_F_TUR_ENG_HT1_THE CHILDREN WAVED AT THE TRAIN.wav,TUR,TUR,30,available
B23,B23.2005,31,B23-TUR-HT2-utt070,ALL_090_F_TUR_ENG_HT2_THE BUS LEAVES BEFORE THE TRAIN.wav,TUR,TUR,31,available
B23,B23.2005,32,B23-TUR-HT2-utt036,ALL_090_F_TUR_ENG_HT2_THE TRUCK DROVE UP THE ROAD.wav,TUR,TUR,32,available
B23,B23.2005,33,B23-TUR-HT2-utt052,ALL_090_F_TUR_ENG_HT2_THE CHILDREN HELPED THEIR TEACHER.wav,TUR,TUR,33,available
B23,B23.2005,34,B23-TUR-HT1-utt114,ALL_090_F_TUR_ENG_HT1_SHE TOOK OFF HER FUR COAT.wav,TUR,TUR,34,available
B23,B23.2005,35,B23-TUR-HT1-utt072,ALL_090_F_TUR_ENG_HT1_THE FOOD IS EXPENSIVE.wav,TUR,TUR,35,available
B23,B23.2005,36,B23-TUR-HT1-utt106,ALL_090_F_TUR_ENG_HT1_FLOWERS CAN GROW IN THE POT.wav,TUR,TUR,36,available
B23,B23.2005,37,B23-TUR-HT1-utt082,ALL_090_F_TUR_ENG_HT1_THE HOUSE HAD NINE BEDROOMS.wav,TUR,TUR,37,available
B23,B23.2005,38,B23-TUR-HT1-utt014,ALL_090_F_TUR_ENG_HT1_THE FIRE WAS VERY HOT.wav,TUR,TUR,38,available
B23,B23.2005,39,B23-TUR-HT2-utt078,ALL_090_F_TUR_ENG_HT2_THEY WANTED SOME POTATOES.wav,TUR,TUR,39,available
B23,B23.2005,40,B23-TUR-HT2-utt100,ALL_090_F_TUR_ENG_HT2_THERE WAS A BAD TRAIN WRECK.wav,TUR,TUR,40,available
B23,B23.2005,41,B23-TUR-HT1-utt026,ALL_090_F_TUR_ENG_HT1_THE FAMILY LIKES FISH.wav,TUR,TUR,41,available
B23,B23.2005,42,B23-TUR-HT2-utt082,ALL_090_F_TUR_ENG_HT2_SCHOOL GOT OUT EARLY TODAY.wav,TUR,TUR,42,available
B23,B23.2005,43,B23-TUR-HT2-utt012,ALL_090_F_TUR_ENG_HT2_THE MILK WAS BY THE FRONT DOOR.wav,TUR,TUR,43,available
B23,B23.2005,44,B23-TUR-HT1-utt012,ALL_090_F_TUR_ENG_HT1_SOMEBODY STOLE THE MONEY.wav,TUR,TUR,44,available
B23,B23.2005,45,B23-TUR-HT2-utt022,ALL_090_F_TUR_ENG_HT2_THE BOY DID A HANDSTAND.wav,TUR,TUR,45,available
B23,B23.2005,46,B23-TUR-HT1-utt074,ALL_090_F_TUR_ENG_HT1_THE CHILDREN ARE WALKING HOME.wav,TUR,TUR,46,available
B23,B23.2005,47,B23-TUR-HT1-utt060,ALL_090_F_TUR_ENG_HT1_THE ROAD GOES UP A HILL.wav,TUR,TUR,47,available
B23,B23.2005,48,B23-TUR-HT2-utt050,ALL_090_F_TUR_ENG_HT2_THE KITCHEN CLOCK WAS WRONG.wav,TUR,TUR,48,available
B23,B23.2005,49,B23-TUR-HT1-utt004,ALL_090_F_TUR_ENG_HT1_THE WIFE HELPED HER HUSBAND.wav,TUR,TUR,49,available
B23,B23.2005,50,B23-TUR-HT1-utt084,ALL_090_F_TUR_ENG_HT1_THEY'RE SHOPPING FOR SCHOOL CLOTHES.wav,TUR,TUR,50,available
B23,B23.2005,51,B23-TUR-HT1-utt090,ALL_090_F_TUR_ENG_HT1_THEY SAT ON A WOODEN BENCH.wav,TUR,TUR,51,available
B23,B23.2005,52,B23-TUR-HT2-utt034,ALL_090_F_TUR_ENG_HT2_THE MILK IS IN A PITCHER.wav,TUR,TUR,52,available
B23,B23.2005,53,B23-TUR-HT1-utt044,ALL_090_F_TUR_ENG_HT1_THE TABLE HAS THREE LEGS.wav,TUR,TUR,53,available
B23,B23.2005,54,B23-TUR-HT1-utt030,ALL_090_F_TUR_ENG_HT1_HE GREW LOTS OF VEGETABLES.wav,TUR,TUR,54,available
B23,B23.2005,55,B23-TUR-HT2-utt088,ALL_090_F_TUR_ENG_HT2_SUGAR IS VERY SWEET.wav,TUR,TUR,55,available
B23,B23.2005,56,B23-TUR-HT2-utt014,ALL_090_F_TUR_ENG_HT2_THE BROOM WAS IN THE CORNER.wav,TUR,TUR,56,available
B23,B23.2005,57,B23-TUR-HT1-utt064,ALL_090_F_TUR_ENG_HT1_THE FAMILY BOUGHT A HOUSE.wav,TUR,TUR,57,available
B23,B23.2005,58,B23-TUR-HT2-utt028,ALL_090_F_TUR_ENG_HT2_THEY WAITED FOR AN HOUR.wav,TUR,TUR,58,available
B23,B23.2005,59,B23-TUR-HT2-utt016,ALL_090_F_TUR_ENG_HT2_THE NEW ROAD IS ON THE MAP.wav,TUR,TUR,59,available
B23,B23.2005,60,B23-TUR-HT2-utt068,ALL_090_F_TUR_ENG_HT2_THE MILKMAN DRIVES A SMALL TRUCK.wav,TUR,TUR,60,available
B23,B23.2015,1,B23-TUR-HT2-utt012,ALL_090_F_TUR_ENG_HT2_THE MILK WAS BY THE FRONT DOOR.wav,TUR,TUR,1,available
B23,B23.2015,2,B23-TUR-HT1-utt012,ALL_090_F_TUR_ENG_HT1_SOMEBODY STOLE THE MONEY.wav,TUR,TUR,2,available
B23,B23.2015,3,B23-TUR-HT2-utt116,ALL_090_F_TUR_ENG_HT2_THEY CALLED AN AMBULANCE.wav,TUR,TUR,3,available
B23,B23.2015,4,B23-TUR-HT2-utt082,ALL_090_F_TUR_ENG_HT2_SCHOOL GOT OUT EARLY TODAY.wav,TUR,TUR,4,available
B23,B23.2015,5,B23-TUR-HT2-utt088,ALL_090_F_TUR_ENG_HT2_SUGAR IS VERY SWEET.wav,TUR,TUR,5,available
B23,B23.2015,6,B23-TUR-HT2-utt078,ALL_090_F_TUR_ENG_HT2_THEY WANTED SOME POTATOES.wav,TUR,TUR,6,available
B23,B23.2015,7,B23-TUR-HT1-utt090,ALL_090_F_TUR_ENG_HT1_THEY SAT ON A WOODEN BENCH.wav,TUR,TUR,7,available
B23,B23.2015,8,B23-TUR-HT2-utt024,ALL_090_F_TUR_ENG_HT2_THEY TOOK SOME FOOD OUTSIDE.wav,TUR,TUR,8,available
B23,B23.2015,9,B23-TUR-HT2-utt086,ALL_090_F_TUR_ENG_HT2_THE BOY RAN AWAY FROM SCHOOL.wav,TUR,TUR,9,available
B23,B23.2015,10,B23-TUR-HT1-utt092,ALL_090_F_TUR_ENG_HT1_THE CHILD DRANK SOME FRESH MILK.wav,TUR,TUR,10,available
B23,B23.2015,11,B23-TUR-HT1-utt036,ALL_090_F_TUR_ENG_HT1_HE HUNG UP HIS RAINCOAT.wav,TUR,TUR,11,available
B23,B23.2015,12,B23-TUR-HT2-utt018,ALL_090_F_TUR_ENG_HT2_SHE LOST HER CREDIT CARD.wav,TUR,TUR,12,available
B23,B23.2015,13,B23-TUR-HT1-utt032,ALL_090_F_TUR_ENG_HT1_SHE ARGUES WITH HER SISTER.wav,TUR,TUR,13,available
B23,B23.2015,14,B23-TUR-HT2-utt068,ALL_090_F_TUR_ENG_HT2_THE MILKMAN DRIVES A SMALL TRUCK.wav,TUR,TUR,14,available
B23,B23.2015,15,B23-TUR-HT2-utt014,ALL_090_F_TUR_ENG_HT2_THE BROOM WAS IN THE CORNER.wav,TUR,TUR,15,available
B23,B23.2015,16,B23-TUR-HT1-utt068,ALL_090_F_TUR_ENG_HT1_SHE CUT THE STEAK WITH HER KNIFE.wav,TUR,TUR,16,available
B23,B23.2015,17,B23-TUR-HT1-utt026,ALL_090_F_TUR_ENG_HT1_THE FAMILY LIKES FISH.wav,TUR,TUR,17,available
B23,B23.2015,18,B23-TUR-HT2-utt050,ALL_090_F_TUR_ENG_HT2_THE KITCHEN CLOCK WAS WRONG.wav,TUR,TUR,18,available
B23,B23.2015,19,B23-TUR-HT1-utt114,ALL_090_F_TUR_ENG_HT1_SHE TOOK OFF HER FUR COAT.wav,TUR,TUR,19,available
B23,B23.2015,20,B23-TUR-HT1-utt074,ALL_090_F_TUR_ENG_HT1_THE CHILDREN ARE WALKING HOME.wav,TUR,TUR,20,available
B23,B23.2015,21,B23-TUR-HT1-utt082,ALL_090_F_TUR_ENG_HT1_THE HOUSE HAD NINE BEDROOMS.wav,TUR,TUR,21,available
B23,B23.2015,22,B23-TUR-HT2-utt036,ALL_090_F_TUR_ENG_HT2_THE TRUCK DROVE UP THE ROAD.wav,TUR,TUR,22,available
B23,B23.2015,23,B23-TUR-HT1-utt088,ALL_090_F_TUR_ENG_HT1_RAIN IS GOOD FOR TREES.wav,TUR,TUR,23,available
B23,B23.2015,24,B23-TUR-HT1-utt102,ALL_090_F_TUR_ENG_HT1_THE BOY IS RUNNING AWAY.wav,TUR,TUR,24,available
B23,B23.2015,25,B23-TUR-HT2-utt106,ALL_090_F_TUR_ENG_HT2_THE APPLE PIE IS GOOD.wav,TUR,TUR,25,available
B23,B23.2015,26,B23-TUR-HT2-utt120,ALL_090_F_TUR_ENG_HT2_HE CLIMBED UP THE LADDER.wav,TUR,TUR,26,available
B23,B23.2015,27,B23-TUR-HT2-utt108,ALL_090_F_TUR_ENG_HT2_THE JELLY JAR WAS FULL.wav,TUR,TUR,27,available
B23,B23.2015,28,B23-TUR-HT1-utt084,ALL_090_F_TUR_ENG_HT1_THEY'RE SHOPPING FOR SCHOOL CLOTHES.wav,TUR,TUR,28,available
B23,B23.2015,29,B23-TUR-HT1-utt060,ALL_090_F_TUR_ENG_HT1_THE ROAD GOES UP A HILL.wav,TUR,TUR,29,available
B23,B23.2015,30,B23-TUR-HT1-utt064,ALL_090_F_TUR_ENG_HT1_THE FAMILY BOUGHT A HOUSE.wav,TUR,TUR,30,available
B23,B23.2015,31,B23-TUR-HT2-utt070,ALL_090_F_TUR_ENG_HT2_THE BUS LEAVES BEFORE THE TRAIN.wav,TUR,TUR,31,available
B23,B23.2015,32,B23-TUR-HT2-utt100,ALL_090_F_TUR_ENG_HT2_THERE WAS A BAD TRAIN WRECK.wav,TUR,TUR,32,available
B23,B23.2015,33,B23-TUR-HT2-utt054,ALL_090_F_TUR_ENG_HT2_THEY CARRIED SOME SHOPPING BAGS.wav,TUR,TUR,33,available
B23,B23.2015,34,B23-TUR-HT1-utt028,ALL_090_F_TUR_ENG_HT1_THE BANANAS ARE TOO RIPE.wav,TUR,TUR,34,available
B23,B23.2015,35,B23-TUR-HT2-utt062,ALL_090_F_TUR_ENG_HT2_THEY'RE RUNNING PAST THE HOUSE.wav,TUR,TUR,35,available
B23,B23.2015,36,B23-TUR-HT1-utt106,ALL_090_F_TUR_ENG_HT1_FLOWERS CAN GROW IN THE POT.wav,TUR,TUR,36,available
B23,B23.2015,37,B23-TUR-HT2-utt052,ALL_090_F_TUR_ENG_HT2_THE CHILDREN HELPED THEIR TEACHER.wav,TUR,TUR,37,available
B23,B23.2015,38,B23-TUR-HT1-utt048,ALL_090_F_TUR_ENG_HT1_HER COAT IS ON A CHAIR.wav,TUR,TUR,38,available
B23,B23.2015,39,B23-TUR-HT1-utt058,ALL_090_F_TUR_ENG_HT1_FATHER FORGOT THE BREAD.wav,TUR,TUR,39,available
B23,B23.2015,40,B23-TUR-HT1-utt078,ALL_090_F_TUR_ENG_HT1_MILK COMES IN A CARTON.wav,TUR,TUR,40,available
B23,B23.2015,41,B23-TUR-HT2-utt076,ALL_090_F_TUR_ENG_HT2_THEY ARE COMING FOR DINNER.wav,TUR,TUR,41,available
B23,B23.2015,42,B23-TUR-HT1-utt044,ALL_090_F_TUR_ENG_HT1_THE TABLE HAS THREE LEGS.wav,TUR,TUR,42,available
B23,B23.2015,43,B23-TUR-HT2-utt022,ALL_090_F_TUR_ENG_HT2_THE BOY DID A HANDSTAND.wav,TUR,TUR,43,available
B23,B23.2015,44,B23-TUR-HT2-utt016,ALL_090_F_TUR_ENG_HT2_THE NEW ROAD IS ON THE MAP.wav,TUR,TUR,44,available
B23,B23.2015,45,B23-TUR-HT1-utt050,ALL_090_F_TUR_ENG_HT1_THE GIRL IS FIXING HER DRESS.wav,TUR,TUR,45,available
B23,B23.2015,46,B23-TUR-HT2-utt114,ALL_090_F_TUR_ENG_HT2_THE COW IS MILKED EVERY DAY.wav,TUR,TUR,46,available
B23,B23.2015,47,B23-TUR-HT2-utt056,ALL_090_F_TUR_ENG_HT2_SOMEONE IS CROSSING THE ROAD.wav,TUR,TUR,47,available
B23,B23.2015,48,B23-TUR-HT2-utt090,ALL_090_F_TUR_ENG_HT2_THE TWO CHILDREN ARE LAUGHING.wav,TUR,TUR,48,available
B23,B23.2015,49,B23-TUR-HT2-utt026,ALL_090_F_TUR_ENG_HT2_THE YOUNG PEOPLE ARE DANCING.wav,TUR,TUR,49,available
B23,B23.2015,50,B23-TUR-HT2-utt092,ALL_090_F_TUR_ENG_HT2_THE FIRE TRUCK IS COMING.wav,TUR,TUR,50,available
B23,B23.2015,51,B23-TUR-HT1-utt104,ALL_090_F_TUR_ENG_HT1_A TOWEL IS NEAR THE SINK.wav,TUR,TUR,51,available
B23,B23.2015,52,B23-TUR-HT2-utt104,ALL_090_F_TUR_ENG_HT2_THE TEAPOT IS VERY HOT.wav,TUR,TUR,52,available
B23,B23.2015,53,B23-TUR-HT1-utt004,ALL_090_F_TUR_ENG_HT1_THE WIFE HELPED HER HUSBAND.wav,TUR,TUR,53,available
B23,B23.2015,54,B23-TUR-HT1-utt030,ALL_090_F_TUR_ENG_HT1_HE GREW LOTS OF VEGETABLES.wav,TUR,TUR,54,available
