dataset_id,feature_key,scope,fold,model_id,formula,optimizer,random_structure,selection_reason,n_rows,fit_ok,singular,convergence,warnings,error,log_likelihood,deviance,AIC,n_observations,fitted_condition_id
AN19,mfcc39,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,668,True,True,boundary (singular) fit: see help('isSingular'),,,-280.08015807583,330.212896564596,568.160316151659,668,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,621,True,False,ok,,,-285.826940214685,326.272502736955,577.65388042937,621,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,621,True,False,ok,,,-278.695564318688,335.509772899052,565.391128637376,621,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,621,True,False,ok,,,-286.130315860475,328.786073887167,578.260631720951,621,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,621,True,False,ok,,,-278.221493516363,334.011661387986,564.442987032726,621,AN19.Korean.test_Spanish
AN19,mfcc39,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",nloptwrap,participant_item_talker_intercepts,primary registered structure accepted,955,True,False,ok,,,-392.9421453377,509.632911729688,793.884290675399,955,AN19.Korean.test_Spanish
AN19,mfcc39,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",Nelder_Mead,participant_item_talker_intercepts,primary registered structure accepted,955,True,False,ok,,,-387.11534347734,517.929570469419,784.230686954679,955,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,668,True,True,boundary (singular) fit: see help('isSingular'),,,-285.641743298584,325.47897445302,577.283486597168,668,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,668,True,True,boundary (singular) fit: see help('isSingular'),,,-270.733525321461,321.636959873021,549.467050642922,668,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,621,True,False,ok,,,-285.770008127814,326.159924966044,579.540016255628,621,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,621,True,False,ok,,,-271.269301574422,327.50132422934,552.538603148844,621,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,621,True,False,ok,,,-286.130315860475,328.786073887167,578.260631720951,621,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,621,True,False,ok,,,-274.197968431512,333.262234716869,556.395936863024,621,AN19.Korean.test_Spanish
AN19,strf24_legacy,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,955,True,False,ok,,,-392.94214131207,509.632022491553,791.884282624139,955,AN19.Korean.test_Spanish
AN19,strf24_legacy,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,955,True,False,ok,,,-379.779843563386,512.193744980746,767.559687126773,955,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,564,True,False,ok,,,-306.032795865185,421.421970097498,620.065591730371,564,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,564,True,False,ok,,,-302.839419255453,427.602238211947,615.678838510906,564,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-333.00806253923,441.379999628108,674.01612507846,658,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-329.001329047466,447.821669517005,668.002658094932,658,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-320.968328969436,420.362532342726,649.936657938872,658,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-315.73954106246,425.930387093861,641.479082124919,658,AN19.Mixed.test_Korean
AN19,mfcc39,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,940,True,False,ok,,,-459.584884747372,663.427349693706,927.169769494745,940,AN19.Mixed.test_Korean
AN19,mfcc39,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,940,True,False,ok,,,-456.258287472451,670.453076226988,922.516574944902,940,AN19.Mixed.test_Korean
AN19,strf24_legacy,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,564,True,False,ok,,,-306.032795865185,421.421970097498,620.065591730371,564,AN19.Mixed.test_Korean
AN19,strf24_legacy,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,564,True,False,ok,,,-302.717497815929,428.11110366368,615.434995631859,564,AN19.Mixed.test_Korean
AN19,strf24_legacy,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-333.00806253923,441.379999628108,674.01612507846,658,AN19.Mixed.test_Korean
AN19,strf24_legacy,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-328.723698063516,447.870389481235,667.447396127031,658,AN19.Mixed.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-320.968328969436,420.362532342726,649.936657938872,658,AN19.Mixed.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-317.698294842967,427.139482136321,645.396589685934,658,AN19.Mixed.test_Korean
AN19,strf24_legacy,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,940,True,False,ok,,,-459.584884747372,663.427349693706,927.169769494745,940,AN19.Mixed.test_Korean
AN19,strf24_legacy,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,940,True,False,ok,,,-456.7030769355,670.972815039272,923.406153870999,940,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,611,True,False,ok,,,-288.736738152338,329.249909323305,583.473476304676,611,AN19.Mixed.test_Spanish
AN19,mfcc39,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,611,True,False,ok,,,-279.146389725179,331.971584904294,566.292779450358,611,AN19.Mixed.test_Spanish
AN19,mfcc39,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,658,True,False,ok,,,-287.139337209989,325.586526637351,580.278674419978,658,AN19.Mixed.test_Spanish
AN19,mfcc39,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,658,True,False,ok,,,-283.61668042611,328.025345230125,575.23336085222,658,AN19.Mixed.test_Spanish
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,611,True,False,ok,,,-275.568250839169,300.842398770622,557.136501678337,611,AN19.Mixed.test_Spanish
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,611,True,False,ok,,,-272.18856646695,306.077904511363,552.377132933899,611,AN19.Mixed.test_Spanish
AN19,mfcc39,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,940,True,False,ok,,,-392.026549758788,492.762444477319,790.053099517576,940,AN19.Mixed.test_Spanish
AN19,mfcc39,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,940,True,False,ok,,,-387.873998311933,496.062943350536,783.747996623867,940,AN19.Mixed.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,611,True,False,ok,,,-288.736738152338,329.249909323305,583.473476304676,611,AN19.Mixed.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,611,True,False,ok,,,-279.988306426027,337.519338908082,567.976612852055,611,AN19.Mixed.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",Nelder_Mead,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-287.136631457367,325.535134368169,582.273262914733,658,AN19.Mixed.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",Nelder_Mead,participant_item_talker_intercepts,primary registered structure accepted,658,True,False,ok,,,-284.012082612482,333.885023607344,578.024165224964,658,AN19.Mixed.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,611,True,False,ok,,,-275.568250839169,300.842398770622,557.136501678337,611,AN19.Mixed.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,611,True,False,ok,,,-269.81746702127,308.926278319113,547.634934042541,611,AN19.Mixed.test_Spanish
AN19,strf24_legacy,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,940,True,False,ok,,,-392.026549758788,492.762444477319,790.053099517576,940,AN19.Mixed.test_Spanish
AN19,strf24_legacy,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,940,True,False,ok,,,-387.768894992817,501.338300368238,783.537789985633,940,AN19.Mixed.test_Spanish
AN19,mfcc39,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,713,True,False,ok,,,-354.757183576641,469.98516255573,717.514367153283,713,AN19.Spanish.test_Korean
AN19,mfcc39,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,713,True,False,ok,,,-351.349707505765,469.818660831282,712.699415011531,713,AN19.Spanish.test_Korean
AN19,mfcc39,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,570,True,False,ok,,,-283.460632389483,355.25660580084,574.921264778967,570,AN19.Spanish.test_Korean
AN19,mfcc39,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",Nelder_Mead,participant_item_talker_intercepts,primary registered structure accepted,570,True,False,ok,,,-275.97897496023,346.528678264814,561.95794992046,570,AN19.Spanish.test_Korean
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,617,True,False,ok,,,-300.68676091262,366.637296642063,609.37352182524,617,AN19.Spanish.test_Korean
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,617,True,False,ok,,,-298.57626000151,367.383091741523,607.15252000302,617,AN19.Spanish.test_Korean
AN19,mfcc39,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,950,True,False,ok,,,-444.29773362872,615.249289895172,896.595467257439,950,AN19.Spanish.test_Korean
AN19,mfcc39,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,950,True,False,ok,,,-439.997872801575,613.100542638096,889.99574560315,950,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,713,True,False,ok,,,-354.757183576641,469.98516255573,717.514367153283,713,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,713,True,False,ok,,,-347.478432212446,471.824926944665,704.956864424892,713,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,570,True,False,ok,,,-283.460632389483,355.25660580084,574.921264778967,570,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",Nelder_Mead,participant_item_talker_intercepts,primary registered structure accepted,570,True,False,ok,,,-272.00343347473,341.337030914866,554.00686694946,570,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,617,True,False,ok,,,-300.68676091262,366.637296642063,609.37352182524,617,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,617,True,False,ok,,,-298.134932106319,371.696957350885,606.269864212638,617,AN19.Spanish.test_Korean
AN19,strf24_legacy,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,950,True,False,ok,,,-444.29773362872,615.249289895172,896.595467257439,950,AN19.Spanish.test_Korean
AN19,strf24_legacy,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,950,True,False,ok,,,-437.425976101985,614.901228211621,884.85195220397,950,AN19.Spanish.test_Korean
AN19,mfcc39,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,618,True,True,boundary (singular) fit: see help('isSingular'),,,-263.052894653055,287.416245905965,532.105789306109,618,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,618,True,True,boundary (singular) fit: see help('isSingular'),,,-255.553615368355,286.029051076971,519.107230736711,618,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,665,True,True,boundary (singular) fit: see help('isSingular'),,,-288.399471941908,333.62258450733,582.798943883816,665,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,665,True,True,boundary (singular) fit: see help('isSingular'),,,-281.44449405847,333.829564809126,570.88898811694,665,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,617,True,True,boundary (singular) fit: see help('isSingular'),,,-271.243951337883,302.59095322277,548.487902675767,617,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,617,True,True,boundary (singular) fit: see help('isSingular'),,,-265.534726048448,301.879622504529,539.069452096895,617,AN19.Spanish.test_Spanish
