dataset_id,model_variant,representation,layer,fold,type,fold_val,fold_train,alpha,k,z_train,z_test,poll_train,poll_test,optimism
B23,base,hubert_tsne_3d,tr_18,2,corrected,3,1,0.1,0.0010036789358764647,0.7240949042814311,2.7991479665531562,-0.08361628448201547,-0.08206557064435016,-0.018545596079419687
B23,base,hubert_tsne_3d,tr_18,3,corrected,1,2,0.1,0.0010037010865477953,2.799144670279492,1.3627827552519765,-0.08206557066537445,-0.07596443869830678,-0.07434459929542529
B23,base,hubert_tsne_3d,tr_20,1,corrected,2,3,0.1,0.0010037010865477953,1.7131616020014728,1.2364473711337973,-0.07593479491454545,-0.08358855744850142,0.10079387904542662
B23,base,hubert_tsne_3d,tr_20,2,corrected,3,1,0.1,0.001006218719827478,1.2364285544394442,2.6012168728441103,-0.08358855861807839,-0.08209565361057819,-0.017860159717807536
B23,base,hubert_tsne_3d,tr_20,3,corrected,1,2,0.1,0.0010037010865477953,2.6012339679280623,1.713159988900318,-0.08209565129404063,-0.07593479491455207,-0.07504485660784053
B23,base,hubert_tsne_3d,tr_22,1,corrected,2,3,0.1,0.0010037010865477953,1.356526196021459,0.9809604870347115,-0.07596499500678698,-0.08360420189280916,0.10056219822484906
B23,base,hubert_tsne_3d,tr_22,2,corrected,3,1,0.1,0.9147582121384479,-0.4093834312022928,0.4814386650135895,-0.08362615479659541,-0.08227601356143054,-0.01614496371917174
B23,base,hubert_tsne_3d,tr_22,3,corrected,1,2,0.1,0.0010037010865477953,3.232027713690161,1.356526196021459,-0.0819942213269932,-0.07596499500678698,-0.07353233218913865
B23,base,hubert_tsne_3d,tr_24,1,corrected,2,3,0.1,0.0010037010865477953,0.7266855169660126,0.8575286704225639,-0.07600115568710375,-0.08361043008365616,0.10012050906014834
B23,base,hubert_tsne_3d,tr_24,2,corrected,3,1,0.1,0.9570791610250271,-0.3994773441753341,0.3828577245114048,-0.08362637580958633,-0.0822783752091175,-0.01611932344812083
B23,base,hubert_tsne_3d,tr_24,3,corrected,1,2,0.1,0.0010037010865477953,3.141396084512548,0.726687063132881,-0.08200823686863308,-0.07600115568711568,-0.07324972967215461
