dataset_id,feature_key,model_id,term,estimate,std_error,z_value,p_value,conf_low,conf_high,analysis_id,family,variant,selection_stratum,selection_oof_mean_log_loss,model_directory
AN19,cnn_3::overall_order_sensitive,M_predictor,outer_fold2,0.0706022690466647,0.120849351279597,0.584217195202972,0.559074194154605,-0.166262459461345,0.307466997554674,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,(Intercept),1.57173525577073,0.371195895767269,4.2342473979189,2.29318384057341e-05,0.844191300066886,2.29927921147458,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Korean.test_Spanish,-1.83564732513866,0.519516751175636,-3.53337466209646,0.0004102905811985,-2.85390015744291,-0.817394492834415,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Mixed.test_Korean,-0.434348074992232,0.161386080124148,-2.69136021308718,0.0071161313424597,-0.750664792035562,-0.118031357948902,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Mixed.test_Spanish,-1.71586313411237,0.51932168720104,-3.30404675252495,0.0009529993792032,-2.73373364102641,-0.697992627198336,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Spanish.test_Korean,-0.517650466876356,0.159656128655755,-3.24228372086171,0.0011857591106874,-0.830576479041635,-0.204724454711077,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Spanish.test_Spanish,-1.65172971874898,0.519328936472707,-3.18050777214065,0.001470171955226,-2.66961443423548,-0.633845003262474,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,variability_z,0.07628424983753,0.05156213435482,1.47946260937507,0.139016717468851,-0.0247775334979172,0.177346033172977,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,outer_fold1,0.031012814005313,0.114764907779599,0.270229067450408,0.786984031664843,-0.193926405242701,0.255952033253327,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,outer_fold2,0.0861281647006847,0.114925746664609,0.749424451877044,0.453601417728121,-0.139126298761949,0.311382628163319,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,tr_10,M_condition,(Intercept),1.56892865663652,0.3605905072179,4.35099822438876,1.35519149862369e-05,0.86217126248944,2.27568605078361,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_condition,condition_idAN19.Korean.test_Spanish,-1.87194239927011,0.503307555119307,-3.71928134245149,0.0001997904170332,-2.85842520730396,-0.885459591236272,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_condition,condition_idAN19.Mixed.test_Korean,-0.346324052390176,0.162720257662654,-2.12834011797205,0.033308894144015,-0.665255757408978,-0.0273923473713742,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_condition,condition_idAN19.Mixed.test_Spanish,-1.71005149671167,0.503460661545259,-3.39659406846814,0.0006823010116405,-2.69683439334038,-0.723268600082962,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_condition,condition_idAN19.Spanish.test_Korean,-0.514676579822002,0.162593030025495,-3.16542830735918,0.0015485481792391,-0.833358918671971,-0.195994240972032,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_condition,condition_idAN19.Spanish.test_Spanish,-1.65040743752099,0.503334777083724,-3.278945768626,0.0010419565740951,-2.63694360060509,-0.663871274436891,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_condition,outer_fold1,0.0277094121137811,0.117036511956897,0.236758697354088,0.812843995331891,-0.201682151321737,0.257100975549299,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_condition,outer_fold2,0.100100155150847,0.117070959719894,0.855038306599251,0.392529941371701,-0.129358925900145,0.329559236201839,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_predictor,(Intercept),0.562891988590313,0.239769924386549,2.34763384119368,0.0188930839951287,0.0929429367926772,1.03284104038795,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_predictor,similarity_z,0.489299716412525,0.109707406782594,4.46004267863306,8.19433335708947e-06,0.274273199118642,0.704326233706409,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_predictor,outer_fold1,0.0112444432837959,0.12169887274567,0.0923956239701157,0.926383716123706,-0.227285347297718,0.24977423386531,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_predictor,outer_fold2,0.0815421429842569,0.122006208632495,0.668344208858067,0.503913899674249,-0.157590025935433,0.320674311903946,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,(Intercept),1.49157846764706,0.334745909199044,4.45585271293083,8.35603884907513e-06,0.835476485616932,2.14768044967718,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,condition_idAN19.Korean.test_Spanish,-1.75837581217822,0.466646576065589,-3.76811039095907,0.0001644879640275,-2.67300310126677,-0.843748523089662,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,condition_idAN19.Mixed.test_Korean,-0.315811797164827,0.163132357329843,-1.93592370228719,0.0528770463044723,-0.63555121753132,0.0039276232016654,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,condition_idAN19.Mixed.test_Spanish,-1.56703584978288,0.467174290171339,-3.35428529084543,0.0007957027810349,-2.4826974585187,-0.651374241047054,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,condition_idAN19.Spanish.test_Korean,-0.479615860485363,0.162958433604174,-2.94317912781581,0.00324860390362,-0.799014390349544,-0.160217330621182,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,condition_idAN19.Spanish.test_Spanish,-1.61335778816188,0.465868439145417,-3.46311888206337,0.0005339524251733,-2.5264599288869,-0.700255647436867,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,similarity_z,0.478575461943498,0.110648236981222,4.32519735515277,1.52395363699804e-05,0.261704917460303,0.695446006426693,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,outer_fold1,0.030116002452362,0.11716047427401,0.257049168151436,0.797140817211907,-0.199518527124698,0.259750532029422,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_joint,outer_fold2,0.100458983509551,0.117206379771156,0.857111905560904,0.391383042080586,-0.129265520841916,0.330183487861017,AN19-SBI-base-tr-10,SBI,base,selected_hubert_layer,0.619244977645451,models\AN19-SBI-base-tr-10
AN19,tr_10,M_condition,(Intercept),1.56975399830781,0.375252891106488,4.18318961828424,2.87447444240313e-05,0.83425833173909,2.30524966487652,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_condition,condition_idAN19.Korean.test_Spanish,-1.87094442481159,0.524407515545924,-3.56772999880423,0.0003600872662865,-2.8987831552816,-0.84310569434158,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_condition,condition_idAN19.Mixed.test_Korean,-0.346392527403331,0.162738528876456,-2.12852192897907,0.0332938337698663,-0.665360044001186,-0.0274250108054768,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_condition,condition_idAN19.Mixed.test_Spanish,-1.70920143355547,0.524545723680136,-3.25844126907368,0.0011202606190012,-2.73731105196854,-0.681091815142407,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_condition,condition_idAN19.Spanish.test_Korean,-0.514760879961306,0.162607615963429,-3.16566279452174,0.0015473005187449,-0.833471807249626,-0.196049952672985,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_condition,condition_idAN19.Spanish.test_Spanish,-1.64952613704476,0.524408947467869,-3.14549579104163,0.0016580558070853,-2.67736767408178,-0.621684600007732,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_condition,outer_fold1,0.0276988812039097,0.11703991835781,0.236661829507004,0.812919149413005,-0.201699358777398,0.257097121185217,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_condition,outer_fold2,0.100049613320056,0.117073985205605,0.854584501794734,0.392781210486746,-0.12941539768293,0.329514624323043,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_predictor,(Intercept),0.562274082761272,0.280835606495202,2.00214669990886,0.0452689561720038,0.0118362940306753,1.11271187149187,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_predictor,similarity_z,0.395862296077215,0.115597495219856,3.42448852654047,0.0006159578531424,0.169291205446296,0.622433386708133,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_predictor,outer_fold1,0.01351173445175,0.121022363818519,0.111646591798618,0.911103628021672,-0.223692098632547,0.250715567536047,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_predictor,outer_fold2,0.0826589281621466,0.12132284022055,0.68131382361213,0.495672938167786,-0.155133838670132,0.320451694994425,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,(Intercept),1.50186268532985,0.347361094471929,4.3236352868275,1.53478946927657e-05,0.821034940164872,2.18269043049483,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,condition_idAN19.Korean.test_Spanish,-1.76243440148189,0.484989555971847,-3.63396361793861,0.0002791002355301,-2.71301393118671,-0.811854871777074,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,condition_idAN19.Mixed.test_Korean,-0.337542826683046,0.162364339070799,-2.078922185837,0.037624503182813,-0.655776931261813,-0.0193087221042791,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,condition_idAN19.Mixed.test_Spanish,-1.60306664548819,0.485191643264132,-3.30398651284169,0.0009532041788767,-2.55404226628588,-0.652091024690487,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,condition_idAN19.Spanish.test_Korean,-0.470893860462875,0.16259659301388,-2.8960868843216,0.0037784777086518,-0.78958318277008,-0.15220453815567,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,condition_idAN19.Spanish.test_Spanish,-1.60234484044958,0.484011225782861,-3.31055305144603,0.0009311180022592,-2.55100684298399,-0.653682837915176,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,similarity_z,0.371910786246347,0.116621362527211,3.18904511306468,0.0014274359922724,0.143332915693013,0.600488656799681,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,outer_fold1,0.0304720234721883,0.11673876513994,0.261027461063684,0.79407133029772,-0.198335956202094,0.259280003146471,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
AN19,tr_10,M_joint,outer_fold2,0.0997631377236052,0.116787014887876,0.854231421356094,0.392976776515625,-0.129139411456631,0.328665686903841,AN19-SBI-ft-tr-10,SBI,ft,selected_hubert_layer,0.636032774020209,models\AN19-SBI-ft-tr-10
B23,tr_6::overall_order_sensitive,M_condition,(Intercept),2.15091053290032,0.375937198434474,5.72146236620749,1.05611053460345e-08,1.41407362396875,2.88774744183189,B23-HVE-base-global-order-97-participants-tr-6--overall-order-sensitive,HVE,base,global_order_97_participants,0.568654114048756,models\B23-HVE-base-global-order-97-participants-tr-6--overall-order-sensitive
