dataset_id,variant,layer,talker_a_id,talker_b_id,content_id,raw_distance,item_scope,tau,dtw_normalization
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S022,9.226868215877404,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S023,5.586047566363132,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S025,4.8500146868402645,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S026,4.470466250316436,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S027,5.901073909674669,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S028,3.4772264355562235,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S029,10.102448009477298,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S030,6.467415992557345,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S031,6.694849990494326,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S032,6.409155569232626,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S038,6.41818408410385,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_032,HT1_S041,5.071991264277648,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S001,8.650156809458734,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S002,4.974112501525897,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S003,11.683288428621083,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S004,11.679689066780025,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S005,9.400477869693816,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S006,9.450770163146018,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S007,10.061592103944418,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S008,5.581652288278701,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S009,7.26425894026491,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S010,3.6923753211312595,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S011,6.9551982277743045,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S013,6.5676395321110315,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S014,7.257243719114454,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S015,7.8862075595513685,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S016,10.387776911013354,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S017,7.306853733552667,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S018,9.668851525152613,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S019,8.55413671009437,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S020,9.704511074295947,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S021,13.886907447536553,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S022,4.260619992362579,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S023,11.32169233472454,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S025,5.58915136668601,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S026,8.88120900376213,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S027,10.180310782518843,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S028,9.933842778878656,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S029,12.868507916408658,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S030,4.06219970473541,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S031,5.193542924299142,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S032,4.204134116491821,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S038,4.626456527129484,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,HT1_S041,6.394978619328717,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S001,9.093263469487844,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S002,5.239341221078928,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S003,5.432170665910094,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S004,3.241361760449312,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S005,7.9840527557210965,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S006,2.490387517597653,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S007,3.359771081761435,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S008,3.4802394734523725,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S009,7.56087758149854,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S010,3.8378209597734427,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S011,7.672122958879924,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S013,5.880224607138595,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S014,7.1322723081893695,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S015,8.241047038520767,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S016,5.045173447670691,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S017,6.443032764944862,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S018,10.508567666164234,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S019,4.025123547631025,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S020,16.52009340037269,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S021,4.795880345660763,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S022,6.38501585963264,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S023,6.249320699349052,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S025,3.7890566529110967,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S026,12.530910474867163,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S027,4.3960336376472,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S028,4.5239345001684725,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S029,5.775316525354959,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S030,11.579712870383283,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S031,5.123007765793572,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S032,4.831723919781995,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S038,6.9926735229509145,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_037,HT1_S041,7.809875256089204,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S001,7.966895871989141,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S002,3.5957410748154146,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S003,7.3237938539517735,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S004,6.074228773961431,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S005,9.041562229070557,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S006,5.652267539468171,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S007,5.784280427141541,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S008,6.534188726538146,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S009,7.625535115076487,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S010,4.036723120594833,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S011,8.803853786608736,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S013,11.091985130126451,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S014,4.842169947045578,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S015,8.105985221735828,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S016,12.03437932627118,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S017,6.307441273816666,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S018,6.9635478415398335,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S019,9.174009841022764,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S020,10.53659710342217,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S021,2.4682905638392323,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S022,9.586060004761636,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S023,8.390829659472317,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S025,7.173838134606723,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S026,4.726718451291336,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S027,6.534234554179931,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S028,8.603459023484701,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S029,3.864171456116461,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S030,5.4477426588587194,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S031,5.104767820425747,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S032,5.010842857711982,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S038,3.5385481324395025,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,HT1_S041,3.633184721333313,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S001,8.146754025298929,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S002,9.935264821595995,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S003,6.032546577097242,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S004,9.301047690736645,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S005,7.11879378737634,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S006,5.612200615442263,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S007,18.978817767172643,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S008,5.523498012038305,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S009,19.79464670159779,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S010,4.139176693384844,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S011,5.4180116898891,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S013,3.640515545746265,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S014,9.231627414959442,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S015,6.6046688918901815,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S016,4.678206700898479,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S017,4.659190751838165,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S018,16.356012916437507,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S019,16.24275173441439,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S020,8.020822532641741,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_016,X21.ENG.ENG_M_055,HT1_S021,2.7834770005365628,32 experimental sentences,2.0,mean_sequence_length
