dataset_id,model_variant,representation,layer,fold,type,source,z_test,percent_ceiling,ceiling_mean_z,source_path
AN19,base,hubert_tsne_3d,cnn_5,2,corrected,base,0.4028490905482778,1.8179239226196648,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_5,3,corrected,base,1.0708649725123376,4.832457357111317,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_6,1,corrected,base,1.679591739304586,7.5794387396048,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_6,2,corrected,base,0.2787501131867122,1.2579065240171727,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_6,3,corrected,base,0.6559838491686224,2.9602368733977693,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_0,1,corrected,base,2.787150491904702,12.577482918675004,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_0,2,corrected,base,0.8817532281648938,3.9790589700635697,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_0,3,corrected,base,2.587291734018061,11.675586834926408,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_2,1,corrected,base,0.8359829058217161,3.7725127325620003,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_2,2,corrected,base,-0.7279704996602657,-3.285088677977767,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_2,3,corrected,base,0.0419922060731696,0.18949685570865477,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_4,1,corrected,base,-0.043827535708116,-0.197779087759175,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_4,2,corrected,base,0.1139871287740051,0.514385990016673,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_4,3,corrected,base,0.8919053667078073,4.024872193813915,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_6,1,corrected,base,5.705379987706045,25.746481773534807,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_6,2,corrected,base,4.171020756661919,18.822429026608845,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_6,3,corrected,base,5.637951358078622,25.442198800716575,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_8,1,corrected,base,10.241764140266667,46.21767425384745,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_8,2,corrected,base,7.839258603671026,35.37596605175335,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_8,3,corrected,base,10.223724631944751,46.13626795431709,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_10,1,corrected,base,13.989523299345247,63.13006450458184,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_10,2,corrected,base,12.455976134792758,56.20967634356793,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_10,3,corrected,base,13.829859494389083,62.409554871033336,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_12,1,corrected,base,14.049193073048452,63.3993343418917,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_12,2,corrected,base,13.09183556017407,59.079098387566184,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_12,3,corrected,base,13.930725286686432,62.86472863484095,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_14,1,corrected,base,13.075034291367915,59.00327985102313,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_14,2,corrected,base,12.049196257536092,54.37401408825855,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_14,3,corrected,base,12.729608650951272,57.444488854759534,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_16,1,corrected,base,11.943320175505628,53.896230553748225,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_16,2,corrected,base,10.656884671783532,48.090975106998215,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_16,3,corrected,base,11.285700853604228,50.92861333600944,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_18,1,corrected,base,10.759748854820614,48.555166943373806,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_18,2,corrected,base,8.883599076890752,40.08872716793753,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_18,3,corrected,base,10.112205639571824,45.633019842759325,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_20,1,corrected,base,12.12748906174877,54.72732346660043,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_20,2,corrected,base,10.725356995553843,48.39996792425888,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_20,3,corrected,base,11.530886010054903,52.03505237693242,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_22,1,corrected,base,12.263575273603635,55.341435266463115,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_22,2,corrected,base,12.100461977161796,54.605359225443884,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_22,3,corrected,base,11.773138880748608,53.128258987770224,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_24,1,corrected,base,11.27286836834048,50.87070459922695,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_24,2,corrected,base,10.110496285537362,45.625306096683225,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_24,3,corrected,base,11.09313975754209,50.05964917223093,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_2,1,corrected,ft,5.849509910707112,26.3968921657548,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_2,2,corrected,ft,4.210005460385277,18.998354024772492,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_2,3,corrected,ft,6.159717395500535,27.79675534234563,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_3,1,corrected,ft,4.672811964384016,21.08684580718711,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_3,2,corrected,ft,3.149929316370145,14.214583061356183,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_3,3,corrected,ft,4.873142165800395,21.99086935874185,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_4,1,corrected,ft,2.9678594242064453,13.39296221047454,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_4,2,corrected,ft,2.5683722590149425,11.590209538518058,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_4,3,corrected,ft,2.818359152637886,12.71831722181954,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_5,1,corrected,ft,0.284781460061857,1.285123985908474,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_5,2,corrected,ft,0.4028490905482778,1.8179239226196648,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_5,3,corrected,ft,1.0708649725123376,4.832457357111317,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_6,1,corrected,ft,1.679591739304586,7.5794387396048,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_6,2,corrected,ft,0.2787501131867122,1.2579065240171727,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,cnn_6,3,corrected,ft,0.6559838491686224,2.9602368733977693,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_0,1,corrected,ft,1.197228479424703,5.402693824194951,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_0,2,corrected,ft,0.1281496459593928,0.5782967183759888,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_0,3,corrected,ft,0.9113762257662068,4.112737703024935,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_2,1,corrected,ft,1.6510254258976176,7.450528470866449,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_2,2,corrected,ft,0.1692491022886561,0.7637648914974471,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_2,3,corrected,ft,0.9403837196705438,4.24363887257249,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_4,1,corrected,ft,0.1907578379519862,0.8608266598495953,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_4,2,corrected,ft,0.9037272661925508,4.0782204931854515,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_4,3,corrected,ft,1.9994017668675603,9.022634997064667,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_6,1,corrected,ft,7.037986427579824,31.760091294624804,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_6,2,corrected,ft,6.453499449685553,29.122496015143017,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_6,3,corrected,ft,7.855296990785837,35.4483419570249,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_8,1,corrected,ft,9.258515245673404,41.78059910757448,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_8,2,corrected,ft,7.359622505948061,33.21152791186378,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_8,3,corrected,ft,8.904877041092767,40.18474754145964,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_10,1,corrected,ft,9.75619190958134,44.02644832077844,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_10,2,corrected,ft,7.815332389319536,35.26799500634749,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_10,3,corrected,ft,9.74147885084566,43.96005318156118,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_12,1,corrected,ft,9.908447495518764,44.71352712652033,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_12,2,corrected,ft,7.842087594770287,35.38873234741317,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_12,3,corrected,ft,9.153753681840383,41.307845022902484,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_14,1,corrected,ft,9.029692977148024,40.74800033612326,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_14,2,corrected,ft,8.213499995334464,37.064792946741484,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_14,3,corrected,ft,10.250860640286774,46.258723732142556,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_16,1,corrected,ft,10.012858889457643,45.184701010957355,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_16,2,corrected,ft,9.25672477346074,41.772519302147195,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_16,3,corrected,ft,11.360443026442011,51.26589989620859,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
AN19,ft,hubert_tsne_3d,tr_18,1,corrected,ft,8.720021042857853,39.35055392078243,22.159843189024333,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-ft-original-structure-z-notebook-folds-v2\heldout_refit_z.csv
