run_label,family,variant,measure,stratum,layer,dataset_id,feature_key,model_id,mean_fold_ratio,ci95_low,ci95_high,n_valid_folds,n_expected_folds,n_warning_folds,summary_status,invalid_reason
AN19-base,SBI,base,similarity,all_participants,cnn_6,AN19,cnn_6,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,cnn_6,AN19,cnn_6,M_predictor,1.0002301772112798,0.9973590798509104,1.004082904856092,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_0,AN19,tr_0,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_0,AN19,tr_0,M_joint,1.004040570009061,1.0005169266486724,1.0072085943823834,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_0,AN19,tr_0,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_0,AN19,tr_0,M_predictor,0.9997143525541259,0.9963616775585611,1.0037684020678999,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_10,AN19,tr_10,M_condition,1.0044295593467227,1.0017511753899109,1.006919475675693,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_10,AN19,tr_10,M_joint,1.0047095968492767,0.9985102124805295,1.010380911161938,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_10,AN19,tr_10,M_null,1.0000422024133229,0.9975924159972714,1.0031784563634218,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_10,AN19,tr_10,M_predictor,1.0002110043408938,0.994841129096023,1.0068838112513185,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_12,AN19,tr_12,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_12,AN19,tr_12,M_joint,1.0050788237727801,0.997797918213383,1.0112264051309166,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_12,AN19,tr_12,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_12,AN19,tr_12,M_predictor,1.0004591859978256,0.9938791368382646,1.0078271334213276,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_14,AN19,tr_14,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_14,AN19,tr_14,M_joint,1.0049667215899305,0.9975978012609525,1.010518039832297,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_14,AN19,tr_14,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_14,AN19,tr_14,M_predictor,1.0002385347690843,0.9939357456453036,1.0068777324724878,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_16,AN19,tr_16,M_condition,1.004413303455675,1.0017129740459485,1.006919475675693,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_16,AN19,tr_16,M_joint,1.0046449420698496,0.9999482899426221,1.0086005510165055,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_16,AN19,tr_16,M_null,1.000043143297635,0.9975930275720745,1.0031790679382249,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_16,AN19,tr_16,M_predictor,1.0000663203584759,0.9966271494338678,1.0038265019937413,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_18,AN19,tr_18,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_18,AN19,tr_18,M_joint,1.0049002123138004,0.9995315862539096,1.0101676694689632,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_18,AN19,tr_18,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_18,AN19,tr_18,M_predictor,1.0000896753309585,0.9968141108892382,1.0030386040026016,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_2,AN19,tr_2,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_2,AN19,tr_2,M_joint,1.0043924628122585,1.0005184698684226,1.0080263515314736,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_2,AN19,tr_2,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_2,AN19,tr_2,M_predictor,0.999985026473105,0.9961194123269318,1.0046938262705378,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_20,AN19,tr_20,M_condition,1.0044295593467227,1.0017511753899109,1.006919475675693,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_20,AN19,tr_20,M_joint,1.0047892607860511,1.0008835716888236,1.0085377721146964,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_20,AN19,tr_20,M_null,1.0000422024133229,0.9975924159972714,1.0031784563634218,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_20,AN19,tr_20,M_predictor,1.0000624281338144,0.9976677821329725,1.0026785377264065,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_22,AN19,tr_22,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_22,AN19,tr_22,M_joint,1.0049610091590984,0.9986561015911996,1.0096560359845135,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_22,AN19,tr_22,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_22,AN19,tr_22,M_predictor,1.000233891327006,0.9947280952005997,1.0060968257982972,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_24,AN19,tr_24,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_24,AN19,tr_24,M_joint,1.0049469075925634,0.9987715498178683,1.009996708292042,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_24,AN19,tr_24,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_24,AN19,tr_24,M_predictor,1.0002340482161003,0.9952649395809035,1.0061327793768315,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_4,AN19,tr_4,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_4,AN19,tr_4,M_joint,1.0044497473169716,0.9989516325332256,1.009699140804744,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_4,AN19,tr_4,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_4,AN19,tr_4,M_predictor,0.9999726084528736,0.9940159363364256,1.0067535772218925,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_6,AN19,tr_6,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_6,AN19,tr_6,M_joint,1.0044046596110994,0.9973964935701705,1.0107324797627746,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_6,AN19,tr_6,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_6,AN19,tr_6,M_predictor,1.00006747013294,0.993489541328507,1.0073307180866158,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_8,AN19,tr_8,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_8,AN19,tr_8,M_joint,1.0044540118446539,0.9999668681766185,1.0079529233243127,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_8,AN19,tr_8,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-base,SBI,base,similarity,all_participants,tr_8,AN19,tr_8,M_predictor,0.9999971572239076,0.9965880600987244,1.0041272425806331,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_2,AN19,cnn_2,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_2,AN19,cnn_2,M_joint,1.004449164907851,0.9992916807424003,1.0093661367334796,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_2,AN19,cnn_2,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_2,AN19,cnn_2,M_predictor,1.0001501057582212,0.995113627651704,1.0063788247450232,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_3,AN19,cnn_3,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_3,AN19,cnn_3,M_joint,1.0045970827333228,0.99910656914362,1.0088295331448673,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_3,AN19,cnn_3,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_3,AN19,cnn_3,M_predictor,0.9998228595704086,0.9943881457177091,1.00545609036501,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_4,AN19,cnn_4,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_4,AN19,cnn_4,M_joint,1.0045795546852476,1.0009660172537889,1.0080539221668805,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_4,AN19,cnn_4,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_4,AN19,cnn_4,M_predictor,1.0004015427207589,0.9969494668567342,1.0049589066697946,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_5,AN19,cnn_5,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_5,AN19,cnn_5,M_joint,1.0042877872424836,1.0010105262291584,1.0074113095164163,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_5,AN19,cnn_5,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_5,AN19,cnn_5,M_predictor,1.000252238688104,0.9973455908265145,1.004106546142677,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_6,AN19,cnn_6,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_6,AN19,cnn_6,M_joint,1.0047591402201208,1.002562015403088,1.0069784378959026,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_6,AN19,cnn_6,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,cnn_6,AN19,cnn_6,M_predictor,1.0002301772112798,0.9973590798509104,1.004082904856092,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_0,AN19,tr_0,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_0,AN19,tr_0,M_joint,1.0039999585944006,1.0000822434597425,1.0076133122100965,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_0,AN19,tr_0,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_0,AN19,tr_0,M_predictor,0.9996148018754418,0.995771166382243,1.0041569519853288,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_10,AN19,tr_10,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_10,AN19,tr_10,M_joint,1.0050946293300456,0.9965373350414133,1.012685108618853,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_10,AN19,tr_10,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_10,AN19,tr_10,M_predictor,1.0005071823121805,0.9928066459624028,1.0088906766007273,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_12,AN19,tr_12,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_12,AN19,tr_12,M_joint,1.0056732745568564,0.9988916356812678,1.0111012961801396,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_12,AN19,tr_12,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_12,AN19,tr_12,M_predictor,1.0008488613480548,0.9944852015348395,1.007469038080208,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_14,AN19,tr_14,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_14,AN19,tr_14,M_joint,1.0053475687852953,0.9981588308938043,1.0119908505060415,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_14,AN19,tr_14,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_14,AN19,tr_14,M_predictor,1.0007273379894137,0.9939564559785298,1.0083880271838488,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_16,AN19,tr_16,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_16,AN19,tr_16,M_joint,1.005550254350157,0.9993734594390439,1.0103963623711492,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_16,AN19,tr_16,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_16,AN19,tr_16,M_predictor,1.0008934406704617,0.995066787020689,1.0066794615852759,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_18,AN19,tr_18,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_18,AN19,tr_18,M_joint,1.0052687702349974,0.9995511007485449,1.0103104563012824,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_18,AN19,tr_18,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_18,AN19,tr_18,M_predictor,1.0007117310633198,0.9953635592503829,1.0066949085962207,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_2,AN19,tr_2,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_2,AN19,tr_2,M_joint,1.0043614910428555,1.0008019104845487,1.0076647557515097,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_2,AN19,tr_2,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_2,AN19,tr_2,M_predictor,0.9998755610292901,0.9961523287434236,1.0043565553086768,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_20,AN19,tr_20,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_20,AN19,tr_20,M_joint,1.0051018296343177,0.9996928246135166,1.0107983039331054,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_20,AN19,tr_20,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_20,AN19,tr_20,M_predictor,1.0004652529575981,0.9957526416861263,1.0068094439562245,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_22,AN19,tr_22,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_22,AN19,tr_22,M_joint,1.0048731296856162,1.0005769704730898,1.008868336352093,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_22,AN19,tr_22,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_22,AN19,tr_22,M_predictor,1.000314619820139,0.9967311213646856,1.0048670121843386,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_24,AN19,tr_24,M_condition,1.004419966339478,1.0017173049204204,1.006923806550165,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_24,AN19,tr_24,M_joint,1.0047217683754943,1.0012076331643398,1.008610947573081,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_24,AN19,tr_24,M_null,1.0000415931131084,0.9975893846384362,1.0031790679382249,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_24,AN19,tr_24,M_predictor,1.0002091300916838,0.9961611585485647,1.0050113479117564,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_4,AN19,tr_4,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_4,AN19,tr_4,M_joint,1.0042987240036207,0.9987251693684633,1.009458009283503,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_4,AN19,tr_4,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_4,AN19,tr_4,M_predictor,1.0000066733624438,0.9945975342085067,1.0061876713347615,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_6,AN19,tr_6,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_6,AN19,tr_6,M_joint,1.0042061307980712,0.9955495937120634,1.0107871821267849,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_6,AN19,tr_6,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_6,AN19,tr_6,M_predictor,0.9996374887822682,0.9915200027448712,1.0070152542553286,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_8,AN19,tr_8,M_condition,1.004423646213053,1.0017173049204204,1.006932454253066,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_8,AN19,tr_8,M_joint,1.0045912439873568,0.998334767216888,1.0102387810545395,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_8,AN19,tr_8,M_null,1.000040854976964,0.9975893846384362,1.0031773333182856,3,3,0,ok,
AN19-ft,SBI,ft,similarity,all_participants,tr_8,AN19,tr_8,M_predictor,1.0002110611015624,0.9946765681385398,1.006934130234429,3,3,0,ok,
B23-acoustic,SBI,acoustic,similarity,all_participants,mfcc39,B23,mfcc39,M_condition,1.0066864319071471,0.9926833266334868,1.0254219579287032,3,3,0,ok,
B23-acoustic,SBI,acoustic,similarity,all_participants,mfcc39,B23,mfcc39,M_joint,1.0067711140495392,0.9925904280633733,1.0257335004137318,3,3,0,ok,
B23-acoustic,SBI,acoustic,similarity,all_participants,mfcc39,B23,mfcc39,M_null,1.0004767730913031,0.9884297829202519,1.015239052436395,3,3,0,ok,
B23-acoustic,SBI,acoustic,similarity,all_participants,mfcc39,B23,mfcc39,M_predictor,1.0005752881892687,0.9883290097433303,1.0155997280459383,3,3,0,ok,
B23-acoustic,SBI,acoustic,similarity,all_participants,strf24_legacy,B23,strf24_legacy,M_condition,1.0066864319071471,0.9926833266334868,1.0254219579287032,3,3,0,ok,
B23-acoustic,SBI,acoustic,similarity,all_participants,strf24_legacy,B23,strf24_legacy,M_joint,1.0067425260551357,0.9926047072409739,1.0256332038545695,3,3,0,ok,
B23-acoustic,SBI,acoustic,similarity,all_participants,strf24_legacy,B23,strf24_legacy,M_null,1.0004767730913031,0.9884297829202519,1.015239052436395,3,3,0,ok,
B23-acoustic,SBI,acoustic,similarity,all_participants,strf24_legacy,B23,strf24_legacy,M_predictor,1.0005217078089357,0.9883609690724905,1.015417637640952,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_2,B23,cnn_2,M_condition,1.0066864319071471,0.9926833266334868,1.0254219579287032,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_2,B23,cnn_2,M_joint,1.0068071330188488,0.9926507212992184,1.0257486962469577,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_2,B23,cnn_2,M_null,1.0004767730913031,0.9884297829202519,1.015239052436395,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_2,B23,cnn_2,M_predictor,1.0005192297205128,0.9884184549531468,1.0153543784018058,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_3,B23,cnn_3,M_condition,1.0066864319071471,0.9926833266334868,1.0254219579287032,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_3,B23,cnn_3,M_joint,1.006831318696981,0.9926357259519015,1.0258244873145361,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_3,B23,cnn_3,M_null,1.0004767730913031,0.9884297829202519,1.015239052436395,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_3,B23,cnn_3,M_predictor,1.0005358868528937,0.9884103890547019,1.0154045511050545,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_4,B23,cnn_4,M_condition,1.0066864319071471,0.9926833266334868,1.0254219579287032,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_4,B23,cnn_4,M_joint,1.006827833414206,0.992631611373681,1.0258200315076622,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_4,B23,cnn_4,M_null,1.0004767730913031,0.9884297829202519,1.015239052436395,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_4,B23,cnn_4,M_predictor,1.0005299104025476,0.9884081153921359,1.0153912855260088,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_5,B23,cnn_5,M_condition,1.0066864319071471,0.9926833266334868,1.0254219579287032,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_5,B23,cnn_5,M_joint,1.006819218380328,0.9926262059179919,1.02580691093808,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_5,B23,cnn_5,M_null,1.0004767730913031,0.9884297829202519,1.015239052436395,3,3,0,ok,
B23-base,SBI,base,similarity,all_participants,cnn_5,B23,cnn_5,M_predictor,1.0005339982965669,0.988401236638542,1.0154081872958973,3,3,0,ok,
