dataset_id,feature_key,scope,fold,model_id,formula,optimizer,random_structure,selection_reason,n_rows,fit_ok,singular,convergence,warnings,error,log_likelihood,deviance,AIC,n_observations,estimate,std_error,z_value,p_value,nonboundary_convergence_message,boundary_only_diagnostic,total_trials,mean_log_loss,variance_components_available,variance_participant_id,variance_analysis_item_id,variance_test_talker_id,policy,case_id,condition_id,random_policy
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789,,,,,False,False,1896.0,0.688566500985719,False,,,,registered,all_conditions,all,
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1489.76922876755,2263.27726347566,2989.5384575351,3789,0.325882904716465,0.115131336657663,2.83053175770433,0.0046470697537763,False,False,1896.0,0.654161755514074,False,,,,registered,all_conditions,all,
AN19,mfcc39,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685,,,,,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc39,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2153.28897072075,3517.28112406599,4326.5779414415,5685,0.168551048601399,0.10029694544198,1.68052025770718,0.0928561362547589,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc39,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685,,,,,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc39,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2161.68793040703,3511.00793247688,4333.37586081406,5685,0.190301793030606,0.0965226717478241,1.97157610315419,0.0486580174064864,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1537.57537145207,2378.17636998301,3093.15074290414,3791,,,,,False,False,1894.0,0.684972386211616,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",nloptwrap,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1535.89630668897,2384.84273322641,3091.79261337794,3791,0.209747793815269,0.110354670037367,1.90066984699647,0.0573452704407788,False,False,1894.0,0.663843975826936,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1544.83843131212,2372.7282582166,3097.67686262424,3791,,,,,False,False,1894.0,0.695310909407465,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1543.38775625652,2378.6431523898,3096.77551251304,3791,0.191707646466139,0.109353365159603,1.75310239594674,0.0795844323606333,False,False,1894.0,0.676479321512482,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1483.48028049001,2291.89537410068,2984.96056098002,3790,,,,,False,False,1895.0,0.684917844322057,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1482.0368406663,2298.15874062885,2984.0736813326,3790,0.20121487871304,0.114408459568974,1.75874126328685,0.0786214653352725,False,False,1895.0,0.664004215741964,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1490.5941929081,2285.76083666709,2989.1883858162,3790,,,,,False,False,1895.0,0.692965405193555,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1489.9392466611,2288.79569186971,2989.8784933222,3790,0.130998066422986,0.111709883085856,1.17266317719002,0.240930903456655,False,False,1895.0,0.678320139025408,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.78500653523,2263.63011342191,2983.57001307046,3789,,,,,False,False,1896.0,0.684802391518476,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1480.84031287274,2268.76068479863,2981.68062574548,3789,0.230340196150689,0.11328826078054,2.03322210583584,0.0420300886721093,False,False,1896.0,0.659902669528351,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789,,,,,False,False,1896.0,0.688566500985719,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1491.53839789695,2259.14805550733,2993.0767957939,3789,0.225685259788469,0.111453816202253,2.02492177907055,0.042875396863139,False,False,1896.0,0.665514567716691,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685,,,,,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2153.80244362096,3517.22819442488,4327.60488724192,5685,0.124926163049234,0.0956886129878595,1.30554889603305,0.191706008838633,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685,,,,,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_c0,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2162.88282366114,3508.52445128664,4335.76564732228,5685,0.10817469310339,0.0936404907503851,1.15521279562437,0.248003296101677,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1537.59651173842,2378.16891547812,3091.19302347684,3791,,,,,False,False,1894.0,0.684933623622493,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1533.61759493761,2383.28662067205,3085.23518987521,3791,0.380078918051323,0.129620112947819,2.93225263739996,0.0033651287743509,False,False,1894.0,0.649910896858642,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1545.65623608356,2371.99053837189,3097.31247216711,3791,,,,,False,False,1894.0,0.695338840250074,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1541.10457942319,2378.41490574329,3090.20915884638,3791,0.396928112723215,0.126730098834271,3.13207451406071,0.0017357581591448,False,False,1894.0,0.659698877655513,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1483.48028049001,2291.89537410068,2984.96056098002,3790,,,,,False,False,1895.0,0.684917844322057,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1480.73939662174,2295.49571530227,2981.47879324347,3790,0.327919518545334,0.134498669667447,2.4380874499066,0.0147652015766141,False,False,1895.0,0.654156266886044,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1490.5941929081,2285.76083666709,2989.1883858162,3790,,,,,False,False,1895.0,0.692965405193555,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1488.47194999112,2288.13312383068,2986.94389998224,3790,0.277726637773164,0.130330841594031,2.13093565863909,0.0330944432037464,False,False,1895.0,0.665812325360238,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.78500653523,2263.63011342191,2983.57001307046,3789,,,,,False,False,1896.0,0.684802391518476,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1479.51276306081,2268.63837178372,2979.02552612161,3789,0.360947125022061,0.135231684715905,2.6691017403232,0.0076054408655197,False,False,1896.0,0.651537275064593,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789,,,,,False,False,1896.0,0.688566500985719,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1489.5342310037,2260.64815009033,2989.06846200741,3789,0.384193521865908,0.131754063151465,2.91598993364052,0.0035456194026548,False,False,1896.0,0.655979801309086,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685,,,,,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2152.33198571208,3515.97063264871,4324.66397142416,5685,0.254656711931586,0.115467012034815,2.20544991546852,0.027422538655917,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685,,,,,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_delta13,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2160.88737417123,3508.94792521731,4331.77474834246,5685,0.263388363270988,0.1114394381438,2.36351122778558,0.0181026781105477,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1537.59651173842,2378.16891547812,3091.19302347684,3791,,,,,False,False,1894.0,0.684933623622493,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1534.48510555226,2386.70544217271,3086.97021110452,3791,0.372607933612249,0.143161519226947,2.60271011109886,0.0092490122010207,False,False,1894.0,0.649052780029466,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1545.65623608356,2371.99053837189,3097.31247216711,3791,,,,,False,False,1894.0,0.695338840250074,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1542.0604205369,2381.72402961934,3092.12084107381,3791,0.387798989267435,0.138861807233836,2.7926972649463,0.0052270585719285,False,False,1894.0,0.659060829045625,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1483.48028049001,2291.89537410068,2984.96056098002,3790,,,,,False,False,1895.0,0.684917844322057,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1481.0328422424,2297.70812324536,2982.0656844848,3790,0.342683895931054,0.148343531195868,2.31006969544621,0.0208842958761474,False,False,1895.0,0.65235868090149,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1490.5941929081,2285.76083666709,2989.1883858162,3790,,,,,False,False,1895.0,0.692965405193555,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1488.76858652254,2289.90826349043,2987.53717304508,3790,0.282106885636978,0.142640992223017,1.97774062869605,0.0479579743379396,False,False,1895.0,0.664921209055865,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.78500653523,2263.63011342191,2983.57001307046,3789,,,,,False,False,1896.0,0.684802391518476,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1479.94794771982,2270.86257313713,2979.89589543964,3789,0.371535626073792,0.149284337321867,2.48877834566621,0.012818285395476,False,False,1896.0,0.648803728916756,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789,,,,,False,False,1896.0,0.688566500985719,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1489.95581134317,2262.9088343787,2989.91162268634,3789,0.397795831951884,0.144043574804845,2.76163537659232,0.0057512667983789,False,False,1896.0,0.653155961606246,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685,,,,,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2153.1761563051,3518.07623724019,4326.35231261019,5685,0.227981870950196,0.129861444303959,1.75557781735873,0.0791605226436522,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685,,,,,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_delta_delta13,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2161.75244351373,3511.12405455483,4333.50488702746,5685,0.239754761207558,0.123708172610416,1.93806727678857,0.0526150151378397,False,False,,,False,,,,registered,all_conditions,all,
AN19,mfcc_static13,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1537.57537145207,2378.17636998301,3093.15074290414,3791,,,,,False,False,1894.0,0.684972386211616,False,,,,registered,all_conditions,all,
AN19,mfcc_static13,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1537.43354072822,2379.05935500657,3094.86708145643,3791,0.0608679869829295,0.111453333761063,0.546129800957052,0.584976716124273,False,False,1894.0,0.68269865560003,False,,,,registered,all_conditions,all,
